"","prediction.score.Ext_L23","prediction.score.Oligo_2","prediction.score.Astro_THAL_med","prediction.score.Inh_Sst","prediction.score.Inh_6","prediction.score.Inh_Meis2_3","prediction.score.Micro","prediction.score.Ext_L5_2","prediction.score.Ext_Pir","prediction.score.Astro_AMY","prediction.score.Inh_2","prediction.score.Inh_1","prediction.score.Inh_Pvalb","prediction.score.Inh_Lamp5","prediction.score.Ext_L25","prediction.score.Nb_2","prediction.score.Ext_Thal_1","prediction.score.Ext_L56","prediction.score.Ext_Unk_3","prediction.score.Inh_3","prediction.score.Ext_Amy_2","prediction.score.Ext_Thal_2","prediction.score.Ext_L5_1","prediction.score.Unk_1","prediction.score.OPC_1","prediction.score.Astro_AMY_CTX","prediction.score.Ext_Hpc_DG1","prediction.score.Astro_HYPO","prediction.score.Inh_4","prediction.score.Inh_Meis2_1","prediction.score.Ext_Hpc_DG2","prediction.score.Inh_Meis2_2","prediction.score.Ext_Hpc_CA1","prediction.score.Ext_L6B","prediction.score.Astro_CTX","prediction.score.Ext_Amy_1","prediction.score.Astro_WM","prediction.score.Oligo_1","prediction.score.Ext_L6","prediction.score.Astro_THAL_lat","prediction.score.Nb_1","prediction.score.LowQ_2","prediction.score.Inh_Vip","prediction.score.Astro_HPC","prediction.score.Ext_ClauPyr","prediction.score.OPC_2","prediction.score.Inh_5","prediction.score.Ext_Hpc_CA3","prediction.score.Inh_Meis2_4","prediction.score.max"
"exper1_location_13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346313300280008,0.00671481713889925,0,0,0,0.585396219800886,0,0.348270717172488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128438179173231,0,0,0,0,0,0.0121430979424031,0,0,0,0,0.585396219800886
"exper1_location_14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383523434255965,0,0,0,0,0.689744204642947,0,0.271903451931457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689744204642947
"exper1_location_15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573291872603535,0,0,0,0,0.713028683036976,0,0.22964212970267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713028683036976
"exper1_location_16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348080049411642,0,0,0,0,0.737943232159839,0,0.227248762898997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737943232159839
"exper1_location_17",0,0,0,0,0.0677630316440834,0,0,0,0.0606656387480807,0,0,0,0,0,0,0,0,0,0,0.0392528792372388,0,0.0156183244362852,0,0.0597962353128421,0,0,0,0,0.069164923271201,0,0,0,0,0,0,0.010266280078486,0,0,0.60027696525673,0,0,0,0,0,0.0771957220150526,0,0,0,0,0.60027696525673
"exper1_location_18",0,0,0,0,0.00655001333223093,0,0,0,0,0,0.00772278646556439,0,0,0,0,0,0,0,0,0.00947161264305486,0,0.97625558755915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97625558755915
"exper1_location_19",0,0,0,0,0.075192829142937,0,0,0,0,0,0.0541015865803456,0.0849599039895503,0,0,0,0,0,0,0.00270798515797084,0.0121991031641728,0,0.440916698913426,0,0.163613472474787,0,0,0,0,0.101534572500794,0,0,0,0,0,0,0,0,0,0.0124187993567831,0,0,0,0,0,0.0523550487192339,0,0,0,0,0.440916698913426
"exper1_location_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652340328705085,0,0,0.0560388516438768,0,0,0,0,0,0,0,0,0,0,0,0,0.752721479041019,0,0,0,0,0.126005636444596,0,0,0,0,0,0,0,0,0,0,0.752721479041019
"exper1_location_21",0,0,0,0,0,0,0,0.0918070979626864,0,0,0,0,0,0,0,0,0,0.0326615872354004,0,0,0.0617596020890308,0,0,0.0372653943848336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776506318328049,0,0,0,0,0,0,0,0,0,0,0.776506318328049
"exper1_location_22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179626295655745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931192410600097,0,0,0,0,0.0508449598343288,0,0,0,0,0,0,0,0,0,0,0.931192410600097
"exper1_location_23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340773897198738,0,0,0.0586697662779019,0,0,0.00204675566456163,0,0,0,0,0,0,0,0,0,0.545773132934345,0,0,0,0,0.335961517891621,0,0,0,0,0,0.023471437511697,0,0,0,0,0.545773132934345
"exper1_location_24",0.0930033220653192,0,0,0,0,0,0,0.0506325392402321,0.0742321462476473,0,0,0.00347409496939503,0,0,0,0,0,0.174829878607598,0,0.0113415532032344,0.309291842515907,0,0.0513360058916421,0.0409100147661348,0,0,0,0,0.00231687533786157,0,0,0,0,0.015030811955704,0,0,0,0,0.173600915199325,0,0,0,0,0,0,0,0,0,0,0.309291842515907
"exper1_location_25",0.0592957349620519,0,0,0,0,0.0358270677964789,0,0.01366291295546,0.147940543856255,0,0,0.00368354135638955,0,0,0,0.00864629295827457,0,0.314032722269366,0,0,0.138485262759891,0,0.0214718250185391,0.00331800005428319,0,0.00934922416772101,0,0.0754712818884661,0.0024567288433436,0,0,0.0149478320942299,0,0.0197354777402369,0,0,0.0146594610145309,0,0.0549293472146765,0.0620867430498059,0,0,0,0,0,0,0,0,0,0.314032722269366
"exper1_location_26",0.278120136632867,0,0,0,0,0.114351632774712,0,0.0303204373136515,0.170587982660505,0,0,0,0,0,0,0,0,0.0281244265117431,0,0,0.20134938317366,0,0.0701666429683305,0.01496851516178,0,0,0,0,0,0,0,0.0273033928105978,0,0,0,0,0,0,0.0647074499921534,0,0,0,0,0,0,0,0,0,0,0.278120136632867
"exper1_location_27",0.0993358252175188,0,0,0,0,0,0,0,0.0397032123937227,0,0,0,0,0,0,0,0,0.120410786689759,0,0,0.516058183382868,0,0,0.0394246314630695,0,0,0,0,0,0,0,0,0,0.0842723458311921,0,0,0,0,0.10079501502187,0,0,0,0,0,0,0,0,0,0,0.516058183382868
"exper1_location_28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575442941501885,0,0,0.0129902078385187,0,0,0,0,0,0,0,0,0,0.23977199047344,0,0,0,0,0.171794860186155,0,0,0,0,0,0,0,0,0,0,0.575442941501885
"exper1_location_29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028508780213949,0,0,0.566016866809367,0,0,0.01291395049997,0,0,0,0,0.00218958260528109,0,0,0,0,0.225642563570267,0,0.0499366825053428,0,0,0.0788518346140774,0,0,0,0,0,0.035939739181747,0,0,0,0,0.566016866809367
"exper1_location_30",0,0,0,0,0.0341597366768529,0,0,0,0,0,0.0170688188952577,0.00515844618431996,0,0,0,0,0,0,0,0.0194900421418224,0.451341153425155,0,0,0.0287947096993437,0,0,0,0,0.00597241159640696,0.00344322923412075,0,0,0,0.0286245458765989,0,0.0119320893184537,0,0,0.24479915430666,0,0.000905143070565747,0,0,0,0.148310519574443,0,0,0,0,0.451341153425155
"exper1_location_31",0,0,0,0,0,0,0,0,0,0,0,0.00166187486663896,0,0,0,0,0,0.0392165870631736,0,0,0.580340674904275,0,0,0.0125230248468486,0,0,0,0,0.00280297214292004,0.00110917130718846,0,0,0,0.246818329135972,0,0,0,0,0.0849590515611282,0,0,0,0,0,0.0305683141718545,0,0,0,0,0.580340674904275
"exper1_location_32",0,0,0,0,0,0.0517745577114525,0,0.120091827329277,0,0,0.124524489134699,0.00554245752405053,0,0,0,0,0,0,0,0.0611252882481076,0,0,0.0450404623565093,0.0818215899717821,0,0,0,0,0.22098302534536,0,0.0288715445525641,0,0,0,0,0.223968374115806,0,0,0.0137783196613535,0,0.00202558319732095,0,0,0,0,0,0,0,0.020452480851718,0.223968374115806
"exper1_location_33",0,0,0,0,0,0,0,0.06316825785054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00538903775578369,0.179872931730244,0,0,0,0,0.00227463718036071,0,0.0151076336075914,0,0.699722090043113,0,0,0.0344654118323677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699722090043113
"exper1_location_34",0.00591398566932264,0,0.0931703768899459,0,0,0.0166098401319129,0,0,0.00907731066151114,0.105685633463989,0,0,0,0,0.00335851610439225,0.0297685954867676,0,0.0359279800852303,0,0,0.00349988933266714,0,0.00254260238070693,0,0,0.0438924146167089,0,0.00306509929972236,0,0,0,0,0,0,0.262274104353224,0,0.0562607738647862,0,0,0.295847851179181,0,0,0,0.0331050264799328,0,0,0,0,0,0.295847851179181
"exper1_location_35",0.0635111552278351,0,0,0,0,0.0601372714774849,0,0.0162274719263616,0.0816509321984514,0,0,0.00239199887648211,0,0,0,0,0,0.330635589743997,0,0,0.0757834882587111,0,0.0296032285514432,0.00173176019069287,0,0.0163983154979899,0,0.0423566094026526,0.0015950946436128,0,0,0.014037166407762,0,0.0225349351520668,0.0895405869094415,0,0.033680530578975,0,0.0210784097030018,0.0971054552530387,0,0,0,0,0,0,0,0,0,0.330635589743997
"exper1_location_36",0.219534179986723,0,0,0,0,0,0,0.0232072907226876,0.118092370618122,0,0,0.00763022917241873,0,0,0,0,0,0.179850814619322,0,0,0.213946387938604,0,0.0779147893556446,0.0118601695937182,0,0,0,0,0.00509336550132043,0,0,0,0,0.00975771415476823,0,0,0,0,0.125368528073318,0,0,0,0,0,0,0,0,0,0.00774416026335278,0.219534179986723
"exper1_location_37",0.19794395925105,0,0,0,0,0,0,0.00586906492146955,0.0363747845289313,0,0,0.0404287135346469,0,0,0,0,0,0.236291494928619,0,0,0.12655775473993,0,0.0285411332922808,0,0,0,0,0,0.00278071916298064,0,0,0,0,0,0,0.0429856901480538,0,0,0.0345800117150821,0,0,0.243648136134837,0,0,0,0,0,0,0.00399853764211938,0.243648136134837
"exper1_location_38",0.182978271924066,0,0,0,0,0,0,0.0155043422618344,0.123153743299326,0,0,0.00375612364965236,0,0,0,0.016396407514324,0,0.177984958322189,0,0,0.267444635276593,0,0.0496655499817994,0.00272769030332911,0,0,0,0.0621146725872244,0.00250583187310652,0,0,0,0,0,0,0,0,0,0.0957677730065569,0,0,0,0,0,0,0,0,0,0,0.267444635276593
"exper1_location_39",0.141051934997864,0,0,0,0,0,0,0.0212468590052537,0.185079507604776,0,0,0,0,0,0,0.00788782783845106,0,0.16646198467432,0,0,0.260079826892146,0,0.0523907474866507,0.0222531543280532,0,0,0,0.0410495886470153,0,0,0,0,0,0,0,0,0,0,0.10249856852547,0,0,0,0,0,0,0,0,0,0,0.260079826892146
"exper1_location_40",0.0366842571093596,0,0,0,0,0,0,0.00731788413324295,0.0485307678963018,0,0,0,0,0,0,0.00986859540754938,0,0.258402747103524,0,0,0.160767281968751,0,0.0126490794008112,0,0,0,0,0.285236948608987,0,0,0,0,0,0,0,0,0.0634048244235466,0,0.0419786831475916,0.0583304096067018,0,0.0127114958994875,0,0,0,0,0,0,0.00411702529414495,0.285236948608987
"exper1_location_41",0.253020471869507,0,0,0,0,0,0,0.0160436525234017,0.137133516354013,0,0,0,0,0,0,0,0,0.283488315932145,0,0,0.165425839288802,0,0.0442910237044975,0.00236195529452875,0,0,0,0,0,0,0,0,0,0,0,0.0267638192377402,0,0,0.0714714057953642,0,0,0,0,0,0,0,0,0,0,0.283488315932145
"exper1_location_42",0.225232587816602,0,0,0,0,0,0,0.0222030230361172,0.0904252266965266,0,0,0,0,0,0,0,0,0.204238728118434,0,0,0.225304732432227,0,0.063624862772367,0.011394627181117,0,0,0,0,0,0,0,0,0,0.00894304358346405,0,0,0,0,0.148633168363146,0,0,0,0,0,0,0,0,0,0,0.225304732432227
"exper1_location_43",0.127588602981796,0,0,0,0,0.0548845475883262,0,0.0279718131160107,0.101708420885243,0,0,0,0,0,0,0,0,0.24517148590464,0,0,0.181792245985516,0,0.0768143059892144,0.00372011114863676,0,0,0,0,0.00192535650691878,0,0,0.022924892764074,0,0.033204071382803,0,0,0,0,0.122294145746821,0,0,0,0,0,0,0,0,0,0,0.24517148590464
"exper1_location_44",0.386929421300669,0,0,0,0,0,0,0.0376834508210143,0.0961023440160602,0,0,0.0312438686180331,0,0,0,0,0,0.10273425732439,0,0,0.201006148432071,0,0.0296772523553509,0.00998277522379561,0,0,0,0,0.00328969533387431,0,0,0,0,0,0,0,0,0,0,0,0,0.101350786574742,0,0,0,0,0,0,0,0.386929421300669
"exper1_location_45",0.235423542969754,0,0,0,0,0,0,0,0.0660024409059784,0,0,0.0280347286342289,0,0,0,0,0,0.212885253869509,0,0,0.203960702829953,0,0.0367720899829965,0,0,0,0,0,0.00343457743454499,0,0,0,0,0,0,0.0126797606794002,0,0,0.039529306573518,0,0,0.155487311334645,0,0,0,0,0,0,0.00579028478547168,0.235423542969754
"exper1_location_46",0.181488121844423,0,0,0,0,0,0,0.0281752046035667,0.113146103515385,0,0,0,0,0,0,0.00644304939719918,0,0.249428736394455,0,0,0.181728202693168,0,0.0834853240227349,0.0229146795377039,0,0.00819294416042604,0,0,0,0,0,0,0,0.014144517680777,0,0,0.0179019449262946,0,0.0847772431288039,0,0,0,0,0,0,0,0,0,0.00817392809506378,0.249428736394455
"exper1_location_47",0.274323278642189,0,0,0,0,0,0,0.0271475934739749,0.107992255543988,0,0,0.00311268646273143,0,0,0,0,0,0.186232750085703,0,0,0.207589265613716,0,0.0729336622800049,0.00291053800279222,0,0,0,0,0.00207608605123966,0,0,0,0,0,0,0,0.0152312271964843,0,0.0954650561232503,0,0,0,0,0,0,0,0,0,0.00498560052392597,0.274323278642189
"exper1_location_48",0,0,0,0,0,0,0,0,0.0800528321458158,0,0,0,0,0,0,0,0,0.0188776400810073,0,0.0144883560561744,0.293053066848321,0,0.00518316052308791,0.0378569125348079,0,0,0,0,0,0,0,0,0,0.234217134481957,0,0.106729135461114,0,0,0.149536935043628,0,0,0,0,0,0.060004826824087,0,0,0,0,0.293053066848321
"exper1_location_49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00412532832742423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956479464717863,0,0,0,0,0.0393952069547125,0,0,0,0,0,0,0,0,0,0,0.956479464717863
"exper1_location_50",0,0,0,0,0,0,0,0,0.0102643608285128,0,0.0444534622209237,0.0287599126691754,0,0,0,0,0,0,0,0.0187519653142781,0,0,0,0.0465528185869958,0,0,0,0,0.021242223498777,0,0,0,0,0,0,0.0712649231778273,0,0,0.019128345240572,0,0.00104043084126963,0,0,0,0.738541557621669,0,0,0,0,0.738541557621669
"exper1_location_51",0,0,0,0,0,0,0,0,0.00944982775789516,0,0.0181115778900512,0.0350858218172521,0,0,0,0,0,0,0,0.00696709840803833,0,0,0,0.0318843163148687,0,0,0,0,0,0,0,0,0,0,0,0.0142422351733737,0,0,0.0893633719828724,0,0.00974777807505309,0,0,0,0.785147972580596,0,0,0,0,0.785147972580596
"exper1_location_52",0,0,0,0,0.00835092301759194,0,0,0,0.0248788184831682,0,0.109468773801025,0.0651016483530072,0,0,0,0,0,0,0,0.0392134883992226,0,0,0,0,0,0,0,0,0.165453426339051,0,0.214267013633237,0,0,0,0,0.0324194322428081,0,0,0.00279358748150264,0,0.338052888249386,0,0,0,0,0,0,0,0,0.338052888249386
"exper1_location_53",0,0,0,0,0,0,0,0,0,0,0.00610308416228538,0.00738697485665121,0,0,0,0,0,0,0,0,0,0,0,0.00567326264818142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866246926797519,0,0,0,0,0,0.89421198565313,0,0,0,0,0.89421198565313
"exper1_location_54",0,0,0,0.0212628799535595,0.0144317794532115,0,0,0,0.0312436017217994,0,0.100165426371092,0.0472337994921594,0.122235152491699,0,0,0,0,0,0,0.0436576053426184,0,0,0,0.0762828908767708,0,0,0,0,0.208914519655158,0,0,0,0,0,0,0,0,0,0.196496064230471,0,0.0394082845952648,0,0,0,0.0986679958161964,0,0,0,0,0.208914519655158
"exper1_location_55",0,0,0,0.0140491163930792,0.0711682280331198,0,0,0,0.0289387879980816,0,0.200594355581214,0.0248616176472392,0.0599613876108997,0,0,0,0,0,0,0.0671906893468626,0,0,0.0341118365493916,0.031626258470376,0,0,0,0,0.326835081095029,0,0.135816645405276,0,0,0,0,0,0,0,0.00165674611000757,0,0.00318924975942303,0,0,0,0,0,0,0,0,0.326835081095029
"exper1_location_56",0,0,0,0.0611331252631706,0,0,0,0,0,0,0.0060085375425411,0.0136668992309651,0.396528495525791,0,0,0.0745221907329758,0,0,0,0.00857593871844525,0.00232801067938945,0,0.00239357772092809,0.0264504116793021,0,0,0,0,0.0486795350720957,0,0,0,0,0,0,0,0,0,0.169640870712408,0,0.0118289920341717,0,0.0186414820537993,0,0.133308197685633,0,0,0,0.0262937353483836,0.396528495525791
"exper1_location_57",0,0,0,0.101268180617523,0,0,0,0,0.0167011359558503,0,0.0896782149464738,0.097495722266575,0.217773790533429,0,0,0.0399286613237157,0,0,0,0.0193250305399917,0.00495588477022819,0,0,0.0775652925391508,0,0,0,0,0.12206236851593,0,0.0191567613774514,0,0,0,0,0,0,0,0.0018646058884666,0,0.0591596456075412,0,0.0696924356571238,0,0.0339562479368337,0,0,0,0.0294160215237159,0.217773790533429
"exper1_location_58",0,0,0,0,0,0,0,0,0.0179747881763725,0,0.203516006939938,0.0170462602016597,0,0,0,0,0,0,0,0.0403972535895128,0,0,0.0494120994019575,0.0275225224031913,0,0,0,0,0.306002461135756,0,0.114439890837601,0,0,0,0,0.00832039868619434,0,0,0.108769554126805,0,0.106598764501012,0,0,0,0,0,0,0,0,0.306002461135756
"exper1_location_59",0,0,0,0.0110694163439867,0.00884913577679176,0,0,0,0.0151533496889173,0,0.142130723142375,0.04778471441856,0,0,0,0,0,0,0,0.0217129603648521,0,0,0.00902597410375701,0.0762493883389777,0,0,0,0,0.267726570104947,0,0.0226266235379029,0,0,0,0,0,0,0,0.174571550712118,0,0.0234830163105499,0,0,0,0.179616577156265,0,0,0,0,0.267726570104947
"exper1_location_60",0,0,0,0.00943811104006915,0.00719015958347185,0,0,0,0.010033525080269,0,0.0998194689197453,0.0436414217105887,0,0,0,0,0,0,0,0.0169019748328641,0,0,0,0.0389626390304716,0,0,0,0,0.156495581142908,0,0,0,0,0,0,0,0,0,0.169452826050314,0,0,0,0,0,0.448064292609298,0,0,0,0,0.448064292609298
"exper1_location_61",0,0,0,0.0189786035416243,0.194143307254547,0,0,0,0.0196664912320564,0,0.0906316474281405,0.0404348691305797,0,0,0,0,0,0,0,0.0653876961315365,0,0,0.00980251869100104,0.0251497699556626,0,0,0,0,0.162577239092821,0,0,0,0,0,0,0,0,0,0.160730249337441,0,0.0162036969903231,0,0,0,0.196293911214266,0,0,0,0,0.196293911214266
"exper1_location_62",0,0,0,0,0.0343554426875956,0.0731674229826816,0,0.0117713798114258,0,0,0.0153385654520463,0,0,0,0,0,0,0,0,0.00565222953491959,0,0,0.0169474905708628,0.0226086987852545,0,0,0,0,0.0635382139700811,0,0,0,0,0,0,0.00560013577545637,0,0,0.751020420429676,0,0,0,0,0,0,0,0,0,0,0.751020420429676
"exper1_location_63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536904561880168,0,0,0,0,0.571824890558002,0,0.365246294662612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00923835859136859,0,0,0,0,0.571824890558002
"exper1_location_64",0,0,0,0,0.00257398306733846,0,0,0,0,0,0,0,0,0,0,0,0.0737629957971602,0.0072148544989697,0,0,0,0.48847917664593,0,0.420754135491632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072148544989697,0,0,0,0,0,0,0,0,0,0,0.48847917664593
"exper1_location_65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048279746195478,0,0,0,0,0.59761384533448,0,0.354106408470042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59761384533448
"exper1_location_66",0,0,0,0,0.0108432049712309,0,0,0,0,0,0,0,0,0,0,0,0.0325972785907087,0,0,0,0,0.475473011494266,0,0.421669202985123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017089346247625,0,0,0,0,0,0.0423279557110469,0,0,0,0,0.475473011494266
"exper1_location_67",0,0,0,0,0,0,0,0,0.00922288467414132,0,0.000862720980436454,0.0102856736911391,0,0,0,0,0.0583671478141369,0,0,0.0051610676364512,0,0.313156547445605,0,0.480018278630053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647792806719651,0,0,0,0,0,0.058146398456072,0,0,0,0,0.480018278630053
"exper1_location_68",0,0,0,0,0.0803473460125042,0,0,0,0.0238613208417649,0,0.0743481782414608,0,0,0,0,0,0,0,0,0.0427393629551216,0,0.050983123408376,0,0.207197227863249,0,0,0,0,0.130955954273333,0,0,0,0,0,0,0,0,0,0.247434952295271,0,0,0,0,0,0.142132534108919,0,0,0,0,0.247434952295271
