"","prediction.score.pancreatic.D.cell","prediction.score.pancreatic.A.cell","prediction.score.pancreatic.PP.cell","prediction.score.pancreatic.ductal.cell","prediction.score.pancreatic.acinar.cell","prediction.score.type.B.pancreatic.cell","prediction.score.pancreatic.stellate.cell","prediction.score.endothelial.cell","prediction.score.pancreatic.epsilon.cell","prediction.score.mast.cell","prediction.score.max"
"116",0.362873450391749,0.0138678035596229,0.122400935918244,0,0.0165267934059593,0.484331016724425,0,0,0,0,0.484331016724425
"117",0,0,0,0,0,0,0.937126808481219,0.0628731915187812,0,0,0.937126808481219
"118",0.582356197637523,0.0506769032151422,0.13949603704766,0.149244398254379,0,0.0244350614922315,0,0,0,0.0537914023530632,0.582356197637523
"119",0,0.00586252328287703,0,0.0100710658615997,0,0.00389951795569061,0.971970319561208,0,0,0.00819657333862468,0.971970319561208
"120",0.312921615090468,0,0.0216391684070957,0,0,0.665439216502437,0,0,0,0,0.665439216502437
"121",0,0.0277901355124643,0,0,0.96932644457125,0.00288341991628638,0,0,0,0,0.96932644457125
"122",0.259031422096089,0,0.0666049828291228,0,0,0.674363595074787,0,0,0,0,0.674363595074787
"123",0,0.146027804732478,0.221013663176948,0,0,0.632958532090575,0,0,0,0,0.632958532090575
"124",0.0178274403754273,0.00153685385656288,0.0114654534792599,0,0,0.000998584896082299,0.0691867063213559,0.892473696245033,0,0.00651126482627884,0.892473696245033
"125",0.0630811063974762,0,0.00307006776794758,0,0,0,0.933848825834576,0,0,0,0.933848825834576
"126",0,0,0,0,1,0,0,0,0,0,1
"127",0,0,0,0,1,0,0,0,0,0,1
"128",0,0,0,0.686320736400155,0.310753159257466,0,0,0,0,0.00292610434237874,0.686320736400155
"129",0,0.0116923316155706,0,0.188831251420962,0,0,0,0.776435008005387,0,0.0230414089580806,0.776435008005387
"130",0.134571509186988,0.00332809076925755,0.096691381183814,0,0,0.0532959303649559,0,0.712113088494984,0,0,0.712113088494984
"131",0,0.010084871997673,0.0475304856230761,0.00788075285563339,0,0.00424952789003164,0.823215150424978,0.0853110887212792,0,0.0217281224873285,0.823215150424978
"132",0,0,0,0,1,0,0,0,0,0,1
"133",0.142134762395278,0.498197137535152,0.165452489535639,0,0,0,0,0.144684175824832,0,0.0495314347090989,0.498197137535152
"134",0,0.00366942721351514,0.0225018510332029,0,0.961642820697298,0.0121859010559843,0,0,0,0,0.961642820697298
"135",0,0,0,0,1,0,0,0,0,0,1
"136",0,0.0548851574571011,0,0.0715523423163858,0.864496111379582,0.00675577448646819,0,0,0,0.00231061436046234,0.864496111379582
"137",0.231218853584572,0.113192796324111,0,0,0,0.655588350091317,0,0,0,0,0.655588350091317
"138",0,0.0034805182219828,0,0.0550340394307679,0.941485442347249,0,0,0,0,0,0.941485442347249
"139",0.344796603364049,0.0465864330797171,0,0,0,0.608616963556234,0,0,0,0,0.608616963556234
"140",0.034891155912159,0.00111817493513948,0,0,0,0.00748677367537755,0.956503895477324,0,0,0,0.956503895477324
"141",0,0,0,0.0440500415912251,0.955949958408776,0,0,0,0,0,0.955949958408776
"142",0,0,0,0.0364405093997406,0.548922874915521,0,0.0161906585142239,0.398445957170515,0,0,0.548922874915521
"143",0,0,0,0.70626249263433,0.29373750736567,0,0,0,0,0,0.70626249263433
"144",0,0,0,0,0.0133915349997875,0,0.932067294263209,0.0545411707370028,0,0,0.932067294263209
"145",0,0.144986839459022,0.250490318534683,0.552980147438275,0,0,0,0,0,0.0515426945680202,0.552980147438275
"146",0,0.00240450698868123,0,0.801827598368381,0.195767894642937,0,0,0,0,0,0.801827598368381
"147",0,0,0,0,1,0,0,0,0,0,1
"148",0,0,0,0,1,0,0,0,0,0,1
"149",0,0,0,0,1,0,0,0,0,0,1
"150",0,0,0,0,0.390980336873952,0,0.0183389439673982,0.59068071915865,0,0,0.59068071915865
"151",0,0,0,0,1,0,0,0,0,0,1
"152",0,0.000898179576735705,0.0172514277016258,0,0,0.0163725291511105,0.965477863570528,0,0,0,0.965477863570528
"153",0.479914880042407,0,0.0299641532287902,0,0,0.490120966728803,0,0,0,0,0.490120966728803
"154",0,0,0,0.0752660441584247,0.18047183359794,0,0.744262122243636,0,0,0,0.744262122243636
"155",0,0.000544276968534469,0,0,0,0,0.970875736216054,0.0242497870752554,0,0.0043301997401566,0.970875736216054
"156",0.17855479502696,0.0837863634317601,0.031647123230861,0,0,0.706011718310418,0,0,0,0,0.706011718310418
"157",0,0.00118792301644378,0,0,0,0,0.973600917722562,0.0204350590704716,0,0.00477610019052331,0.973600917722562
"158",0.0547221685947161,0,0,0,0,0.0020201075647886,0.943257723840495,0,0,0,0.943257723840495
"159",0,0,0,0,0,0,0.933167483348875,0.0668325166511251,0,0,0.933167483348875
"160",0,0,0,0,0.153046135661942,0,0.820839442820665,0.0261144215173932,0,0,0.820839442820665
"161",0,0,0,0.0718389229339407,0.928161077066059,0,0,0,0,0,0.928161077066059
"162",0.381629397500936,0.0840971365138964,0.21932256641911,0,0,0.117705613204779,0.179179483245042,0,0,0.0180658031162366,0.381629397500936
"163",0,0,0,0,0.999999999999999,0,0,0,0,0,0.999999999999999
"164",0,0,0,0,1,0,0,0,0,0,1
"165",0.280424988240285,0,0.0571946248183877,0,0,0.662380386941328,0,0,0,0,0.662380386941328
"166",0.110292041664163,0.492345800012871,0.0124490923991025,0,0,0.384913065923863,0,0,0,0,0.492345800012871
"167",0,0.00296395991088322,0,0,0.994236312198741,0.00279972789037638,0,0,0,0,0.994236312198741
"168",0,0,0,0,1,0,0,0,0,0,1
"169",0,0.0043137709359673,0,0.0151987360651172,0.980487492998915,0,0,0,0,0,0.980487492998915
"170",0,0,0,0,1,0,0,0,0,0,1
"171",0,0.0107953684862629,0,0.490670939097939,0.481967891846001,0.0120459591997046,0,0,0,0.00451984137009296,0.490670939097939
"172",0.281701741249543,0,0.0452212327177465,0,0,0.67307702603271,0,0,0,0,0.67307702603271
"173",0,0.0192181831352681,0,0.902378136550432,0.0493807626294349,0,0,0,0,0.0290229176848644,0.902378136550432
"174",0,0.480239024453338,0.0632782249401872,0,0,0.456482750606475,0,0,0,0,0.480239024453338
"175",0,0,0,0.822562498291363,0.177437501708638,0,0,0,0,0,0.822562498291363
"176",0,0,0,0,1,0,0,0,0,0,1
"177",0,0,0,0,1,0,0,0,0,0,1
"178",0.269618572584307,0,0.368565242614565,0,0,0.361816184801129,0,0,0,0,0.368565242614565
"179",0.0961728353188369,0.718801612528117,0.0988210832154228,0,0,0.0862044689376236,0,0,0,0,0.718801612528117
"180",0,0.0304065721379766,0,0.701311731134669,0.221179611774241,0.0197520307279289,0,0,0,0.0273500542251841,0.701311731134669
"181",0,0,0,0,1,0,0,0,0,0,1
"182",0,0.00720745047895029,0,0.887090727111271,0.103001804441217,0,0,0,0,0.00270001796856137,0.887090727111271
"183",0,0,0,0,1,0,0,0,0,0,1
"184",0.243013381762449,0.581243351714772,0.149957884873261,0,0,0.0257853816495176,0,0,0,0,0.581243351714772
"185",0,0,0,0,1,0,0,0,0,0,1
"186",0,0,0,0,1,0,0,0,0,0,1
"187",0.343850390321493,0.0313721858591924,0,0.24871807068426,0.25771280053075,0.085483321379805,0,0,0,0.0328632312245004,0.343850390321493
"188",0,0,0,0,1,0,0,0,0,0,1
"189",0.50232469053492,0,0.010813879212491,0,0,0.48686143025259,0,0,0,0,0.50232469053492
"190",0.102652130841935,0,0.0224129274412148,0,0,0,0.874934941716851,0,0,0,0.874934941716851
"191",0,0.875015585030311,0,0,0,0.124984414969688,0,0,0,0,0.875015585030311
"192",0.0275136749648995,0.0168934691644923,0.0214467540884865,0,0,0,0.0252055546815923,0.898975950977014,0,0.00996459612351541,0.898975950977014
"193",0,0.00981529083213567,0,0.890046929677531,0.0964035527789443,0,0,0,0,0.00373422671138977,0.890046929677531
"194",0,0,0,0,0,0,0.944514384865266,0.0554856151347341,0,0,0.944514384865266
"195",0,0,0,0.23229839502078,0.76770160497922,0,0,0,0,0,0.76770160497922
"196",0,0.0240257733385516,0,0.74326016012204,0.189937008096477,0,0,0,0,0.0427770584429324,0.74326016012204
"197",0,0.00268124436937358,0,0.00443178087397566,0,0,0.48605444232925,0.506832532427401,0,0,0.506832532427401
"198",0,0,0,0.0952214311633755,0.904778568836625,0,0,0,0,0,0.904778568836625
"199",0,0.0165662674369318,0,0.924011634284927,0.0506214184491458,0,0,0,0,0.00880067982899583,0.924011634284927
"200",0,0,0,0,0.0611338180797108,0,0.938866181920289,0,0,0,0.938866181920289
"201",0.0133643419340798,0.00342964330094874,0.00628305358194314,0.00192113324319644,0,0.00105397882596862,0.0666781346585683,0.900098043384022,0,0.00717167107127245,0.900098043384022
"202",0,0,0,0,1,0,0,0,0,0,1
"203",0,0,0,0,0.811746990311644,0,0.188253009688356,0,0,0,0.811746990311644
"204",0,0,0,0.316711014103121,0.0106229105676291,0,0.67266607532925,0,0,0,0.67266607532925
"205",0,0,0,0,1,0,0,0,0,0,1
"206",0.281326729247638,0.00448715521361974,0.0603196800441926,0,0,0.653866435494549,0,0,0,0,0.653866435494549
"207",0,0,0,0,0,0,0.934532631104892,0.065467368895108,0,0,0.934532631104892
"208",0.385370643508412,0,0.0109262713151845,0,0,0.603703085176404,0,0,0,0,0.603703085176404
"209",0.371040340133058,0.0280343438462129,0,0,0,0.600925316020729,0,0,0,0,0.600925316020729
"210",0,0,0,0,0.284569686549826,0,0.715430313450174,0,0,0,0.715430313450174
"211",0,0,0,0,1,0,0,0,0,0,1
"212",0,0,0,0,1,0,0,0,0,0,1
"213",0,0,0,0.576282617585766,0.423717382414234,0,0,0,0,0,0.576282617585766
"214",0.151493150077008,0.12827087380495,0,0.642738290785442,0,0.0194165405045055,0,0,0,0.0580811448280948,0.642738290785442
"215",0.0408588819361376,0.0214256175879537,0.0656716932002566,0,0.791267543311248,0.0807762639644045,0,0,0,0,0.791267543311248
"216",0,0,0,0,0,0,0.798997997740646,0.201002002259353,0,0,0.798997997740646
"217",0.314508433799793,0.0663011868343767,0.18386618837546,0,0,0.435324190990369,0,0,0,0,0.435324190990369
"218",0.205519243133121,0,0.0830149267298717,0,0,0.682200120041665,0,0.0292657100953431,0,0,0.682200120041665
"219",0,0.806327847402788,0.0390568611222586,0,0.0387372605071643,0.115878030967789,0,0,0,0,0.806327847402788
"220",0,0.0124968801603757,0,0.0990867192845098,0.875182868890841,0.0116306387562862,0,0,0,0.00160289290798724,0.875182868890841
"221",0,0,0,0,1,0,0,0,0,0,1
"222",0,0,0,0,1,0,0,0,0,0,1
"223",0.273654190328605,0.114184166160318,0.0263303026370428,0,0,0.585831340874034,0,0,0,0,0.585831340874034
"224",0,0,0,0.688565388953563,0.0940075977360558,0,0.0783356686206251,0.139091344689756,0,0,0.688565388953563
"225",0,0.00415131762056246,0,0.837609585675192,0.0271966238105455,0,0,0.128038037216046,0,0.00300443567765454,0.837609585675192
"226",0,0,0,0.0501141389814455,0.949885861018554,0,0,0,0,0,0.949885861018554
"227",0,0,0,0,1,0,0,0,0,0,1
"228",0.00710687895097442,0.00195614721101628,0.0215428032524242,0,0,0.105067132435279,0.0146154285326798,0.849711609617626,0,0,0.849711609617626
"229",0,0.00317728148231191,0,0,0.993316796235431,0.00350592228225753,0,0,0,0,0.993316796235431
"230",0,0.631459694282957,0.368540305717043,0,0,0,0,0,0,0,0.631459694282957
"231",0,0,0,0,1,0,0,0,0,0,1
"232",0.351420362282788,0.0433947533527499,0.169250941039265,0.378591240133745,0,0.0221455584330522,0,0,0,0.0351971447583992,0.378591240133745
"233",0.29176574130443,0.00746495622885524,0.0241267122582765,0,0,0.676642590208439,0,0,0,0,0.676642590208439
"234",0.283986512188072,0.00357676826802562,0.688250306194562,0,0,0.0241864133493401,0,0,0,0,0.688250306194562
"235",0.102939030507141,0.798890634168161,0.0143683732231416,0,0,0.0838019621015568,0,0,0,0,0.798890634168161
"236",0,0,0,0,1,0,0,0,0,0,1
"237",0,0,0,0,1,0,0,0,0,0,1
"238",0,0.0141730577146374,0,0.204370500627194,0,0,0.754380212749749,0,0,0.0270762289084201,0.754380212749749
"239",0.524142542108057,0.0983525520599176,0.0295893295034127,0,0,0.347915576328613,0,0,0,0,0.524142542108057
"240",0.120920073093601,0.157021743576732,0.0442966071604124,0,0.647799919665473,0.0299616565037817,0,0,0,0,0.647799919665473
"241",0.370950798670853,0.550845083331852,0.0782041179972952,0,0,0,0,0,0,0,0.550845083331852
"242",0,0,0,0,0.996180306674455,0.0038196933255447,0,0,0,0,0.996180306674455
"243",0,0.00428362465927476,0.363774687814651,0,0,0,0,0.631941687526074,0,0,0.631941687526074
"244",0,0.101066531410165,0,0.701422805598083,0.150284018310585,0,0,0,0,0.0472266446811677,0.701422805598083
"245",0,0,0,0,0.995771635274158,0.00422836472584203,0,0,0,0,0.995771635274158
"246",0.421571298595559,0.308692456623477,0,0.17028182442766,0,0.0314135081859068,0,0,0,0.0680409121673967,0.421571298595559
"247",0,0,0,0,0.857028165016571,0,0.142971834983429,0,0,0,0.857028165016571
"248",0,0,0,0,0.655801896480519,0,0.344198103519481,0,0,0,0.655801896480519
"249",0,0,0,0,0.964048446116903,0,0,0.0359515538830973,0,0,0.964048446116903
"250",0.104884148116774,0.111910158441978,0.0962537266531341,0,0.0263213140110175,0.160519803223292,0.432310267361285,0.0403141638889964,0,0.0274864183035235,0.432310267361285
"251",0.263610068834701,0.0106402159430444,0.278610521890022,0,0,0.0900763732871404,0.357062820045091,0,0,0,0.357062820045091
"252",0,0.0159288946699041,0,0.560942810623074,0.0611352307597978,0,0.28442278173996,0.0449991602100796,0,0.0325711219971845,0.560942810623074
"253",0.100550723321613,0.199038382114485,0.143500718842615,0,0,0.556910175721287,0,0,0,0,0.556910175721287
"254",0.882660735549695,0.0243173614631091,0.0429498361173013,0.00958800211114762,0,0.0380686976326905,0,0,0,0.00241536712605555,0.882660735549695
"255",0,0.0041874699792207,0,0.0502935708243079,0,0,0.9322255872115,0,0,0.0132933719849713,0.9322255872115
"256",0,0,0,0,0,0,0.921876263900461,0.0781237360995386,0,0,0.921876263900461
"257",0,0.0285326576442864,0,0,0.966466143640812,0.00500119871490138,0,0,0,0,0.966466143640812
"258",0,0.00421567045094775,0.0242785438138789,0,0.96432138362254,0.00718440211263337,0,0,0,0,0.96432138362254
"259",0.00886006614062726,0.00401195895884529,0,0,0,0,0.968217360900553,0.00997101896623206,0,0.00893959503374261,0.968217360900553
"260",0,0,0,0.0506233714884637,0.949376628511536,0,0,0,0,0,0.949376628511536
"261",0.693749753709451,0,0.0106653757112865,0,0,0.295584870579263,0,0,0,0,0.693749753709451
"262",0.0352795802721835,0,0.374293260105835,0,0,0.590427159621982,0,0,0,0,0.590427159621982
"263",0,0.943771645172114,0,0,0,0.0311201460770884,0,0,0,0.025108208750798,0.943771645172114
"264",0.29499570159823,0,0.073310621393255,0,0,0.631693677008515,0,0,0,0,0.631693677008515
"265",0.300410216808734,0.104261716620134,0.0263212847936242,0,0,0.569006781777507,0,0,0,0,0.569006781777507
"266",0,0.0144982095306134,0,0.733412371839215,0.247827943757331,0,0,0,0,0.00426147487284127,0.733412371839215
"267",0,0.318731726132135,0,0.557707553547845,0.068815807138564,0,0,0,0,0.0547449131814557,0.557707553547845
"268",0.511874303532375,0.114129013760305,0.049541317418066,0,0,0.324455365289254,0,0,0,0,0.511874303532375
"269",0.102949912374942,0.00219593545625135,0.0650114521932065,0.00602333554733763,0,0.00447874446435053,0.819340619963912,0,0,0,0.819340619963912
"270",0.693928304958698,0,0.0228032369537914,0,0,0.28326845808751,0,0,0,0,0.693928304958698
"271",0.70708566073613,0,0.181967696871836,0,0,0.0741934862763988,0.0367531561156348,0,0,0,0.70708566073613
