"","prediction.score.Ext_L23","prediction.score.Oligo_2","prediction.score.Astro_THAL_med","prediction.score.Inh_Sst","prediction.score.Inh_6","prediction.score.Inh_Meis2_3","prediction.score.Micro","prediction.score.Ext_L5_2","prediction.score.Ext_Pir","prediction.score.Astro_AMY","prediction.score.Inh_2","prediction.score.Inh_1","prediction.score.Inh_Pvalb","prediction.score.Inh_Lamp5","prediction.score.Ext_L25","prediction.score.Nb_2","prediction.score.Ext_Thal_1","prediction.score.Ext_L56","prediction.score.Ext_Unk_3","prediction.score.Inh_3","prediction.score.Ext_Amy_2","prediction.score.Ext_Thal_2","prediction.score.Ext_L5_1","prediction.score.Unk_1","prediction.score.OPC_1","prediction.score.Astro_AMY_CTX","prediction.score.Ext_Hpc_DG1","prediction.score.Astro_HYPO","prediction.score.Inh_4","prediction.score.Inh_Meis2_1","prediction.score.Ext_Hpc_DG2","prediction.score.Inh_Meis2_2","prediction.score.Ext_Hpc_CA1","prediction.score.Ext_L6B","prediction.score.Astro_CTX","prediction.score.Ext_Amy_1","prediction.score.Astro_WM","prediction.score.Oligo_1","prediction.score.Ext_L6","prediction.score.Astro_THAL_lat","prediction.score.Nb_1","prediction.score.LowQ_2","prediction.score.Inh_Vip","prediction.score.Astro_HPC","prediction.score.Ext_ClauPyr","prediction.score.OPC_2","prediction.score.Inh_5","prediction.score.Ext_Hpc_CA3","prediction.score.Inh_Meis2_4","prediction.score.max"
"exper0_location_23",0,0,0,0,0,0,0,0,0.419425870661688,0,0.0143941669380116,0.139716703787196,0,0.000419162673742427,0,0,0,0,0,0.0517271339157171,0.155205565986452,0,0,0.0418860269022261,0,0,0,0,0.0474325218486532,0.0137618513005437,0,0,0,0,0,0.012317107053075,0,0,0.100762106442096,0,0.00295178249059978,0,0,0,0,0,0,0,0,0.419425870661688
"exper0_location_24",0,0,0,0,0,0,0,0,0.0182466860791386,0,0,0.0116124260241655,0,0,0,0,0,0,0,0,0,0,0,0.0614563041907898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131958965835392,0,0,0,0,0.895488687122367,0,0,0,0,0,0,0.895488687122367
"exper0_location_25",0.00574039413691369,0,0,0,0,0,0,0,0.247603658404573,0,0.247086274691901,0.10327207465082,0,0.0196026950038176,0,0,0,0,0,0.0580602875831316,0.11194001444106,0,0,0.0443514449830942,0,0,0,0,0.0331437403034159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05905771158377,0,0.070141704217503,0,0,0,0,0.247603658404573
"exper0_location_26",0.0531036323622608,0,0,0,0,0,0,0.0388503826297334,0.16731110023294,0,0,0.0330698427620295,0,0,0,0,0,0,0,0.0256105547677145,0.438792025531731,0,0,0.0168585245652887,0,0,0,0,0.0446951933432966,0,0.0150040570537592,0,0,0,0,0,0,0,0.166704686751246,0,0,0,0,0,0,0,0,0,0,0.438792025531731
"exper0_location_27",0,0,0,0,0.0216519108651838,0,0,0,0.246763809454596,0,0,0.00347522875857744,0,0,0,0,0,0,0,0,0.470714512072335,0,0,0.00569653867261876,0,0,0,0,0.0481466561013717,0,0,0,0,0,0,0.0381155640302502,0,0,0.141243521748304,0,0.0024070134542182,0,0,0,0.0217852448425451,0,0,0,0,0.470714512072335
"exper0_location_28",0,0,0,0,0,0,0,0,0.0458977928073754,0,0,0.0772597537342735,0,0,0,0,0,0.0107433421451402,0,0,0.509758052882312,0,0,0.00595418224116217,0,0,0,0,0.0236507137898345,0,0,0,0,0,0,0.147632920845028,0,0,0.16261781499613,0,0.00292062981654103,0,0,0,0.0135647967422036,0,0,0,0,0.509758052882312
"exper0_location_29",0.165548839660003,0,0,0,0,0,0,0.030981660788727,0.0389579712650566,0,0,0,0,0,0,0.0166609865175428,0,0,0,0.0208753677442198,0.311763594445508,0,0,0.087958866122654,0,0,0,0,0.000585511671389407,0.00045206037090259,0.00862923859968125,0,0,0,0,0.0329476839957396,0,0,0.103748745008117,0,0.180889473810459,0,0,0,0,0,0,0,0,0.311763594445508
"exper0_location_30",0.132742711966573,0,0,0,0,0.0213506397486749,0,0.134028688383231,0.051777596889563,0,0,0.00764636965924977,0,0,0,0,0,0.139974210221081,0,0,0.153307198820778,0,0.0686874947121018,0.0201238798552264,0,0,0,0,0.0122338075112661,0,0.0140861798185898,0.0377595703554103,0,0.0108428264974847,0,0,0.121946523354609,0,0.0402278155355542,0,0,0,0,0.0332644866706071,0,0,0,0,0,0.153307198820778
"exper0_location_31",0.109501666043066,0,0,0.0124125309791941,0.169799611709361,0.00847117779718283,0,0.0117323047644461,0.0377966598476708,0,0,0.0184129591608416,0,0,0,0.0172517163497121,0,0,0,0.00176725114213564,0.0487350029758498,0,0,0.0206245938831957,0,0,0,0,0.0033312973486283,0.000468290947308817,0.0124363441151853,0.104280322182974,0,0,0,0,0.302492132513452,0,0.0427871636215623,0,0,0,0,0.0776989746182327,0,0,0,0,0,0.302492132513452
"exper0_location_32",0.045686016619018,0,0,0,0.0139359176562084,0,0,0,0,0,0,0,0.0340761631754796,0,0,0.556962604381101,0,0,0,0.000853632632568807,0.00165386405493018,0,0,0.0635108115623065,0,0,0,0,0,0.000289055292820735,0,0.0085095019927131,0,0,0,0,0.163035247182961,0,0,0,0.0926654554969792,0,0,0.0188217299529136,0,0,0,0,0,0.556962604381101
"exper0_location_33",0.0120011012257795,0,0,0,0,0,0,0,0,0.0264225403290933,0,0,0,0,0,0.191156862033227,0,0,0,0,0,0,0,0.148549628445911,0,0.0323472241072467,0,0,0,0,0,0.00649604480339798,0.45329277123892,0,0.00838252242417957,0,0.078685735466072,0,0,0,0,0,0,0.0426655699261733,0,0,0,0,0,0.45329277123892
"exper0_location_34",0.00551041978754863,0,0,0,0,0,0,0,0,0.0349850269893237,0,0,0,0,0,0.108407909443018,0,0,0,0,0,0,0,0.151114485620154,0,0.0383213456540454,0,0,0,0,0,0,0.496716441050065,0,0.040750029328383,0,0.0778234004777466,0,0,0,0,0,0,0.0463709416497152,0,0,0,0,0,0.496716441050065
"exper0_location_35",0,0,0,0,0,0,0,0,0,0.131905704384404,0,0,0,0,0,0.0154629011021238,0,0,0,0,0,0,0,0.0211308331325578,0,0.181561459363277,0,0.0231220992444159,0,0,0,0,0.140154186915625,0,0.286047183467358,0,0.024835062031796,0,0,0,0,0,0,0.175780570358443,0,0,0,0,0,0.286047183467358
"exper0_location_36",0.00099002482900001,0,0,0,0,0,0,0.00602144069583346,0,0.0263694944673269,0,0,0,0,0,0.00519066908810133,0,0,0,0,0,0,0,0.185754544825993,0,0.0372499145427486,0,0,0,0,0.0059812299643659,0.00972172691527059,0.66230512095413,0,0.0112540684997613,0.000357999194624193,0.0105137194715114,0,0,0,0,0,0,0.0382900465513342,0,0,0,0,0,0.66230512095413
"exper0_location_37",0,0,0,0,0,0,0,0,0,0.0716629506155635,0,0,0,0,0,0.0199366862864564,0,0,0,0,0,0,0,0.132868094310501,0,0.0917029668691822,0,0,0,0,0,0.010233500431817,0.476229077618301,0,0.0849064251847235,0,0.0337443021248943,0,0,0,0,0,0,0.0787159965585614,0,0,0,0,0,0.476229077618301
"exper0_location_38",0,0,0,0,0,0,0,0,0,0.119683318176956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683781436842936,0,0.157596837673195,0,0.0263023280533993,0,0,0,0,0.231261214086876,0,0.232394249338394,0,0.00798115915245792,0,0,0,0,0,0,0.156402749834427,0,0,0,0,0,0.232394249338394
"exper0_location_39",0.0249374931921942,0,0,0.126332665216097,0,0.0490279956385696,0,0.0251760693389586,0.0511367747294824,0,0.0565859791822568,0.0518461887058803,0,0,0.0121655916019184,0.0583611605327506,0,0.122863102517357,0.0632584817682493,0.0304334242467154,0,0,0.0196312502572752,0.059759350187043,0,0,0,0,0.105575078126801,0,0.0593779195935492,0,0,0,0,0.0835314751649017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126332665216097
"exper0_location_40",0,0,0.149376206851014,0,0.0122785531110313,0.045340549833294,0,0,0,0.0201567775020004,0,0,0,0,0,0.180751525230614,0,0,0,0,0,0,0,0,0,0.0589112218115326,0,0.2905601334809,0.00213296914836843,0,0,0,0,0,0.0247250835206647,0,0.106340119735801,0,0,0.0968165937099936,0,0,0,0.0126102660647857,0,0,0,0,0,0.2905601334809
"exper0_location_41",0,0,0.183114824774389,0,0.0375177286918753,0.062076658446327,0,0,0.00140936089454263,0.0140068528096939,0.0155252815283281,0,0,0,0,0,0,0,0.00878363857738294,0.00668583321801545,0,0.0302387189677889,0,0,0,0.0656511496281005,0,0.377417992728782,0.0201522511907497,0,0,0,0,0,0.0312788912827467,0,0,0,0,0.114516080250202,0,0,0,0.0316247370110764,0,0,0,0,0,0.377417992728782
"exper0_location_42",0.121762904808455,0,0,0.0713047609371417,0,0,0,0,0.127752973390483,0,0.0828644360693024,0.0155018550778066,0,0,0.0106484981926444,0,0,0.08543268442832,0.118627807458373,0.0433348284120208,0.0787116510236771,0.0209619018082101,0,0.0240995923784577,0,0,0,0,0.106977729214445,0,0.0455564963391006,0,0,0,0,0.0464618804615625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127752973390483
"exper0_location_43",0.327756449133532,0,0,0,0,0,0,0.00777085326621123,0.0571021034711124,0,0,0.0161505922918481,0,0,0,0,0,0.255220606432398,0,0,0.177541390130453,0,0.0395403584803037,0.00449577572448809,0,0,0,0,0.0178133587093377,0,0.0100227603059249,0,0,0.0172317889396788,0,0.0466473919415839,0,0,0.0146129752599204,0,0,0,0,0,0.00809359591320795,0,0,0,0,0.327756449133532
"exper0_location_44",0.0235496534061409,0,0,0,0,0,0,0.0733757464056473,0.00930566813970936,0,0,0.00036327752630789,0,0,0,0,0,0.109849563104399,0,0,0.243072946298546,0,0.00614333905774035,0.0723611394866848,0,0,0,0,0,0,0,0,0,0.142105585517646,0,0.104626556659953,0,0,0.215246524397225,0,0,0,0,0,0,0,0,0,0,0.243072946298546
"exper0_location_45",0,0,0,0,0,0,0,0.0379514359109173,0.00558171473743,0,0,0.000387074211060156,0,0,0,0,0,0.124564057039826,0,0,0.115283036435944,0,0.00685115586836433,0.0531767140475374,0,0,0,0,0.000202705594268997,0,0,0,0,0.334001999771143,0,0,0,0,0.322000106383508,0,0,0,0,0,0,0,0,0,0,0.334001999771143
"exper0_location_46",0.222575170715661,0,0,0,0,0,0,0.0395397373482188,0.0912438695695351,0,0,0.00037254737916203,0,0,0,0,0,0.216012657649331,0,0,0.304223297188738,0,0.0387177762759662,0.0210663150255236,0,0,0,0,0.00348517283691525,0,0,0,0,0.0353148771226385,0,0,0,0,0.0274485788883113,0,0,0,0,0,0,0,0,0,0,0.304223297188738
"exper0_location_47",0.181455673019914,0,0.0291110792431407,0,0,0.0221758103815319,0,0.00947260841300124,0.0984742588328749,0,0,0.000317176215311976,0,0,0,0,0,0.356813758131388,0,0,0.0467889531106806,0,0,0,0,0,0,0.141926559856291,0.00479009010959305,0,0,0,0,0,0,0,0.0384715670363243,0,0.0129251308185624,0.0518381434359488,0,0,0,0,0.00543919139543634,0,0,0,0,0.356813758131388
"exper0_location_48",0.218358537052051,0,0,0,0,0,0,0.0305607695780846,0.0702753404352473,0,0,0.00038855302218826,0,0,0,0,0,0.406526507165993,0,0,0.139057541877172,0,0.0422913390091022,0.00155686877590491,0,0,0,0,0,0,0,0,0,0.038740231818797,0,0,0,0,0.0467034673908728,0,0,0,0,0,0.00554084387458783,0,0,0,0,0.406526507165993
"exper0_location_49",0.226432010306404,0,0,0,0,0,0,0.0685065281211438,0.0314727524564395,0,0,0,0,0,0,0,0,0.0373790561124154,0,0,0.338137855538297,0,0.0319439992902702,0.0268317610819379,0,0,0,0,0,0,0,0,0,0.00793739026803448,0,0,0,0,0.231358646825057,0,0,0,0,0,0,0,0,0,0,0.338137855538297
"exper0_location_50",0.0184322282331978,0,0.0563909785512469,0.015577258884959,0.0282231415271664,0.0848088513008836,0,0,0.0137596423532182,0.0116574635905947,0,0,0,0,0.00694816194460887,0,0.0622814477789522,0.00788568019423349,0.0705470424919971,0,0,0.113212747930571,0,0.0306330756410108,0,0.104037226114115,0,0.146958725635997,0.00929966268408836,0,0.009008505699149,0.0226331876098766,0.0150834507931249,0,0.0124185647103531,0,0.00999080175855768,0,0,0.121059267255386,0,0,0,0.0291528873167124,0,0,0,0,0,0.146958725635997
"exper0_location_51",0.0612964988649123,0,0,0,0.0106748003362688,0.216197250671895,0,0.00754016068199159,0.0555087076916372,0,0,0.0011969016790028,0,0,0.00615658058873693,0,0,0.327212246289763,0.137490708813842,0.00577214845008135,0.0234727040256201,0.0177907943522414,0.010840619503188,0.0125503955149076,0,0,0,0,0.0196739021917407,0,0.0230465785790564,0.0462392858973983,0,0,0,0,0,0,0.00943572809738324,0,0,0,0,0,0.0079039877703328,0,0,0,0,0.327212246289763
"exper0_location_52",0.00903001268323745,0,0.144241186784741,0,0.0994583800969871,0.277495507961407,0,0,0.00891626161844658,0,0,0,0,0,0,0,0,0.0405551814758887,0,0.0036696828481931,0,0.0175173887686127,0,0.000724816863367762,0,0.0366328623451719,0,0.185784614812124,0,0,0,0.0739631516716226,0,0,0,0,0,0,0,0.0917513567983855,0,0,0,0.0102595952718152,0,0,0,0,0,0.277495507961407
"exper0_location_53",0,0,0,0,0.0962357044723358,0.267379402656438,0,0.0376977517232235,0,0,0,0.00598871415787341,0,0,0,0,0,0.0642446020850958,0,0.00594453999722234,0,0,0.0198194089170446,0,0,0,0,0,0,0,0,0.112069647287603,0,0.286930148084029,0,0,0,0,0.0923211746020944,0,0,0,0,0,0,0,0,0,0.0113689060170398,0.286930148084029
"exper0_location_54",0.0164091413636553,0,0,0,0.859219613063792,0,0,0,0,0,0,0,0.0201267937035608,0,0,0,0.0101276562813548,0,0,0,0,0.0664940600615448,0,0.0163622681556745,0,0,0,0,0.0112604673704182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859219613063792
"exper0_location_55",0.0117451889736419,0,0,0,0.196326520893846,0,0,0,0.0141659601380892,0,0.170296097220474,0.111810528089723,0,0,0,0,0,0,0,0.179564477000947,0,0,0,0.0558588092795978,0,0,0,0,0.0694249549612284,0,0,0,0,0,0,0,0,0,0.0854037991222855,0,0,0,0,0,0.0276894222624218,0,0,0,0.0777142420577454,0.196326520893846
"exper0_location_56",0.0428771345180037,0,0,0,0.384806601700221,0,0,0,0.00112870739630391,0,0.015922900403082,0,0,0,0,0,0.0170670905434193,0,0,0.00416931968291388,0,0,0,0.0324305855836144,0,0,0,0,0.0329821303577695,0,0,0,0,0,0,0,0,0,0.0191624753792907,0,0,0,0,0,0.449453054435382,0,0,0,0,0.449453054435382
"exper0_location_57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182473635577659,0,0,0,0,0.690983208977423,0,0.105143492021566,0,0,0,0,0.0213996634233523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690983208977423
"exper0_location_58",0.0268758232088802,0,0,0.0449323943232542,0.336991580399518,0,0,0,0.00623430105073408,0,0.00128873754999209,0.0172670639040891,0,0,0.0127710339071189,0,0.0287699470242025,0,0.157466359542397,0.0178924494208713,0,0.26105867198166,0,0.0536680701660395,0,0,0,0,0.0145895229956584,0,0.00582260684387286,0,0,0,0,0,0,0,0.0143714376817121,0,0,0,0,0,0,0,0,0,0,0.336991580399518
"exper0_location_59",0.00783012808732613,0,0,0,0,0,0,0,0.0164354812259304,0,0.0174807056414888,0.0942878777408724,0,0,0.0136458602803167,0,0,0,0.0473346359030317,0.0482481342929562,0,0,0,0.149393585749285,0,0,0,0,0.0341722438737918,0,0,0,0,0,0,0,0,0,0.139085950039225,0,0,0,0,0,0.432085397165776,0,0,0,0,0.432085397165776
"exper0_location_60",0.00341989732869691,0,0,0,0.00899371386731456,0,0,0,0.00156343798564648,0,0,0.000271881366097519,0,0,0.00228463289859794,0,0,0,0.00885770414190953,0.0347689385299712,0,0.00987694975006712,0.00496068459975743,0.0489477390825536,0,0,0,0,0.0618960917613724,0,0.00535994582836215,0,0,0,0,0,0,0,0.177526644046578,0,0,0,0,0,0.631271738813075,0,0,0,0,0.631271738813075
"exper0_location_61",0.0332905024151274,0,0,0,0.0472202724738685,0.179090418207832,0,0,0.0180271461403535,0,0.0405537536831809,0.0636945350379169,0,0,0.0142718126402329,0,0,0,0.116491208391083,0.0513246948836995,0,0.125917995754169,0,0.054859506275034,0,0,0,0,0.0553702369400076,0,0.0211831914961726,0.106573542354243,0,0,0,0,0,0,0,0,0,0,0,0.0363165969464836,0,0,0,0,0.0358145863605945,0.179090418207832
"exper0_location_62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086969899797471,0,0,0,0,0,0,0,0,0,0.0286844153711512,0,0,0,0,0.722567263026025,0,0,0,0,0,0.240051331623077,0,0,0,0,0.722567263026025
"exper0_location_63",0,0,0,0,0,0.113424779344052,0,0.0186412392309803,0,0,0,0.00584638590005735,0,0,0,0,0,0.0354180718233701,0,0.0133264800754983,0.0268361950585734,0,0.0148686433979977,0.0387174063154484,0,0,0,0,0,0,0,0.0672087322083663,0,0.030195937059078,0,0,0,0,0.529696520872443,0,0,0,0,0,0.105819608714136,0,0,0,0,0.529696520872443
"exper0_location_64",0.00363441610027484,0,0,0,0,0,0,0,0,0,0,0.00403929489765913,0,0,0,0,0,0,0,0,0,0,0,0.0134024843552488,0,0,0,0,0,0,0,0,0,0.00455888960123788,0,0,0,0,0.552150277211415,0,0,0,0,0,0.422214637834164,0,0,0,0,0.552150277211415
"exper0_location_65",0,0,0,0,0,0,0,0,0.00281668172984329,0,0.00280988023854854,0.0177622613459046,0,0,0.00226014656681957,0,0,0,0.0115181770440241,0.00866601948802436,0,0,0,0.173416880574624,0,0,0,0,0.00778914778057975,0,0,0,0,0,0,0,0,0,0.0528052216599135,0,0,0,0,0,0.720155583571718,0,0,0,0,0.720155583571718
