"","prediction.score.L4_5.IT.CTX","prediction.score.L2_3.IT.CTX","prediction.score.L5.NP.CTX","prediction.score.Sst.Chodl","prediction.score.Car3","prediction.score.L6.CT.CTX","prediction.score.Sst","prediction.score.L5_6.IT.CTX","prediction.score.L6.IT.CTX","prediction.score.Pvalb","prediction.score.Lamp5","prediction.score.DG","prediction.score.L2_3.IT.RSPv","prediction.score.L6b_CT.ENT","prediction.score.L4.RSP.ACA","prediction.score.Vip","prediction.score.L5.PT.CTX","prediction.score.L5.IT.CTX","prediction.score.Oligo","prediction.score.L2_3.IT.RSP","prediction.score.CA1.ProS","prediction.score.Micro.PVM","prediction.score.Sncg","prediction.score.L2.IT.ENTl","prediction.score.SUB.ProS","prediction.score.L2_3.IT.APr","prediction.score.NP.PPP","prediction.score.L2_3.IT.PPP","prediction.score.L3.IT.ENTm","prediction.score.L6b.CTX","prediction.score.Astro","prediction.score.NP.SUB","prediction.score.CA1","prediction.score.L3.IT.ENTl","prediction.score.L2_3.IT.ENTl","prediction.score.CT.SUB","prediction.score.L2_3.IT.HATA","prediction.score.Lamp5.Lhx6","prediction.score.Endo","prediction.score.L6.IT.ENTl","prediction.score.L5.IT.TPE.ENT","prediction.score.Meis2.HPF","prediction.score.L2.IT.PAR","prediction.score.L5.NP.CT.CTX.","prediction.score.L5.PPP","prediction.score.Pax6","prediction.score.Ndnf.HPF","prediction.score.L2.IT.ENTm","prediction.score.CA3","prediction.score.L2_3.IT.ProS","prediction.score.CA2.IG.FC","prediction.score.SUB","prediction.score.SMC.Peri","prediction.score.CR","prediction.score.max"
"16",0.624933181993364,0.0894262513005834,0,0,0,0,0,0.0549900804902216,0.0372066257299489,0,0,0,0,0,0,0,0,0.193443860485882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624933181993364
"17",0,0,0,0.0097057999390011,0,0,0.0242386380077105,0,0,0.659352660852003,0.00986136129747368,0,0,0,0,0.24875936594493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042469015825571,0,0,0,0,0,0,0.00561315813331006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659352660852003
"18",0,0,0,0,0,0,0,0,0,0,0.873330233174272,0,0,0,0,0.0515374878125395,0,0,0,0,0,0,0.0635010034172159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116312755959726,0,0,0,0,0,0,0,0.873330233174272
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142295130819535,0,0,0,0,0,0,0,0,0,0,0,0.84255510537908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151497638013849,0,0.84255510537908
"20",0,0,0,0,0,0,0.0644996663403667,0,0,0,0.0283152868829536,0,0,0,0,0.226481634823724,0,0,0,0,0,0,0.652505570837964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028197841114991,0,0,0,0,0,0,0,0.652505570837964
"21",0,0,0,0,0,0.00471419869698142,0,0,0,0,0,0,0.00547152884900056,0,0,0,0.14959602140521,0,0.0674872962604642,0.0115488618070954,0,0,0,0,0,0,0,0,0,0,0.761182092981248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761182092981248
"22",0.0774283398788269,0.0350708652765326,0.575178275144212,0,0,0.270535390353434,0,0.0130249984351636,0,0,0,0,0,0,0,0,0,0,0,0.0101708421167804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185912887950504,0,0,0,0,0,0,0,0,0,0,0.575178275144212
"23",0,0,0,0.0127498008797891,0,0,0.236216129029604,0,0,0,0.0320999376395136,0,0,0,0,0.430677259064719,0,0,0,0,0,0,0.0375939134542448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00416064115379902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246502318778331,0,0.430677259064719
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995434994431114,0,0,0,0,0,0,0,0,0,0,0,0.00456500556888549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995434994431114
"25",0,0,0,0,0,0,0,0,0,0,0.900225817083145,0,0,0,0,0.0424445478659958,0,0,0,0,0,0,0.0331047628849508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013187052293249,0,0,0,0,0,0,0,0,0.0110378198726589,0,0,0,0,0,0,0,0.900225817083145
"26",0,0,0,0,0.358791691789161,0.0204221709521131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620786137258726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620786137258726
"27",0.0291216620412417,0.0392307840486999,0.00427154335492506,0,0,0,0.0349189736740444,0,0,0.827856187199524,0,0,0,0,0,0,0.0646008496815642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827856187199524
"28",0,0,0,0,0,0,0,0,0,0.0294863127386353,0.88654787603401,0,0,0,0,0.0342823425769115,0,0,0,0,0,0,0.0117785815024848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221156898718442,0,0,0,0,0,0,0,0,0.0157891972761142,0,0,0,0,0,0,0,0.88654787603401
"29",0,0,0,0,0,0,0,0,0,0,0.89526893178417,0,0,0,0,0.0435017850161842,0,0,0,0,0,0,0.0354597422410875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143672421724193,0,0,0,0,0,0,0,0,0.0114022987861396,0,0,0,0,0,0,0,0.89526893178417
"30",0.136899276345939,0.0818305828083178,0,0.0213175892797883,0,0,0.759952551565954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759952551565954
"31",0,0,0,0,0,0,0,0,0,0,0.932693804177071,0,0,0,0,0.0264381462785223,0,0,0,0,0,0,0.0100316310365719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191693310810691,0,0,0,0,0,0,0,0,0.0116670874267652,0,0,0,0,0,0,0,0.932693804177071
"32",0.0185553991587502,0,0,0,0,0.568662602322274,0,0.0384959089489852,0,0,0,0,0,0,0,0,0,0.105897827691176,0,0.00367127039582336,0,0,0,0,0,0,0,0,0,0.264716991482991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568662602322274
"33",0.464204468976038,0.0102959709652941,0,0,0,0,0,0.0450598690504887,0.0871493713095348,0,0,0,0,0,0,0,0,0.393290319698644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464204468976038
"34",0,0,0.00362956678102063,0,0,0,0.0801951007488498,0,0,0.882486873241237,0.0245202832650661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00560394964927984,0,0,0,0,0,0,0,0,0.00356422631454656,0,0,0,0,0,0,0,0.882486873241237
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615217848893895,0,0,0,0,0,0.918364222491704,0.00275270680454168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173612858143652,0,0.918364222491704
"36",0,0,0,0,0,0,0.604560040777263,0,0,0,0.0181803048911482,0,0,0,0,0.371637231449093,0,0,0,0,0,0,0.00288520206948835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273722081300764,0,0,0,0,0,0,0,0.604560040777263
"37",0,0,0,0.0144403864056512,0,0,0.865626761709225,0,0,0,0.0137087714539765,0,0,0,0,0.104771971863503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145210856764413,0,0,0,0,0,0,0,0.865626761709225
"38",0,0,0,0,0,0,0.0310585896433863,0,0,0,0.0340721779235776,0,0,0,0,0.930038701981073,0,0,0,0,0,0,0.00311045366090778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172007679105504,0,0,0,0,0,0,0,0.930038701981073
"39",0.218031562874283,0,0,0,0,0.304258726383858,0,0.0882872903736316,0,0,0,0,0,0,0,0,0,0.389422420368227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389422420368227
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892528531702226,0,0,0,0,0,0,0.107471468297774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892528531702226
"41",0,0,0,0,0,0,0,0,0,0,0.0311381387196003,0,0,0,0,0.947905525743285,0,0,0,0,0,0,0.0209563355371147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947905525743285
"42",0,0,0,0,0,0,0,0,0,0,0.0366729008847033,0,0,0,0,0.904499673360103,0,0,0,0,0,0,0.0588274257551939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904499673360103
"43",0.00689931634549154,0,0.131143923764954,0,0,0,0,0,0,0,0.0208011412020339,0.0231935073923691,0,0,0,0.750510843539935,0.0526425383588607,0,0,0,0,0,0.0148087293963557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750510843539935
"44",0,0.104819915335702,0,0,0,0.172816493950116,0,0.00321928294284467,0.635048836129066,0,0,0,0,0,0,0.0112827325179964,0.0566105530916106,0,0,0.00379367889699748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124085071356664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635048836129066
"45",0,0,0,0,0,0,0.00833169205898429,0,0,0.0134596794633229,0.198194055401492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652506412146147,0.685648124846759,0,0,0,0,0,0,0,0.00306831619641639,0,0,0,0,0,0.0847730679115643,0,0.685648124846759
"46",0,0,0,0,0,0,0,0,0,0,0.0022428182821947,0,0,0,0,0.0203687519414464,0,0,0.131170496389259,0,0,0,0,0,0,0,0,0,0,0,0.846217933387099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846217933387099
"47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12270515406153,0,0,0,0,0,0,0,0,0,0,0,0.86506765657616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122271893623099,0,0.86506765657616
"48",0.282811238196461,0,0,0,0,0.0628270467131424,0,0.0596859501700855,0.016727025023959,0,0,0,0,0,0,0,0.0249814954729179,0.541569281441057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113979629823773,0,0,0,0.541569281441057
"49",0,0,0,0,0,0,0.264724224263659,0,0,0.735275775736341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735275775736341
"50",0.0202303648733891,0.0544003128540177,0,0,0,0,0,0.00534017521364318,0.202118383375153,0,0,0,0,0,0,0,0,0.0283983807206185,0.689512382963179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689512382963179
"51",0.471734994926241,0.0417838436521048,0,0,0,0.0123199058345555,0,0.0369006919212739,0,0,0,0,0,0,0,0,0,0.392519860772368,0,0,0,0,0,0,0,0,0,0,0,0.0447407028934565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471734994926241
"52",0.138091620037087,0.00466124878000595,0,0,0,0,0,0,0.0196490206334347,0,0.0257853067931795,0.0434759809467341,0,0,0,0.683868125519711,0.0728666951741131,0,0,0,0,0,0.011602002115734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683868125519711
"53",0.0394967047832296,0,0,0,0,0.361174768545976,0,0.10485774172944,0.154217573613762,0,0,0,0,0,0,0,0,0.334394684061605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585852726598706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361174768545976
"54",0,0.00563472724649506,0,0,0.0038989803791152,0.112178336469796,0,0,0.00615128604552843,0,0,0,0,0,0,0,0.0326770214770069,0.0270482938096297,0,0.00324838831051106,0,0,0,0,0,0,0,0,0,0.809162966261918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809162966261918
"55",0.0476412706380043,0.0280757791929426,0,0,0,0.124428495595579,0,0.0129431670577215,0,0,0,0,0,0,0,0,0.738037314282966,0.048873973232786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738037314282966
"56",0.910767217973552,0.06557325731713,0,0,0,0,0,0.0157731211288418,0,0,0,0,0,0,0,0,0,0,0,0.00788640358047577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910767217973552
"57",0.0645042881808746,0.241250181265013,0,0,0,0.0523566547815888,0,0.0994559916046085,0.100921978547702,0,0,0,0.0220219580994077,0,0,0,0.0253411600455078,0.304660379293453,0,0.0894874081818452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304660379293453
"58",0,0,0.00411258643810416,0,0,0,0.100998162301853,0,0,0.872176619635486,0.0133020151315083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00941061649304873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872176619635486
"59",0.108429875512671,0.121024515689924,0,0,0,0.029904203577888,0,0.0423667788923345,0.610067531247138,0,0,0,0,0,0,0,0,0.0882070950800441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610067531247138
"60",0,0,0,0,0,0,0,0,0,0,0.034208280431561,0.0234462218132041,0,0,0,0.870895496446086,0,0,0,0,0,0,0.0714500013091489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870895496446086
"61",0.104581365741504,0,0.0148406869392895,0.0241641752913354,0,0,0.762865414538372,0,0,0,0,0,0,0,0,0.00736166618789047,0.0823192877155453,0.00386740358606338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762865414538372
"62",0,0,0,0,0,0,0,0,0,0,0.92177544206992,0,0,0,0,0.0394576238854863,0,0,0,0,0,0,0.0128411451779571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153288656813382,0,0,0,0,0,0,0,0,0.0105969231852989,0,0,0,0,0,0,0,0.92177544206992
"63",0,0.135377001249348,0,0,0,0.102716950916522,0,0,0.238007643059014,0,0,0,0,0,0,0,0,0.0719092713093551,0,0.00838020620326653,0,0,0,0,0,0,0,0,0,0.443608927262495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443608927262495
"64",0.577026846385488,0.0267296247115489,0,0,0,0.00514188632231762,0,0.0283580768958452,0,0,0,0,0,0,0,0,0,0.3627435656848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577026846385488
"65",0.0514423277054167,0.81847264198737,0,0,0,0,0,0.00939935954197282,0.106436274575033,0,0,0,0,0,0,0,0,0,0,0.0142493961902078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81847264198737
"66",0,0,0,0,0,0,0,0,0,0,0.0107620548212466,0,0,0,0,0.966521583581036,0,0,0,0,0,0,0.0227163615977169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966521583581036
"67",0,0,0,0,0,0,0,0,0.00888491292371372,0,0.928645202410226,0,0,0,0,0.0231559298967198,0,0,0,0,0,0,0.011696901270572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181647653258597,0,0,0,0,0,0,0,0,0.00945228817290885,0,0,0,0,0,0,0,0.928645202410226
"68",0,0,0,0,0,0,0.0233396983044794,0,0,0.609902513733526,0.016654341465751,0,0,0,0,0.343037886534064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00706555996217921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609902513733526
"69",0.718709668453562,0.0526431047727456,0,0,0,0,0,0.047867227867267,0.0228132976402377,0,0,0,0,0,0,0,0,0.157966701266188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718709668453562
"70",0.0307407043963892,0.159262714425913,0,0,0,0.0195780343369374,0,0.011714673943577,0.728559288100726,0,0,0,0,0,0,0,0,0.0452840053271868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486057946927104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728559288100726
"71",0,0.0142439670739591,0,0,0,0.213953615770406,0,0.00165108609754215,0.00861034652758614,0,0,0,0,0,0,0,0,0.0371799626446404,0,0.00309894105117017,0,0,0,0,0,0,0,0,0,0.721262080834696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721262080834696
"72",0,0,0,0,0,0,0,0,0,0,0.0441187387219888,0,0,0,0,0.87516166183452,0,0,0,0,0,0,0.0807195994434907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87516166183452
"73",0.145707254693045,0.676192354772135,0,0.0127052132591783,0,0,0,0.0109881989944314,0.140590524770134,0,0,0,0,0,0,0,0.00487845494622101,0,0,0.00893799856485504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676192354772135
"74",0,0,0.00549415855176001,0.013397068356799,0,0,0.383005819071818,0,0,0.598102954019623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598102954019623
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147116352952629,0,0,0,0,0,0,0,0,0,0,0,0.837486870283521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153967767638496,0,0.837486870283521
"76",0.0907679018241787,0.511740614238544,0,0.0163800223717635,0,0,0.161559344386964,0,0.042862770278677,0,0.021702043131366,0.0315967837662785,0,0,0,0.0542441128841882,0.0636144504777137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553195664032611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511740614238544
"77",0,0,0,0,0,0,0,0,0,0,0.936743629205049,0,0,0,0,0.0252726946137266,0,0,0,0,0,0,0.0119148495837231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161811768827183,0,0,0,0,0,0,0,0,0.00988764971478263,0,0,0,0,0,0,0,0.936743629205049
"78",0.0394421941673508,0.751547739006386,0,0,0,0,0,0.0325809419520648,0.156458353360839,0,0,0,0,0,0,0,0,0.0125366548118209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074341167015378,0,0,0,0.751547739006386
"79",0,0,0,0,0,0,0.0337627434918572,0,0,0,0.896654801902195,0,0,0,0,0.0265085869511449,0,0,0,0,0,0,0.0107845823152141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189625465993178,0,0,0,0,0,0,0,0,0.013326738740271,0,0,0,0,0,0,0,0.896654801902195
