"","prediction.score.Fibroblast","prediction.score.B_cells","prediction.score.Mac_Mono","prediction.score.Plasma","prediction.score.Endothelial","prediction.score.T_cells","prediction.score.Alveolar_type_2","prediction.score.Alveolar_type_1","prediction.score.Mast","prediction.score.DCs","prediction.score.Neutrophils","prediction.score.Club_cells","prediction.score.Ciliated_cells","prediction.score.max"
"19",0,0.202473003076299,0,0,0,0.797526996923701,0,0,0,0,0,0,0,0.797526996923701
"20",0,0.0082365208527301,0.810233267714398,0,0,0.0970753179674782,0,0,0,0.0844548934653941,0,0,0,0.810233267714398
"21",0,0,0.96548378844825,0,0,0,0,0,0,0.0345162115517494,0,0,0,0.96548378844825
"22",0,0.00814207235376387,0,0.627135023306104,0,0.364722904340132,0,0,0,0,0,0,0,0.627135023306104
"23",0,0.0138334303841365,0.00239510432790261,0.698309004812021,0,0.210396333085074,0,0,0,0.0750661273908644,0,0,0,0.698309004812021
"24",0,0.0931755620706759,0.534165568242882,0,0,0.294794886130144,0,0,0,0.0778639835562971,0,0,0,0.534165568242882
"25",0,0.0549911496872755,0.61647926148055,0,0,0.083863737123294,0,0,0,0.244665851708881,0,0,0,0.61647926148055
"26",0,0.0125158496218274,0,0,0,0.710512574944431,0.276971575433742,0,0,0,0,0,0,0.710512574944431
"27",0,0.0453306144726266,0.6961091334495,0.0111642388061941,0,0.0869973577274104,0,0,0,0.160398655544269,0,0,0,0.6961091334495
"28",0,0,0.886480739477103,0,0,0,0,0,0,0,0.113519260522896,0,0,0.886480739477103
"29",0,0,0.314891419247525,0,0,0,0,0,0,0.0235494528026337,0.661559127949842,0,0,0.661559127949842
"30",0,0.00473801077266028,0.0020266766842017,0.797937261354395,0,0.11467759401758,0,0,0,0.0806204571711625,0,0,0,0.797937261354395
"31",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"32",0,0.548624522546117,0,0,0,0.451375477453883,0,0,0,0,0,0,0,0.548624522546117
"33",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"34",0,0,0,0.834400527207712,0,0.136345621512659,0,0,0,0.0292538512796289,0,0,0,0.834400527207712
"35",0,0,0,0,0.92220455331099,0.0777954466890098,0,0,0,0,0,0,0,0.92220455331099
"36",0,0,0.982245350972667,0,0,0.017754649027333,0,0,0,0,0,0,0,0.982245350972667
"37",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"38",0,0.0107147273313876,0.952494194003607,0,0,0.0145885280135699,0,0,0,0.0222025506514354,0,0,0,0.952494194003607
"39",0,0.131867853219497,0.0916838920667186,0,0.158337463924678,0.606592503929932,0,0,0,0.0115182868591737,0,0,0,0.606592503929932
"40",0,0,0.016153793850365,0,0,0.082343482672536,0,0,0.890029621396907,0.0114731020801924,0,0,0,0.890029621396907
"41",0,0.156964316263331,0.0206628077221302,0.0251912138530125,0,0.797181662161526,0,0,0,0,0,0,0,0.797181662161526
"42",0,0.0431886635040304,0.844155390384966,0,0,0.112655946111004,0,0,0,0,0,0,0,0.844155390384966
"43",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"44",0,0.116561287894226,0.0019152767537774,0,0,0.881523435351997,0,0,0,0,0,0,0,0.881523435351997
"45",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"46",0.972138709493345,0,0.000570072736954715,0,0,0.00670738840495736,0.00826748097914828,0,0,0,0,0,0.0123163483855948,0.972138709493345
"47",0,0,0.930392315741576,0,0,0.0458691146593186,0,0,0,0.0237385695991058,0,0,0,0.930392315741576
"48",0,0.0231885285147342,0.72290300506299,0,0,0,0,0,0,0.253908466422275,0,0,0,0.72290300506299
"49",0,0,0.93325219869583,0,0,0.0455172970391084,0,0,0,0.0212305042650613,0,0,0,0.93325219869583
"50",0,0.0271127399420303,0.772403098141654,0,0,0.0815437810721264,0,0,0,0.0791405348415332,0.0397998460026558,0,0,0.772403098141654
"51",0,0.0540147169530113,0.00110047491682827,0,0,0.944884808130161,0,0,0,0,0,0,0,0.944884808130161
"52",0,0.257844927014454,0.0993911378364209,0,0,0.257985859882531,0,0,0,0.384778075266595,0,0,0,0.384778075266595
"53",0,0.121168269233491,0.684378106499506,0,0,0.168036512927805,0,0,0,0.0264171113391986,0,0,0,0.684378106499506
"54",0,0.0130506752618674,0.969836961588582,0,0,0.0171123631495507,0,0,0,0,0,0,0,0.969836961588582
"55",0,0,0.97441237478787,0,0,0.0151168397316215,0,0,0,0.010470785480508,0,0,0,0.97441237478787
"56",0.964314249416151,0,0.00120429450679281,0,0,0.0104655556829356,0.0114408883351187,0,0,0,0,0,0.0125750120590022,0.964314249416151
"57",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"58",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"59",0,0,0.984785915553233,0,0,0.0152140844467671,0,0,0,0,0,0,0,0.984785915553233
"60",0,0.471612734861176,0,0,0,0.528387265138824,0,0,0,0,0,0,0,0.528387265138824
"61",0,0.0209752090153561,0.650163179936852,0,0,0,0,0,0,0.316777309818306,0.0120843012294863,0,0,0.650163179936852
"62",0,0.0428527197460895,0,0,0,0.957147280253911,0,0,0,0,0,0,0,0.957147280253911
"63",0,0.055297901712593,0,0,0,0.944702098287407,0,0,0,0,0,0,0,0.944702098287407
"64",0,0,0,0.850307242053786,0,0.130115631839361,0,0,0,0.0195771261068529,0,0,0,0.850307242053786
"65",0,0,0.803164124727521,0,0,0.0522715461098479,0,0,0,0,0.144564329162632,0,0,0.803164124727521
"66",0,0,0.0111454267535877,0,0,0,0.962919885821337,0.0149043748694523,0,0,0,0.0110303125556229,0,0.962919885821337
"67",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"68",0,0.0924952284079913,0.525716118864651,0,0,0.17941626436964,0,0,0,0.202372388357718,0,0,0,0.525716118864651
"69",0,0.173102365953342,0,0,0,0.826897634046658,0,0,0,0,0,0,0,0.826897634046658
"70",0.415067361737129,0,0.505238086799849,0,0.0133544939532937,0.0569414584050201,0.00939859910470853,0,0,0,0,0,0,0.505238086799849
"71",0.856894923279436,0.0188321861327411,0,0,0,0.107702229665607,0.0165706609222153,0,0,0,0,0,0,0.856894923279436
"72",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"73",0,0.0472870874736946,0.749349290188505,0,0,0.156482763743173,0,0,0,0.0468808585946265,0,0,0,0.749349290188505
"74",0,0.0195459705631572,0.779386298821008,0,0,0.110724401828824,0,0,0,0.0903433287870107,0,0,0,0.779386298821008
"75",0,0,0,0,0.328596995392188,0.142399261449967,0.529003743157845,0,0,0,0,0,0,0.529003743157845
"76",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"77",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"78",0,0,0.980140216169478,0,0,0.00167012705088666,0,0,0,0.0181896567796351,0,0,0,0.980140216169478
"79",0.729167041698341,0.0313471957084756,0,0,0,0.193958943435643,0.04552681915754,0,0,0,0,0,0,0.729167041698341
"80",0,0,0,0.715220100659035,0,0.284779899340965,0,0,0,0,0,0,0,0.715220100659035
"81",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"82",0,0.0688771163795594,0.780275058077402,0,0,0.150847825543039,0,0,0,0,0,0,0,0.780275058077402
"83",0,0.019136706823595,0.925325971456235,0,0,0.0555373217201699,0,0,0,0,0,0,0,0.925325971456235
"84",0,0,0,0,0,0.104447948282009,0,0,0.895552051717992,0,0,0,0,0.895552051717992
"85",0,0,0,0.877179611688658,0,0.117597152155084,0.00265618934562612,0,0,0.00256704681063087,0,0,0,0.877179611688658
"86",0,0.0317277126794275,0.727373020534874,0,0,0.181995753273844,0,0,0,0.0589035135118554,0,0,0,0.727373020534874
"87",0,0,0.980202970711593,0,0,0.0197970292884064,0,0,0,0,0,0,0,0.980202970711593
"88",0,0.023803125486877,0.7841344273392,0,0,0.155788884445244,0,0,0,0.0362735627286791,0,0,0,0.7841344273392
"89",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"90",0,0,0.978638368260522,0,0,0,0,0,0,0.0213616317394777,0,0,0,0.978638368260522
"91",0,0,0.0542004265975739,0,0,0,0,0,0,0,0.945799573402426,0,0,0.945799573402426
"92",0,0.0132042658032831,0.949300396207202,0,0,0.0214514080016517,0,0,0,0.0160439299878633,0,0,0,0.949300396207202
"93",0,0,0.0174114506647979,0,0,0,0.971848204552913,0.0107403447822892,0,0,0,0,0,0.971848204552913
"94",0,0,0.731537228965062,0,0,0.0252331778408533,0,0,0,0.243229593194085,0,0,0,0.731537228965062
"95",0,0.327110134138429,0.140047607227526,0,0,0.357410601471025,0,0,0,0.17543165716302,0,0,0,0.357410601471025
"96",0,0.389814747085714,0.0521043084743971,0,0,0.498674161468588,0,0,0,0.0594067829713005,0,0,0,0.498674161468588
"97",0,0,0,0,0,0.0918564672643035,0,0,0.908143532735696,0,0,0,0,0.908143532735696
"98",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"99",0,0.0491665505914536,0.807871459964668,0,0,0.142961989443879,0,0,0,0,0,0,0,0.807871459964668
"100",0,0.0974614023491498,0.493650574560302,0.00635168138380133,0,0.302443250794187,0,0,0,0.0250837441095205,0.0750093468030393,0,0,0.493650574560302
"101",0,0.220778600619199,0.38547703572641,0,0,0.361138327775264,0,0,0,0.0326060358791274,0,0,0,0.38547703572641
"102",0,0,0,0.821879657273695,0,0.16673481182055,0,0,0,0.0113855309057549,0,0,0,0.821879657273695
"103",0,0,0.952204812333935,0,0,0,0,0,0,0,0.047795187666065,0,0,0.952204812333935
"104",0,0,0,0.841927308133689,0,0.156021664387586,0.00205102747872471,0,0,0,0,0,0,0.841927308133689
"105",0.962076931311341,0,0,0.00366099954489358,0,0.00810455970912941,0.0104507457715584,0,0,0,0,0,0.0157067636630774,0.962076931311341
"106",0,0.0635301870893184,0.60953542876037,0,0,0.141876606722976,0,0,0.185057777427335,0,0,0,0,0.60953542876037
"107",0,0.103943838065282,0,0,0,0.896056161934718,0,0,0,0,0,0,0,0.896056161934718
"108",0,0.00452638830132634,0.0093633697798109,0,0,0.0783268095292245,0,0,0.901101690026466,0.00668174236317155,0,0,0,0.901101690026466
"109",0,0.365845432433016,0,0,0,0.634154567566985,0,0,0,0,0,0,0,0.634154567566985
"110",0,0,0.956075804217049,0,0,0.0439241957829511,0,0,0,0,0,0,0,0.956075804217049
"111",0,0,0.021649503081271,0,0,0,0.95975176456014,0.0130955419211676,0,0,0,0.00550319043742075,0,0.95975176456014
"112",0,0.294800324856147,0.00918775086543872,0.0301697068460716,0,0.315526274386641,0,0,0,0.350315943045701,0,0,0,0.350315943045701
"113",0,0,0.870502033797462,0,0,0.0832313041944108,0,0,0,0.0462666620081272,0,0,0,0.870502033797462
"114",0,0.275973299578125,0.145551404797079,0,0,0.23953554581975,0,0,0,0.338939749805046,0,0,0,0.338939749805046
"115",0,0,0.13039948060187,0,0,0,0,0,0,0,0.86960051939813,0,0,0.86960051939813
"116",0,0,0.244224934068185,0,0,0,0,0,0,0.0171180812503902,0.738656984681425,0,0,0.738656984681425
"117",0,0.216767142261564,0.291891621944725,0,0.126373362941141,0.208024543884779,0,0,0,0.15694332896779,0,0,0,0.291891621944725
"118",0,0.00263785161678131,0.0435861935436614,0,0,0.0870904369979211,0,0,0.866685517841636,0,0,0,0,0.866685517841636
"119",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"120",0,0.081639677825455,0.00137417637581934,0.00602136688065429,0,0.910964778918071,0,0,0,0,0,0,0,0.910964778918071
"121",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"122",0,0.105069304441,0.0964551975784221,0,0,0.290858459448919,0,0,0,0,0.507617038531658,0,0,0.507617038531658
"123",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"124",0,0.0427909646426123,0.821157632634391,0,0,0.136051402722997,0,0,0,0,0,0,0,0.821157632634391
"125",0,0,0.0667172874547316,0,0,0.43911973541737,0,0,0,0,0.494162977127899,0,0,0.494162977127899
"126",0,0.428072494836849,0.0526536727771879,0,0,0.511007106674328,0,0,0,0.00826672571163509,0,0,0,0.511007106674328
"127",0,0,0.213168346044873,0,0,0,0,0,0,0.0206514258433492,0.766180228111778,0,0,0.766180228111778
"128",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"129",0,0,0,0.533322820854328,0,0.466677179145672,0,0,0,0,0,0,0,0.533322820854328
"130",0,0,0,0.637120239164996,0,0.362879760835004,0,0,0,0,0,0,0,0.637120239164996
"131",0,0,0,0.00742061776833889,0,0.0980189096929787,0,0,0.894560472538682,0,0,0,0,0.894560472538682
"132",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"133",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"134",0,0,0,0.811928608375866,0.0145890928253721,0.135179291405258,0,0,0,0.0383030073935039,0,0,0,0.811928608375866
"135",0,0.0309882060503867,0.0440533481037125,0,0,0.818847903067921,0,0,0,0,0.10611054277798,0,0,0.818847903067921
"136",0,0,0,0.790398629686528,0,0.209601370313473,0,0,0,0,0,0,0,0.790398629686528
"137",0,0,0.181000612458502,0,0,0,0,0,0,0.0165157939738933,0.802483593567605,0,0,0.802483593567605
"138",0,0.322730189430861,0.105109342181996,0,0,0.444788398168145,0,0,0,0.127372070218997,0,0,0,0.444788398168145
"139",0,0.0192695702310705,0,0,0,0.693484387704486,0,0,0.287246042064444,0,0,0,0,0.693484387704486
"140",0,0,0.969151737272062,0,0,0.0308482627279383,0,0,0,0,0,0,0,0.969151737272062
"141",0,0,0,0.0308283970998129,0,0.969171602900187,0,0,0,0,0,0,0,0.969171602900187
"142",0,0,0.754332130993773,0,0,0,0,0,0,0.202824643049871,0.042843225956356,0,0,0.754332130993773
"143",0,0.012772853569309,0.946663250481432,0,0,0.040563895949259,0,0,0,0,0,0,0,0.946663250481432
"144",0,0,0.00730741365821319,0.845612256579382,0,0.0767502070311616,0,0,0,0.0703301227312428,0,0,0,0.845612256579382
"145",0,0,0,0.843949351079039,0,0.133545152707141,0,0,0,0.0225054962138205,0,0,0,0.843949351079039
"146",0,0.0017287991095041,0.00455356421647314,0,0,0.0947901522327791,0,0,0.898927484441244,0,0,0,0,0.898927484441244
"147",0,0.407371880659636,0,0,0,0.5698216716763,0,0,0,0.0228064476640649,0,0,0,0.5698216716763
"148",0,0,0.982664577157235,0,0,0.0173354228427656,0,0,0,0,0,0,0,0.982664577157235
"149",0,0,0.755969822407239,0,0,0.149310697301823,0,0,0,0.0947194802909375,0,0,0,0.755969822407239
"150",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"151",0,0.485896364147812,0,0,0,0.514103635852188,0,0,0,0,0,0,0,0.514103635852188
"152",0,0,0.56783353185326,0,0,0,0,0,0,0.235925567177151,0.196240900969589,0,0,0.56783353185326
"153",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"154",0,0.0197618323620844,0.939541105510856,0,0,0.0406970621270595,0,0,0,0,0,0,0,0.939541105510856
"155",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"156",0,0.0670117701901336,0.149419683111043,0,0,0.110311855238877,0,0,0,0.673256691459947,0,0,0,0.673256691459947
"157",0,0,0,0.803155404128637,0,0.162435417397068,0,0,0,0.0344091784742952,0,0,0,0.803155404128637
"158",0,0.172498549825916,0.0534932904788906,0.00721298687510845,0,0.747160900412583,0,0,0,0.0196342724075018,0,0,0,0.747160900412583
"159",0.979508814137853,0,0.0026015097722734,0,0,0,0.00559171181923484,0,0,0,0,0,0.0122979642706384,0.979508814137853
"160",0,0.0625720386225747,0.386877137271945,0,0,0.490615872049363,0,0,0,0.0473535637144968,0.0125813883416201,0,0,0.490615872049363
"161",0,0.242430410370915,0,0,0,0.757569589629085,0,0,0,0,0,0,0,0.757569589629085
"162",0,0.028125033991262,0.0329664029403053,0.636066339869458,0,0.0571114238576007,0,0,0,0.245730799341374,0,0,0,0.636066339869458
"163",0,0.0281369945829223,0.642031144593665,0,0,0.224945234952587,0,0,0,0.0518835708219569,0.0530030550488686,0,0,0.642031144593665
"164",0,0.00297843506309404,0.986692365206106,0,0,0.0103291997307999,0,0,0,0,0,0,0,0.986692365206106
"165",0,0,0.848454909560392,0.0586759988549089,0,0.0928690915846988,0,0,0,0,0,0,0,0.848454909560392
"166",0,0,0,0,0,0.110368379364869,0,0,0.889631620635131,0,0,0,0,0.889631620635131
"167",0,0.024595321587001,0.904364054908764,0,0,0.0710406235042351,0,0,0,0,0,0,0,0.904364054908764
"168",0,0.0302229955801574,0.003415689897929,0.7120656147644,0,0.105422158289119,0,0,0,0.148873541468395,0,0,0,0.7120656147644
"169",0,0.00151980107720339,0,0,0,0.0907879509213498,0,0,0.907692248001447,0,0,0,0,0.907692248001447
"170",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"171",0,0,0.31587862080066,0,0,0,0,0,0,0.0458745603843811,0.638246818814959,0,0,0.638246818814959
"172",0,0.386081804695553,0.0308320488658112,0,0,0.348399161246977,0,0,0,0.234686985191658,0,0,0,0.386081804695553
"173",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"174",0,0,0.660068355979031,0,0,0.0190278463292799,0,0,0,0.0763433107569739,0.244560486934715,0,0,0.660068355979031
"175",0.972433640770949,0,0.0016989941337458,0,0,0.00643085641900986,0.00764367378344664,0,0,0,0,0,0.0117928348928487,0.972433640770949
"176",0,0.0539154456269604,0.805625168995418,0,0,0.119840985683058,0,0,0,0.0206183996945633,0,0,0,0.805625168995418
"177",0,0,0.869117608251026,0,0,0.0884326216055503,0,0,0,0.0424497701434241,0,0,0,0.869117608251026
"178",0,0.00545277471212586,0,0,0,0.203045833238921,0,0,0.791501392048954,0,0,0,0,0.791501392048954
"179",0,0,0.78352165076899,0,0,0.028643451471531,0,0,0,0.17010003255329,0.017734865206189,0,0,0.78352165076899
"180",0,0,0.920422493240936,0,0,0.0700184611458832,0,0,0,0.00955904561318109,0,0,0,0.920422493240936
"181",0,0.0541383120619502,0.630540475534784,0,0,0.222770635385816,0,0,0,0.0925505770174505,0,0,0,0.630540475534784
"182",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"183",0,0,0.985282281685596,0,0,0.0147177183144039,0,0,0,0,0,0,0,0.985282281685596
"184",0,0.261099999009987,0.058584190878013,0,0,0.261719153647705,0,0,0,0.418596656464295,0,0,0,0.418596656464295
"185",0,0,0,0.864768705696924,0,0.132514925213814,0,0,0,0.00271636908926143,0,0,0,0.864768705696924
"186",0,0.358631921702614,0,0,0,0.641368078297386,0,0,0,0,0,0,0,0.641368078297386
"187",0,0,0.977928701379064,0,0,0,0,0,0,0.0220712986209363,0,0,0,0.977928701379064
"188",0,0,0,0,0,0.180661486851332,0.753141791753721,0,0,0,0,0.0661967213949468,0,0.753141791753721
"189",0,0,0.242416951754938,0,0,0.0870569188156687,0,0,0,0,0.670526129429393,0,0,0.670526129429393
"190",0,0,0.159174346104649,0,0,0,0,0,0,0,0.840825653895351,0,0,0.840825653895351
"191",0,0.475380581417649,0,0,0,0.524619418582352,0,0,0,0,0,0,0,0.524619418582352
"192",0.981594382802298,0.00162340313365767,0.0128032731785273,0,0,0,0.00397894088551713,0,0,0,0,0,0,0.981594382802298
"193",0,0.189958280500745,0.275931918258587,0,0,0.21331591069087,0,0,0,0.320793890549798,0,0,0,0.320793890549798
"194",0,0.0314137057544722,0,0,0.904922600060812,0.0636636941847152,0,0,0,0,0,0,0,0.904922600060812
"195",0,0.04472335359126,0,0,0,0.95527664640874,0,0,0,0,0,0,0,0.95527664640874
"196",0,0.11162301889967,0.284550718231983,0,0.0738607254476843,0.494297496231262,0,0,0,0.0190044351824007,0.0166636060069996,0,0,0.494297496231262
"197",0,0,0,0.859421293700257,0,0.137801953149198,0,0,0,0.00277675315054522,0,0,0,0.859421293700257
"198",0,0.27613586817559,0,0,0,0.72386413182441,0,0,0,0,0,0,0,0.72386413182441
"199",0,0.00499989766201931,0.00192856889603845,0,0,0.109299594942051,0,0,0.883771938499891,0,0,0,0,0.883771938499891
"200",0,0.0986938172202833,0.715074987192916,0,0,0.1862311955868,0,0,0,0,0,0,0,0.715074987192916
"201",0,0,0,0.348783456335552,0.549288201582324,0.101928342082124,0,0,0,0,0,0,0,0.549288201582324
"202",0,0,0.440193321933606,0,0,0.341947277195776,0,0,0,0.035387453665962,0.182471947204657,0,0,0.440193321933606
"203",0,0,0.0367977311191608,0,0,0.86070709128891,0,0,0,0,0.102495177591929,0,0,0.86070709128891
"204",0,0,0,0,0,0.122571352740063,0,0,0.877428647259937,0,0,0,0,0.877428647259937
"205",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"206",0,0.0307028590238514,0.173318170804783,0,0,0.0739823009519859,0,0,0,0.721996669219379,0,0,0,0.721996669219379
"207",0,0.0937020401018026,0.470014520420674,0,0,0.0790222927917275,0,0,0,0.357261146685796,0,0,0,0.470014520420674
"208",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"209",0,0,0,0.863544917516166,0,0.134162538059487,0.00229254442434703,0,0,0,0,0,0,0.863544917516166
"210",0,0,0.000153028539561569,0,0,0.0432620992029381,0.076222955882468,0,0,0,0,0,0.880361916375032,0.880361916375032
"211",0,0,0.987981260403473,0,0,0,0,0,0,0.0120187395965271,0,0,0,0.987981260403473
"212",0,0,0.354371897560974,0,0,0.0206562194222875,0,0,0,0.0259413695147947,0.599030513501944,0,0,0.599030513501944
"213",0,0,0.637325730007559,0.0740387945834933,0,0.0669280791708615,0,0,0,0.221707396238086,0,0,0,0.637325730007559
"214",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"215",0,0,0,0.860510430429419,0,0.0938838538957068,0,0,0,0.045605715674874,0,0,0,0.860510430429419
"216",0,0,0.00564999997583483,0,0,0.199750596854014,0,0,0.794599403170151,0,0,0,0,0.794599403170151
"217",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"218",0,0.0775457416529816,0.656707914976579,0,0,0.192843787259505,0,0,0,0.0729025561109346,0,0,0,0.656707914976579
"219",0,0.0239395978439904,0,0,0,0.97606040215601,0,0,0,0,0,0,0,0.97606040215601
"220",0,0.364454339260103,0,0,0,0.635545660739897,0,0,0,0,0,0,0,0.635545660739897
"221",0,0,0.00229410666471059,0,0,0.99770589333529,0,0,0,0,0,0,0,0.99770589333529
"222",0,0,0,0.819590988202446,0,0.178016180663691,0,0,0,0.00239283113386275,0,0,0,0.819590988202446
"223",0,0,0.180372905763736,0,0,0,0,0,0,0.0102799930352112,0.809347101201052,0,0,0.809347101201052
"224",0,0,0,0,0,0.999999999999999,0,0,0,0,0,0,0,0.999999999999999
"225",0,0,0,0,0,0.0773647520844302,0,0,0.92263524791557,0,0,0,0,0.92263524791557
"226",0,0.0296537267042196,0.910042886062012,0,0,0.0474250173581583,0,0,0,0.0128783698756099,0,0,0,0.910042886062012
"227",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"228",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"229",0,0,0.413168370710173,0,0,0.010879286934908,0,0,0,0.050317789423014,0.525634552931905,0,0,0.525634552931905
"230",0,0.0812889547839926,0.534767953988248,0,0,0.310584212598496,0,0,0,0.0733588786292642,0,0,0,0.534767953988248
"231",0,0.0438314160144132,0.860313732489069,0,0,0.0958548514965175,0,0,0,0,0,0,0,0.860313732489069
"232",0,0.0459904187546516,0.559931680329219,0,0,0.323958305313518,0,0,0,0.0574056691275558,0.0127139264750558,0,0,0.559931680329219
"233",0,0,0.062609725668568,0,0,0,0.909200237395047,0.0158900149699268,0,0,0,0.0123000219664585,0,0.909200237395047
"234",0,0.010697020461835,0.709437486210166,0,0,0.0153128974671697,0,0,0,0.26455259586083,0,0,0,0.709437486210166
"235",0,0.0252663570058862,0,0,0,0.974733642994114,0,0,0,0,0,0,0,0.974733642994114
"236",0,0,0.0394500147501943,0,0,0,0.92838586917376,0.0224555400977744,0,0,0.00281602308400934,0.0068925528942615,0,0.92838586917376
"237",0,0,0.755958764819759,0,0,0,0,0,0,0.1851564697864,0.0588847653938407,0,0,0.755958764819759
"238",0,0.0329887944610204,0.257215604810346,0,0,0.154937461939822,0,0,0,0,0.554858138788811,0,0,0.554858138788811
"239",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"240",0,0,0.845878277074037,0,0,0.00102816551754346,0,0,0,0.104191770545676,0.0489017868627438,0,0,0.845878277074037
"241",0,0.0119746597934633,0.970555807320761,0,0,0.0174695328857756,0,0,0,0,0,0,0,0.970555807320761
"242",0,0.0111014455701951,0.818350944945317,0,0,0.0926136970380873,0,0,0,0.0779339124464002,0,0,0,0.818350944945317
"243",0,0,0.985012732753399,0,0,0,0,0,0,0.0149872672466003,0,0,0,0.985012732753399
"244",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"245",0,0.198999077322765,0.400675577284159,0.00828121324151132,0,0.358606691830767,0,0,0,0.0334374403207973,0,0,0,0.400675577284159
"246",0,0,0.988974025759572,0,0,0,0,0,0,0.0110259742404275,0,0,0,0.988974025759572
"247",0,0.0465942631266334,0.817232746774847,0,0,0.12221590430241,0,0,0,0.0139570857961096,0,0,0,0.817232746774847
"248",0,0.185633859017502,0.208391425549054,0,0,0.182260204950757,0,0,0,0.423714510482687,0,0,0,0.423714510482687
"249",0,0.655712154760712,0,0,0,0.344287845239288,0,0,0,0,0,0,0,0.655712154760712
"250",0,0.0279843582344913,0.894644759918499,0,0,0.0773708818470097,0,0,0,0,0,0,0,0.894644759918499
