"","prediction.score.Exc.L2.3.RORB.CCDC68","prediction.score.Inh.L3.5.VIP.TAC3","prediction.score.Exc.L5.6.FEZF2.FILIP1L","prediction.score.Exc.L5.THEMIS.SLC22A18","prediction.score.Exc.L6.THEMIS.SNTG2","prediction.score.OPC.L1.6.PDGFRA.COL20A1","prediction.score.Exc.L5.6.FEZF2.C9orf135.AS1","prediction.score.Oligo.L2.6.OPALIN.FTH1P3","prediction.score.Inh.L5.6.PVALB.GAPDHP60","prediction.score.Exc.L3.5.RORB.LNX2","prediction.score.Inh.L3.5.VIP.IGDCC3","prediction.score.Inh.L1.3.SST.FAM20A","prediction.score.Exc.L5.6.FEZF2.IFNG.AS1","prediction.score.Inh.L5.6.PVALB.ZFPM2.AS1","prediction.score.Inh.L1.3.VIP.FNDC1","prediction.score.Exc.L2.LINC00507.GLRA3","prediction.score.Inh.L1.LAMP5.NMBR","prediction.score.Inh.L5.6.LAMP5.CRABP1","prediction.score.Exc.L5.6.FEZF2.SH2D1B","prediction.score.Inh.L1.2.SST.CLIC6","prediction.score.Exc.L3.LAMP5.CARM1P1","prediction.score.Inh.L5.SST.RPL35AP11","prediction.score.Astro.L1.6.FGFR3.PLCG1","prediction.score.Inh.L1.LAMP5.RAB11FIP1","prediction.score.Exc.L3.RORB.OTOGL","prediction.score.Exc.L6.THEMIS.LINC00343","prediction.score.Inh.L1.LAMP5.BMP2","prediction.score.Micro.L1.6.TYROBP.CD74","prediction.score.Exc.L6.FEZF2.KLK7","prediction.score.Inh.L5.PVALB.LRIG3","prediction.score.Inh.L1.5.VIP.SMOC1","prediction.score.Inh.L2.5.PVALB.HHIPL1","prediction.score.Inh.L1.6.LAMP5.AARD","prediction.score.Exc.L3.THEMIS.ENPEP","prediction.score.Inh.L1.PAX6.MIR101.1","prediction.score.Exc.L3.5.RORB.RPRM","prediction.score.Inh.L5.6.SST.ISX","prediction.score.Inh.L5.6.SST.C4orf26","prediction.score.Inh.L1.PVALB.SST.ASIC4","prediction.score.Exc.L5.THEMIS.LINC01116","prediction.score.Inh.L1.6.PVALB.COL15A1","prediction.score.Oligo.L3.6.OPALIN.LRP4.AS1","prediction.score.Exc.L3.5.FEZF2.ASGR2","prediction.score.Inh.L1.2.SST.CCNJL","prediction.score.Exc.L2.3.LINC00507.DSG3","prediction.score.Exc.L5.RORB.MED8","prediction.score.Inh.L2.5.PVALB.RPH3AL","prediction.score.Inh.L3.5.SST.GGTLC3","prediction.score.Oligo.L5.6.OPALIN.LDLRAP1","prediction.score.Inh.L5.6.SST.KLHL1","prediction.score.Inh.L1.6.LAMP5.CA1","prediction.score.Oligo.L3.6.OPALIN.ENPP6","prediction.score.Inh.L1.2.VIP.HTR3A","prediction.score.Exc.L5.6.THEMIS.SMYD1","prediction.score.Astro.L1.FGFR3.SERPINI2","prediction.score.Inh.L3.PVALB.SAMD13","prediction.score.Inh.L5.6.PVALB.MEPE","prediction.score.Inh.L3.5.VIP.HS3ST3A1","prediction.score.Inh.L2.PAX6.FREM2","prediction.score.Exc.L3.5.RORB.LINC01202","prediction.score.Exc.L6.FEZF2.POGK","prediction.score.Exc.L6.FEZF2.FFAR4","prediction.score.Exc.L6.THEMIS.SLN","prediction.score.Exc.L6.FEZF2.PROKR2","prediction.score.Exc.L5.6.THEMIS.TNFAIP6","prediction.score.Inh.L1.5.VIP.PHLDB3","prediction.score.Inh.L2.PVALB.FRZB","prediction.score.Exc.L5.THEMIS.VILL","prediction.score.Inh.L5.6.PVALB.SST.CRHR2","prediction.score.Inh.L3.5.PVALB.ISG20","prediction.score.Exc.L5.6.FEZF2.LPO","prediction.score.Exc.L3.5.RORB.TNNT2","prediction.score.Inh.L1.2.VIP.WNT4","prediction.score.Inh.L1.SST.DEFB108B","prediction.score.Endo.L2.5.NOSTRIN.SRGN","prediction.score.Inh.L5.6.SST.PAWR","prediction.score.Inh.L1.VIP.KLHDC8B","prediction.score.Exc.L2.3.RORB.PTPN3","prediction.score.Inh.L5.6.SST.BEAN1","prediction.score.Inh.L1.6.LAMP5.NES","prediction.score.Exc.L2.LAMP5.KCNG3","prediction.score.Exc.L5.THEMIS.FGF10","prediction.score.Exc.L2.3.RORB.RTKN2","prediction.score.Exc.L5.FEZF2.NREP.AS1","prediction.score.Inh.L5.6.PVALB.KCNIP2","prediction.score.Inh.L2.VIP.SLC6A16","prediction.score.Inh.L5.6.SST.PIK3CD","prediction.score.Inh.L1.3.VIP.CBLN1","prediction.score.Inh.L6.SST.TH","prediction.score.Astro.L1.6.FGFR3.AQP1","prediction.score.Exc.L5.THEMIS.RGPD6","prediction.score.Exc.L5.6.FEZF2.OR1L8","prediction.score.Exc.L5.FEZF2.RNF144A.AS1","prediction.score.Inh.L2.3.SST.NMU","prediction.score.Inh.L3.5.SST.CDH3","prediction.score.Inh.L1.2.VIP.EXPH5","prediction.score.Inh.L3.5.SST.OR5AH1P","prediction.score.Inh.L1.PAX6.CHRFAM7A","prediction.score.Inh.L1.3.VIP.HSPB6","prediction.score.Exc.L5.FEZF2.PKD2L1","prediction.score.Inh.L1.2.PVALB.CDK20","prediction.score.Inh.L3.6.VIP.ZIM2.AS1","prediction.score.Exc.L5.FEZF2.CSN1S1","prediction.score.Oligo.L2.6.OPALIN.MAP6D1","prediction.score.Inh.L1.SST.P4HA3","prediction.score.Inh.L3.6.VIP.UG0898H09","prediction.score.Inh.L1.3.VIP.CHRNA2","prediction.score.Inh.L1.2.VIP.PTGER3","prediction.score.Inh.L5.6.PVALB.FAM150B","prediction.score.Exc.L2.LINC00507.ATP7B","prediction.score.Inh.L1.6.SST.NPY","prediction.score.Inh.L2.5.VIP.BSPRY","prediction.score.Inh.L1.2.SST.PRRT4","prediction.score.Exc.L5.6.FEZF2.CFTR","prediction.score.Inh.L5.6.VIP.COL4A3","prediction.score.Inh.L1.2.VIP.SCML4","prediction.score.Inh.L3.6.PAX6.LINC01497","prediction.score.Exc.L6.FEZF2.PDYN","prediction.score.Inh.L1.LAMP5.PVRL2","prediction.score.Inh.L1.6.VIP.SLC7A6OS","prediction.score.Inh.L2.5.VIP.SOX11","prediction.score.VLMC.L1.5.PDGFRA.COLEC12","prediction.score.Exc.L3.5.RORB.LAMA4","prediction.score.Inh.L1.5.VIP.LINC01013","prediction.score.Inh.L5.6.SST.FBN2","prediction.score.Inh.L1.5.VIP.CD27.AS1","prediction.score.Exc.L3.5.FEZF2.LINC01107","prediction.score.Inh.L5.6.SST.DNAJC14","prediction.score.max"
"10",0.337598989721824,0,0,0,0,0,0,0,0.00348064658361073,0,0,0.0137532844698057,0,0,0,0.250541301748053,0,0.0243125710165327,0,0,0.00345419298161092,0,0,0,0.110587955738564,0,0,0,0.00645219661559257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754058638365782,0,0,0.00254501820290524,0,0,0.0345135502606351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035973270251318,0,0,0,0,0,0,0,0,0.133757101799156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337598989721824
"11",0.104159690126359,0,0,0,0,0,0.0319098702209647,0,0,0,0,0,0,0.117111748640102,0,0.0582150554354713,0,0,0,0,0.0293912932376885,0,0,0,0.0845762849441099,0,0,0,0.0253178701123984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00638274213756585,0,0.239977549285701,0,0,0,0,0,0,0,0,0.10858372730733,0,0,0,0.0987513235299708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115343952489506,0.0340009660962259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309326959816868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191547876954752,0,0,0,0,0,0.239977549285701
"12",0.168261499638082,0,0,0,0,0,0.10648471417314,0,0,0.0206389027491732,0,0,0,0,0,0.200393334366971,0,0,0,0,0,0,0,0,0.0947623181408797,0.0281221798857727,0,0,0.0174353936085441,0,0,0,0,0,0,0.136760561771256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882033301914902,0,0,0,0,0,0,0,0,0,0,0,0.00851945048766752,0,0,0,0,0,0.0790200210931399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513982938938833,0,0,0,0,0,0.200393334366971
"13",0.0119778088136699,0,0,0.025215694219642,0,0,0.0569581676135728,0,0,0.051085731245212,0,0,0,0,0,0.444940958207416,0,0,0,0,0.00954853122573312,0,0,0,0.0217079620618695,0,0,0,0.0809055175471216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399230852545639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876676822701234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160569307838429,0,0,0,0,0,0,0,0,0,0,0,0,0.00949955370264652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444940958207416
"14",0.143956262903618,0,0,0,0,0,0.113240104775364,0,0,0.0467809710136903,0,0,0,0,0,0.254858982239464,0,0,0,0,0,0,0,0,0.0309109294200563,0,0,0,0.0250749179250887,0,0,0,0,0,0,0.0815402140852348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933860423907543,0,0,0,0,0,0,0,0,0,0,0,0.0065272395421351,0,0,0,0,0,0.181875371475434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218489642291612,0,0,0,0,0,0.254858982239464
"15",0.0727318224915907,0,0,0,0,0,0.123537519956499,0,0,0.0347493142789507,0,0,0,0,0,0.225577811072929,0,0,0,0,0.00853920173730755,0,0,0,0.0995903330982176,0,0,0,0.0483259112063339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190128885184229,0,0,0,0,0,0,0,0,0,0,0,0.0110437559121843,0,0,0,0,0,0.161001084729584,0,0,0,0,0,0,0,0,0,0,0,0,0.0112629379424093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135114223897646,0,0,0,0,0,0.225577811072929
"16",0.0510822778275197,0,0,0,0,0,0.103810563025784,0,0,0.0430295161550034,0,0,0,0,0,0.266154692052428,0,0,0,0,0.00780805469592047,0,0,0,0.0905813374651963,0,0,0,0.0738601676682121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193008005959289,0,0,0,0,0,0,0,0,0,0,0,0.00817325123032436,0,0,0,0,0,0.150889083120041,0,0,0,0,0,0,0,0,0,0,0,0,0.0116030508002807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266154692052428
"17",0.21329085762845,0,0,0,0,0,0.0749652699003003,0,0,0.00992229208745394,0,0,0,0,0,0.339899802687374,0,0,0,0,0,0,0,0,0.0320888657520783,0,0,0,0.0228424136668919,0,0,0,0,0,0,0.118255072051021,0,0,0,0,0,0,0,0,0.0270068962656218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040658439502196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491913192148093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071878771243804,0,0,0,0,0,0.339899802687374
"18",0,0,0,0,0,0,0,0,0.0653740038338454,0,0,0.00468704033040784,0,0.198320079125759,0,0.00685649749094486,0,0,0,0.0223078375847253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431002205924761,0,0,0,0.0161332251531912,0,0,0,0,0.0677025677972769,0,0,0,0,0,0,0,0,0,0,0,0,0.00466696869709108,0,0,0,0,0,0,0,0,0,0.125100786975726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215273244212193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363214626650526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431002205924761
"19",0,0,0,0,0,0,0,0,0.0458276257821494,0,0,0,0,0.161354341876148,0,0.096348102157432,0,0,0,0,0.0121312721470088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498457405117724,0.00277000298659089,0,0,0.0267019047024229,0,0,0,0,0.0468728917664922,0,0,0,0,0,0,0,0,0,0,0,0,0.0181893351144629,0,0,0,0,0,0,0,0,0,0.0574999568769657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338471614726033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498457405117724
"20",0.018114333186129,0,0,0,0,0,0.0751769702815261,0,0.016238408907409,0,0,0.0708542557093939,0.0302795548154431,0.0237246169669737,0,0.0336384045509102,0,0.124265475928986,0.00488562458109774,0.0162821859682113,0.00488296432528464,0,0,0,0.0742571596370731,0,0,0,0.0191016634604227,0,0,0,0.0301582991062506,0,0,0.015924278728955,0,0,0,0,0,0,0,0,0,0,0.0703434072834493,0.0834177339129161,0,0,0.240789713032279,0,0,0,0,0.00844960513490272,0,0,0,0.0192166748189482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199986696634381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240789713032279
