"","prediction.score.NK","prediction.score.CD4_T","prediction.score.Alveolar_Type_2","prediction.score.CD8_T","prediction.score.Monocytes","prediction.score.Macrophage","prediction.score.Alveolar_Type_1","prediction.score.Endothelial","prediction.score.DC","prediction.score.Fibroblast","prediction.score.Mast","prediction.score.B_cells","prediction.score.Muscle_cells","prediction.score.Proliferating_NK_T","prediction.score.Ciliated","prediction.score.Plasma","prediction.score.Club.cell","prediction.score.Basal","prediction.score.Proliferating_Macrophage","prediction.score.max"
"12",0,0,0.780237514569088,0,0,0,0.176529517121211,0.043232968309701,0,0,0,0,0,0,0,0,0,0,0,0.780237514569088
"13",0,0,0,0.0164072148827778,0,0,0,0.363210774021543,0,0,0.603866691714063,0.016515319381616,0,0,0,0,0,0,0,0.603866691714063
"14",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"15",0,0,0,0,0,0.778129335808941,0,0.221870664191059,0,0,0,0,0,0,0,0,0,0,0,0.778129335808941
"16",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"17",0,0,0.536315454757866,0,0.0197651991074811,0.357681381304395,0.041133595741562,0,0.0156200426347444,0,0,0,0,0,0,0.0294843264539524,0,0,0,0.536315454757866
"18",0,0,0,0,0,0,0.413171296171172,0,0,0,0,0,0,0,0,0,0.275263877600157,0.311564826228671,0,0.413171296171172
"19",0,0,0.229921154093564,0.00829760303070564,0.0549803244477321,0.418023253798321,0.00932292405804952,0.225345804343056,0.0187470457093695,0.023578042118886,0,0,0,0,0,0.0117838484003167,0,0,0,0.418023253798321
"20",0.024418727178794,0.00844105626805771,0,0.0205930996516972,0.142112228925525,0.620117518493637,0,0.00682068891440091,0.113108360549665,0.0368937072541136,0,0.0274946127641105,0,0,0,0,0,0,0,0.620117518493637
"21",0,0,0.838983518561549,0.00549383004570959,0,0,0.110758205509409,0.0438494111474206,0,0,0,0,0,0,0,0.000915034735911904,0,0,0,0.838983518561549
"22",0,0,0.678294058109066,0,0,0,0.321705941890934,0,0,0,0,0,0,0,0,0,0,0,0,0.678294058109066
"23",0,0,0,0,0,0.938792331202481,0,0.0612076687975188,0,0,0,0,0,0,0,0,0,0,0,0.938792331202481
"24",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"25",0,0,0.763787989764198,0,0,0,0.236212010235802,0,0,0,0,0,0,0,0,0,0,0,0,0.763787989764198
"26",0,0,0.919698017465572,0,0,0,0.080301982534428,0,0,0,0,0,0,0,0,0,0,0,0,0.919698017465572
"27",0,0,0.839347393421792,0,0,0,0.0411226111359956,0,0,0,0.0051289581192185,0,0,0,0.114401037322994,0,0,0,0,0.839347393421792
"28",0,0,0,0.0113895797752334,0,0,0,0.4182073240629,0,0,0.570403096161867,0,0,0,0,0,0,0,0,0.570403096161867
"29",0.0115428904581075,0,0,0,0.11470274099552,0.325217431659975,0,0.0190120686493111,0.248822969496702,0.0038337857298363,0.276868113010548,0,0,0,0,0,0,0,0,0.325217431659975
"30",0,0,0,0,0.0256742181588462,0.846081160458399,0,0,0,0,0.0351637167754872,0,0,0,0,0,0,0,0.093080904607267,0.846081160458399
"31",0,0,0,0,0,0,0,0.00891746858883495,0,0.0147441753774925,0,0,0.976338356033673,0,0,0,0,0,0,0.976338356033673
"32",0,0,0.897733391404425,0.0104139021716952,0,0,0.0384624731514705,0.0316128954633127,0,0,0,0,0,0,0,0.0217773378090967,0,0,0,0.897733391404425
"33",0,0,0,0,0.127706337003359,0.843068328892292,0,0.0222166185923694,0,0,0,0,0,0,0,0,0,0,0.00700871551197998,0.843068328892292
"34",0.14131330971936,0.172658813469208,0,0.199426439078806,0,0,0,0.477945707515365,0,0,0.00865573021726043,0,0,0,0,0,0,0,0,0.477945707515365
"35",0,0,0,0,0,0.820950475834325,0,0.179049524165676,0,0,0,0,0,0,0,0,0,0,0,0.820950475834325
"36",0,0,0,0,0,0.947473565178892,0,0,0,0,0,0,0,0,0,0,0,0,0.0525264348211083,0.947473565178892
"37",0,0,0,0,0.0251275597499585,0.974872440250041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974872440250041
"38",0.0397238716992201,0.248384218989544,0,0.0617017395474695,0.302734221941082,0.115385973058314,0,0.196744176962286,0.0353257978020834,0,0,0,0,0,0,0,0,0,0,0.302734221941082
"39",0,0,0,0,0.0959131844660317,0.904086815533968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904086815533968
"40",0.00972946053056216,0,0,0,0,0,0,0.990270539469437,0,0,0,0,0,0,0,0,0,0,0,0.990270539469437
"41",0,0,0.0632405371094411,0,0.0659496869761934,0.717287256199589,0.153522519714777,0,0,0,0,0,0,0,0,0,0,0,0,0.717287256199589
"42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"43",0,0,0.192587245364449,0,0.10085063452414,0.487834126226399,0.110030870041144,0,0.0097492734885962,0.0356239067789837,0,0,0,0,0,0.0354058242054775,0.0279181193708101,0,0,0.487834126226399
"44",0,0,0,0,0.0775723444691684,0.659387479922124,0.238360861668775,0.0171918997098377,0,0,0,0,0,0,0,0,0,0,0.00748741423009557,0.659387479922124
"45",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"46",0,0,0,0,0.0385246895642136,0.593780037198,0.0664907132940923,0.00279925665347961,0.00444095033656972,0.0152704515134529,0.246991572304183,0,0,0,0,0,0,0,0.0317023291360093,0.593780037198
"47",0,0,0,0,0,0,0,0.0145422857269832,0,0.985457714273017,0,0,0,0,0,0,0,0,0,0.985457714273017
"48",0,0,0,0,0,0,0,0.0147516762039765,0,0.985248323796024,0,0,0,0,0,0,0,0,0,0.985248323796024
"49",0,0,0,0,0.131016156782705,0.868983843217295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868983843217295
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"51",0,0,0.820713486271615,0,0,0,0.179286513728385,0,0,0,0,0,0,0,0,0,0,0,0,0.820713486271615
"52",0,0,0,0,0,0,0.0881543062355455,0,0,0,0,0,0,0,0.796906031162714,0,0.100174158801224,0.0147655038005174,0,0.796906031162714
"53",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"54",0,0,0,0,0.0652388870646309,0.934761112935369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934761112935369
"55",0,0,0,0,0.0588439193940054,0.89714277338557,0,0.0440133072204242,0,0,0,0,0,0,0,0,0,0,0,0.89714277338557
"56",0,0,0,0,0,0,0,0.0347161975788713,0,0.965283802421129,0,0,0,0,0,0,0,0,0,0.965283802421129
"57",0,0,0,0,0,0.774531413298858,0,0.225468586701142,0,0,0,0,0,0,0,0,0,0,0,0.774531413298858
"58",0,0.186469143531374,0,0.0119642590523374,0,0,0,0.346779576188889,0,0.355646763612702,0,0,0.099140257614698,0,0,0,0,0,0,0.355646763612702
"59",0,0,0,0.0135464340331938,0,0.00831828468274385,0,0.16721043616606,0,0,0.810924845118003,0,0,0,0,0,0,0,0,0.810924845118003
"60",0.0385225139586389,0.20744863840328,0,0.205101218680002,0.0611012662452608,0.191580160586874,0.00960834500617784,0,0.240983191092428,0.0090815202702055,0,0.0365731457571321,0,0,0,0,0,0,0,0.240983191092428
"61",0,0,0,0,0,0.953424487217535,0,0.0465755127824648,0,0,0,0,0,0,0,0,0,0,0,0.953424487217535
"62",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"63",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"64",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"65",0,0,0,0,0,0.714164019772952,0,0.285835980227048,0,0,0,0,0,0,0,0,0,0,0,0.714164019772952
"66",0,0,0,0.00222213432835603,0,0,0.64775037603903,0.0867457287746881,0,0,0,0,0,0,0,0,0.11842733484784,0.144854426010086,0,0.64775037603903
"67",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"68",0,0,0,0,0.0943995966341835,0.877695324657998,0,0.00307033444359958,0.0248347442642186,0,0,0,0,0,0,0,0,0,0,0.877695324657998
"69",0.33562562063296,0.120806778406663,0,0.535832603273356,0,0,0.00773499768702124,0,0,0,0,0,0,0,0,0,0,0,0,0.535832603273356
"70",0,0,0,0,0.0427961852846024,0.855157023571512,0,0,0,0,0.0104871807014943,0,0,0,0,0,0,0,0.0915596104423914,0.855157023571512
"71",0,0,0.943311317434518,0,0,0.0194283917196351,0.0143669760037528,0,0,0,0,0,0,0,0,0.0228933148420937,0,0,0,0.943311317434518
"72",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"73",0,0,0,0,0,0,0.682917928120291,0,0,0,0,0,0,0,0,0,0.153170242479689,0.16391182940002,0,0.682917928120291
"74",0,0,0.935271490539984,0.00657471744931826,0,0.0182314761018861,0.00321237848344529,0.013262759936248,0,0,0,0,0,0,0,0.0234471774891183,0,0,0,0.935271490539984
"75",0,0,0,0,0.0336563891091034,0,0,0.966343610890897,0,0,0,0,0,0,0,0,0,0,0,0.966343610890897
"76",0,0,0,0,0.00745578048949696,0.881021637187072,0,0.098029006773662,0,0,0,0,0,0,0,0,0,0,0.0134935755497691,0.881021637187072
"77",0,0,0,0,0,0.819162711124231,0,0.180837288875768,0,0,0,0,0,0,0,0,0,0,0,0.819162711124231
"78",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"79",0,0,0,0,0,0,0,0.00303359775696625,0,0.0826889027026748,0,0,0.914277499540359,0,0,0,0,0,0,0.914277499540359
"80",0,0,0,0,0,0,0.599044050860443,0.0190977821822803,0,0,0,0,0.160382099075588,0,0,0,0.0944786702972649,0.126997397584423,0,0.599044050860443
"81",0,0,0,0,0.0872360317490259,0.56029007666028,0.192870449812082,0.110599669159997,0.0237362619778218,0.0252675106407937,0,0,0,0,0,0,0,0,0,0.56029007666028
"82",0,0,0,0,0.093479641514962,0.906520358485038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906520358485038
"83",0,0,0.206920927891769,0,0.0905312678808766,0.505925621982462,0.131380669204766,0.00487580215640282,0.00614944109468385,0.0175836175978036,0,0,0,0,0,0.0191300187358006,0.0175026334554349,0,0,0.505925621982462
"84",0,0,0.513768799521292,0.00470706647047738,0,0.0116944815531291,0.401966274621321,0,0,0,0,0,0,0,0,0.016364863744752,0.0514985140890285,0,0,0.513768799521292
"85",0,0,0,0,0,0.871366405219448,0,0,0,0,0.011658825581998,0,0,0,0,0,0,0,0.116974769198554,0.871366405219448
"86",0,0,0,0,0,0.00745004175118482,0.557531771796575,0,0,0,0,0,0,0,0,0,0.231716320406398,0.203301866045842,0,0.557531771796575
"87",0,0,0.979944862096318,0,0,0,0.0123103137858985,0,0,0,0,0,0,0,0,0.00774482411778344,0,0,0,0.979944862096318
"88",0,0,0.0633698451532747,0.00270885117557924,0,0.0760115209221001,0.299137598760774,0.028608783942498,0,0,0.430814525780342,0,0.0500509109898084,0,0,0.00473415397284771,0.0445638093027764,0,0,0.430814525780342
"89",0,0,0,0,0,0.999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999999999999
"90",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"91",0,0,0,0,0.0973904639541146,0.833176162979113,0,0.00536175794578278,0.0368197292008337,0.0184266232305986,0,0,0,0,0,0,0,0,0.00882526268955744,0.833176162979113
"92",0,0,0,0,0.0701460590028916,0.72261905346639,0,0.195436613752542,0,0,0,0,0,0,0,0,0,0,0.0117982737781764,0.72261905346639
"93",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"94",0,0,0.984584444553962,0,0,0,0.015415555446038,0,0,0,0,0,0,0,0,0,0,0,0,0.984584444553962
"95",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"96",0,0,0,0,0,0,0.70938148997807,0.0837631385086822,0,0,0,0,0,0,0,0,0.0763306017366863,0.130524769776561,0,0.70938148997807
"97",0,0,0.660493130230072,0,0,0,0.278850374782849,0,0,0,0,0,0,0,0,0,0.0606564949870792,0,0,0.660493130230072
"98",0.0245973801382029,0.585129627924254,0,0.295785903854671,0,0.0616157384552311,0.0100204151915931,0,0.0228509344360487,0,0,0,0,0,0,0,0,0,0,0.585129627924254
"99",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"100",0,0,0,0,0.107101612943494,0.892898387056506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892898387056506
"101",0,0,0.111724754599744,0.00406161533998004,0,0.0106001848395785,0.417433496052499,0.396526884797593,0,0,0,0,0,0,0,0.00134611177411408,0.0254491919621601,0.0328577606343309,0,0.417433496052499
"102",0,0,0.308213630043176,0,0,0,0.525695729909644,0,0,0,0.00505851371065792,0,0,0,0.09151060315679,0,0.0695215231797321,0,0,0.525695729909644
"103",0,0,0.926477509235919,0,0,0,0.0735224907640812,0,0,0,0,0,0,0,0,0,0,0,0,0.926477509235919
"104",0,0,0.0627958715198318,0,0.0336611477139951,0.452284832098724,0.0145584669868027,0.403341040225624,0.0113273829201169,0.0169731034326415,0,0,0,0,0,0.000862094697566829,0,0,0.00419606040469747,0.452284832098724
"105",0,0,0.900867287622571,0,0,0,0.0991327123774298,0,0,0,0,0,0,0,0,0,0,0,0,0.900867287622571
"106",0,0,0,0,0,0.928893825584088,0,0,0,0,0,0,0,0,0,0,0,0,0.071106174415912,0.928893825584088
"107",0,0,0.855618741800742,0,0,0,0.144381258199258,0,0,0,0,0,0,0,0,0,0,0,0,0.855618741800742
"108",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"109",0,0,0,0,0.0874946833324217,0.912505316667578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912505316667578
"110",0,0,0,0,0,0,0.0749485922429549,0,0,0,0,0,0,0,0.915269383372555,0,0.00978202438448972,0,0,0.915269383372555
"111",0,0,0.303975985785358,0.0130122960366888,0,0,0.128677442688943,0.523092509252528,0,0,0,0,0,0,0,0.00790225728106432,0.0233395089554177,0,0,0.523092509252528
"112",0,0,0.953737107129932,0,0,0,0.0462628928700679,0,0,0,0,0,0,0,0,0,0,0,0,0.953737107129932
"113",0,0,0.983779075383843,0,0,0,0.0162209246161573,0,0,0,0,0,0,0,0,0,0,0,0,0.983779075383843
"114",0.00774681468965602,0,0,0,0,0,0,0.992253185310344,0,0,0,0,0,0,0,0,0,0,0,0.992253185310344
"115",0,0,0.664696898542187,0.00527496159142732,0,0,0.122583547230984,0.206731218720048,0,0,0,0,0,0,0,0.000713373915353557,0,0,0,0.664696898542187
"116",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"117",0,0,0.965166530632888,0,0,0.0150957222749066,0.0197377470922046,0,0,0,0,0,0,0,0,0,0,0,0,0.965166530632888
"118",0.162901904766262,0.23550055431438,0,0.236630651711113,0.0196292266844453,0.139104382812792,0,0,0.0689795729952966,0,0,0.118980403652917,0,0,0,0.0182733030627949,0,0,0,0.236630651711113
"119",0,0,0.920439726413387,0,0,0,0.0795602735866126,0,0,0,0,0,0,0,0,0,0,0,0,0.920439726413387
"120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"121",0,0,0,0,0.0322198458171122,0.227167719998528,0.705800685980876,0,0,0.0154026130538976,0,0,0,0,0,0,0,0.0194091351495867,0,0.705800685980876
"122",0,0,0.911479652526182,0,0,0.0136158856296834,0.055473180791817,0,0,0,0,0,0,0,0,0.0194312810523176,0,0,0,0.911479652526182
"123",0,0,0,0,0.230573463486738,0.596358558169466,0,0.134947675247695,0,0.0381203030961013,0,0,0,0,0,0,0,0,0,0.596358558169466
"124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"125",0,0,0,0,0.0167703599793483,0.125083485190135,0,0.29590249966514,0.290881286332444,0,0.271362368832933,0,0,0,0,0,0,0,0,0.29590249966514
"126",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"127",0.340026015067068,0.0637783683491047,0,0.376591195445208,0,0,0,0.211568489445526,0,0,0.0080359316930923,0,0,0,0,0,0,0,0,0.376591195445208
"128",0.000157684391713516,0,0,0,0,0,0.00157172173474611,0.014282221453698,0,0.00516524875647549,0,0,0.978823123663367,0,0,0,0,0,0,0.978823123663367
"129",0,0,0,0,0.0882633067742216,0.911736693225778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911736693225778
"130",0,0,0,0,0.0920411624525845,0.519919528912079,0.0165004987963261,0.00598537108405118,0.0124510583353237,0.0323300096524248,0,0.0196455626429852,0.301126808124225,0,0,0,0,0,0,0.519919528912079
"131",0,0,0.163677676805704,0,0.0656399023543411,0.63601208661971,0.115023389161899,0,0.00744746514707315,0,0,0,0,0,0,0.0121994799112736,0,0,0,0.63601208661971
"132",0,0,0,0.0120339039729788,0,0,0,0.370419167948555,0,0,0.617546928078467,0,0,0,0,0,0,0,0,0.617546928078467
"133",0,0,0,0,0.0431439429343815,0.869833325652697,0,0.0870227314129214,0,0,0,0,0,0,0,0,0,0,0,0.869833325652697
"134",0,0,0.938798727348401,0,0,0.0164696424402091,0.0160899134333856,0,0,0,0,0,0,0,0,0.028641716778005,0,0,0,0.938798727348401
"135",0,0,0,0,0.051312125398679,0.948687874601321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948687874601321
"136",0,0,0,0,0.0596270044643802,0.902820290134055,0,0,0,0.037552705401565,0,0,0,0,0,0,0,0,0,0.902820290134055
"137",0.0675020710231917,0.198064815421099,0,0.343359852309431,0.055852514231655,0.177457037418247,0,0.00367738651849083,0.0888976911467577,0.0372967202828367,0,0.0278919116482907,0,0,0,0,0,0,0,0.343359852309431
"138",0,0.215238107985297,0,0.0343834288491798,0,0,0,0.208508187196864,0,0,0.286962229050189,0.23457768815497,0,0,0,0.0203303587635,0,0,0,0.286962229050189
"139",0.133785997531157,0.207219448171702,0,0.255872518672096,0.062813728382666,0.180939629006806,0,0,0.0992812015884539,0.0270944074187962,0,0.0329930692283217,0,0,0,0,0,0,0,0.255872518672096
"140",0,0,0,0,0.0106654630501927,0.885855151314615,0,0.103479385635193,0,0,0,0,0,0,0,0,0,0,0,0.885855151314615
"141",0.0311142040361108,0.243511365830827,0,0.025671134632634,0.214153960399862,0.193921769757841,0,0.207723655964574,0.0652517990168165,0.0186521103613349,0,0,0,0,0,0,0,0,0,0.243511365830827
"142",0,0,0.0164965860265148,0,0.0941509952081399,0.586162500380016,0,0.254288328482258,0.00880821808670262,0.0316172573513833,0,0,0,0,0,0.000870239342423322,0,0,0.0076058751225615,0.586162500380016
"143",0,0,0,0,0.0234647082677925,0.976535291732208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976535291732208
"144",0,0,0,0,0,0,0.708110231913357,0,0,0,0,0,0,0,0,0,0.130893323080251,0.160996445006391,0,0.708110231913357
"145",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"146",0,0,0,0,0.0332048657310693,0.868966669243323,0,0.097828465025607,0,0,0,0,0,0,0,0,0,0,0,0.868966669243323
"147",0.0255901448270488,0.0631549736028756,0,0.0510599623167219,0.0709141023229947,0.189888920253981,0,0.0126317219115888,0.236021387799862,0.350738786964926,0,0,0,0,0,0,0,0,0,0.350738786964926
"148",0,0,0,0,0,0.826576516152985,0,0.173423483847015,0,0,0,0,0,0,0,0,0,0,0,0.826576516152985
"149",0,0,0,0.0127935644382847,0,0,0,0.310509111288784,0,0,0.676697324272931,0,0,0,0,0,0,0,0,0.676697324272931
"150",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"151",0.0302383754669192,0,0,0.0056939156460811,0,0,0,0.964067708887,0,0,0,0,0,0,0,0,0,0,0,0.964067708887
"152",0,0,0.826658273135992,0,0,0,0.173341726864009,0,0,0,0,0,0,0,0,0,0,0,0,0.826658273135992
"153",0,0,0.966571236767674,0,0,0,0.0334287632323257,0,0,0,0,0,0,0,0,0,0,0,0,0.966571236767674
"154",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"155",0.00744124866162926,0.116217161259737,0,0.0544292792353373,0,0.0372688290683827,0,0.0559131070586044,0.0138230182885143,0,0.714907356427795,0,0,0,0,0,0,0,0,0.714907356427795
"156",0,0,0.805447695199561,0,0,0,0.194552304800439,0,0,0,0,0,0,0,0,0,0,0,0,0.805447695199561
"157",0.0210951802316689,0,0,0,0,0,0,0.978904819768331,0,0,0,0,0,0,0,0,0,0,0,0.978904819768331
"158",0,0,0,0,0.0700934827737496,0.929906517226251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929906517226251
"159",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"160",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"162",0,0,0,0,0.07024964602472,0.680126767307372,0,0.231222143017467,0,0.0184014436504414,0,0,0,0,0,0,0,0,0,0.680126767307372
"163",0,0,0,0,0,0,0.73810438654671,0,0,0,0,0,0,0,0,0,0.10555765544926,0.15633795800403,0,0.73810438654671
"164",0,0,0,0,0.0195502824765639,0.825235552268644,0,0.155214165254792,0,0,0,0,0,0,0,0,0,0,0,0.825235552268644
"165",0,0,0.794463007686528,0.00319345396142518,0,0.00923488860133473,0.120866671981265,0,0.00682398180443441,0,0,0,0,0,0,0.0342427835325899,0.0311752124324226,0,0,0.794463007686528
"166",0,0.00527378700166622,0,0.00807409433482789,0.109774249509626,0.676177223338601,0,0.00337704727724237,0.13533509273012,0.00815988074089547,0,0.0538286250670208,0,0,0,0,0,0,0,0.676177223338601
"167",0,0,0,0,0,0.845755221754248,0,0.154244778245752,0,0,0,0,0,0,0,0,0,0,0,0.845755221754248
"168",0,0,0,0,0,0.916899750800769,0,0.0831002491992309,0,0,0,0,0,0,0,0,0,0,0,0.916899750800769
"169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"170",0,0,0,0,0.131860078113318,0.744627902714966,0,0.0970564748144426,0,0.0171658738064673,0,0,0,0,0,0,0,0,0.00928967055080619,0.744627902714966
"171",0,0,0,0,0,0,0,0.0426586759969506,0,0.957341324003049,0,0,0,0,0,0,0,0,0,0.957341324003049
"172",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"173",0,0,0,0,0.0796829827508259,0.747635900439314,0.014472547607042,0,0,0,0,0,0,0,0.158208569202819,0,0,0,0,0.747635900439314
"174",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"175",0,0,0,0,0.0763086122472128,0.923691387752787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923691387752787
"176",0,0,0,0,0,0.00151093226795674,0,0.992084425239148,0,0.00640464249289517,0,0,0,0,0,0,0,0,0,0.992084425239148
"177",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"178",0.0110095794627328,0.00379771198303557,0,0.00864626820293773,0.135269611644583,0.40146848912509,0.30968726186272,0.0212985209714751,0.0407703798618293,0.0304614143978126,0,0,0,0,0,0,0.0375907624877846,0,0,0.40146848912509
"179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"180",0,0,0,0,0.11099432225225,0.879976185364311,0,0,0,0,0,0,0,0,0,0,0,0,0.00902949238343813,0.879976185364311
"181",0,0,0,0,0,0.915210268842243,0,0,0,0,0,0,0,0,0,0,0,0,0.0847897311577572,0.915210268842243
"182",0.000525556371765352,0,0,0.00460722337688259,0.00247951063738569,0.286715270296321,0.0304188521237796,0.00277280771551374,0.0263918687920513,0,0.442241118862155,0,0,0,0.203847791824146,0,0,0,0,0.442241118862155
"183",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"184",0,0,0.119355709955365,0,0.0548165289885911,0.727283369027684,0,0.0631811159103113,0.0126291388409277,0,0,0,0,0,0,0.0154203147312462,0,0,0.00731382254587462,0.727283369027684
"185",0,0,0,0,0.0675207629762139,0.635018746905334,0,0.277169862290488,0,0.0202906278279634,0,0,0,0,0,0,0,0,0,0.635018746905334
"186",0.0102943048197168,0.0551379183457802,0,0.0428925507956367,0.0584450636005712,0.528774917772827,0,0.0031377673501927,0.237161190497626,0.0236225134165663,0,0.0405337734010829,0,0,0,0,0,0,0,0.528774917772827
"187",0.136566453786648,0.320411003262212,0,0.484223142274683,0,0,0,0.0587994006764572,0,0,0,0,0,0,0,0,0,0,0,0.484223142274683
"188",0,0,0,0,0.0242297626860864,0.975770237313914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975770237313914
"189",0,0,0,0,0.0749334598519817,0.825877750367302,0,0,0,0.0917608826371458,0,0,0,0,0,0,0,0,0.00742790714357088,0.825877750367302
"190",0,0,0,0,0.0242877722771611,0.120564115181879,0.0171050576443039,0,0,0,0,0,0,0,0.838043054896656,0,0,0,0,0.838043054896656
"191",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"192",0.0209498471255121,0.00316046279869924,0,0,0.349228883351841,0.28211643182661,0.199552143616638,0.0876977763401329,0.036251818444323,0,0,0,0,0,0,0,0.0210426364962437,0,0,0.349228883351841
"193",0,0,0,0,0.0334661819657795,0.86293714435392,0,0,0,0,0.00763756065086862,0,0,0,0,0,0,0,0.0959591130294317,0.86293714435392
