,Astro,CA1,CA1-ProS,CA2-IG-FC,CA3,CR,CT SUB,Car3,DG,Endo,L2 IT ENTl,L2 IT ENTm,L2 IT PAR,L2_3 IT APr,L2_3 IT CTX,L2_3 IT ENTl,L2_3 IT HATA,L2_3 IT PPP,L2_3 IT ProS,L2_3 IT RSP,L2_3 IT RSPv,L3 IT ENTl,L3 IT ENTm,L4 RSP-ACA,L4_5 IT CTX,L5 IT CTX,L5 IT TPE-ENT,L5 NP CT CTX ,L5 NP CTX,L5 PPP,L5 PT CTX,L5_6 IT CTX,L6 CT CTX,L6 IT CTX,L6 IT ENTl,L6b CTX,L6b_CT ENT,Lamp5,Lamp5 Lhx6,Meis2 HPF,Micro-PVM,NP PPP,NP SUB,Ndnf HPF,Oligo,Pax6,Pvalb,SMC-Peri,SUB,SUB-ProS,Sncg,Sst,Sst Chodl,Vip
10,0.24371193,0.009757671,6.651497e-09,0.01236922,4.683772e-06,0.0009777576,1.8118472e-08,1.2492379e-08,4.4032447e-08,5.160271e-09,3.201123e-09,2.9819691e-09,0.009317805,9.521455e-05,0.110131346,1.2358868e-08,0.02182581,1.5849603e-08,8.651736e-09,3.3257468e-08,1.2545314e-08,6.5942496e-09,4.818856e-09,1.0053523e-08,0.18327545,5.649071e-09,3.2688405e-08,1.7957564e-08,2.8687823e-09,4.7409174e-09,3.9869485e-09,1.2454041e-08,0.08334526,9.344987e-09,2.981334e-08,2.5646592e-09,0.011900288,0.24425739,0.04706849,1.3031367e-08,9.818547e-10,0.006999192,1.26609265e-08,2.267751e-09,0.00050480716,1.0455009e-07,8.4765667e-10,0.0016177536,1.8398437e-08,1.0340958e-08,1.0579186e-09,5.5409155e-10,0.012839606,5.4312216e-10
11,2.9189315e-10,0.010838423,4.7610373e-09,1.151119e-08,1.8058813e-08,1.1238983e-08,1.2227965e-08,1.514499e-08,4.165548e-09,4.5719917e-10,1.2244924e-07,7.900599e-09,2.0815885e-07,1.6446656e-08,0.11082324,5.3394665e-08,1.0402292e-08,1.608565e-08,4.267569e-09,0.052645367,3.9415482e-08,0.020860326,3.2060978e-08,3.1658196e-08,0.12616028,0.08795462,0.03543296,8.535055e-09,5.74352e-09,0.0010655889,4.762701e-08,0.25767425,1.2330218e-08,0.07613762,3.8914707e-09,2.033054e-09,9.537254e-09,7.5546697e-10,6.5532286e-09,0.006272814,1.3621458e-10,3.635826e-09,6.8889765e-09,6.167704e-09,5.340786e-10,7.922208e-09,0.029099263,9.036444e-10,6.1546864e-08,7.5507955e-09,4.2446118e-09,7.0825673e-10,4.276992e-10,0.18503456
12,5.010123e-10,9.951088e-09,2.598087e-09,2.9868128e-09,3.526937e-09,0.0081682205,0.06519397,5.8621525e-09,2.9398964e-06,2.6391306e-10,0.07073576,1.792916e-08,6.2248198e-09,6.4873835e-09,2.718602e-09,0.01029422,4.420438e-09,1.574749e-08,5.9225997e-09,1.164722e-08,0.020428598,8.231738e-09,3.4899504e-08,5.38831e-09,2.499443e-09,3.7413184e-09,4.0369503e-09,0.033970583,0.0022216777,8.255772e-09,4.1524757e-09,3.9837205e-09,0.11790616,3.7789056e-09,3.1694156e-09,4.5180335e-09,1.5920323e-08,9.447496e-10,6.6884196e-09,2.6158007e-08,6.4636085e-10,0.0012848524,1.1240932e-08,0.08280094,2.6670738e-10,3.6700856e-09,2.7051811e-08,1.3964803e-09,2.7428522e-09,9.421588e-09,0.14422078,0.2197152,1.3374371e-07,0.22305568
13,3.379132e-10,0.009829698,1.4168443e-08,1.882957e-09,5.222371e-09,1.1653101e-08,4.0322483e-09,8.921293e-09,3.466632e-09,1.973421e-10,3.71537e-09,2.587956e-08,3.346649e-08,6.391404e-08,0.18878165,3.967531e-09,7.466197e-09,1.1252584e-08,1.1610494e-08,0.031727705,3.1195174e-08,3.2922898e-09,3.3493797e-09,3.512215e-09,2.4090814e-09,2.3663485e-09,5.8364593e-09,2.1187334e-09,1.5564113e-09,0.0075118234,6.544154e-09,3.0817857e-09,1.9024637e-09,0.11616749,0.03611653,1.7054573e-09,3.6319454e-09,0.026701508,0.096379034,0.008915434,1.730591e-10,3.5413557e-09,3.179551e-09,0.04728869,1.9812486e-10,0.23065418,3.295296e-09,3.685865e-10,0.0843428,5.0863074e-09,0.11558321,6.357745e-10,3.9202236e-10,8.497384e-10
14,9.325839e-10,1.2599741e-08,7.93348e-07,4.620038e-09,4.5720348e-09,2.0763393e-09,6.19195e-09,2.4205907e-08,1.259848e-08,3.0010927e-10,5.492086e-09,5.1619815e-09,4.0622172e-09,2.4051758e-08,0.06045695,5.277313e-09,3.4068535e-09,8.452655e-09,9.561949e-09,0.06686166,0.0014807668,5.3052984e-09,6.921172e-09,1.9786137e-08,0.29107898,1.249835e-07,3.9416737e-09,3.1097394e-09,1.8412604e-09,2.9023557e-09,4.264631e-09,0.12830856,6.1634586e-09,0.10412798,0.014271204,2.14103e-09,1.4390553e-08,8.445902e-09,1.9329653e-09,1.4494625e-09,4.396843e-10,2.5006042e-09,2.3442017e-09,1.0493024e-09,2.7124153e-10,1.1531301e-09,1.2769574e-09,5.9605065e-10,7.1298825e-09,6.7417547e-09,0.039540585,7.045491e-10,1.9608957e-09,0.2938722
15,5.067236e-10,0.28278026,0.06122982,2.2180249e-08,6.0273515e-09,2.6799363e-09,1.2942532e-08,2.8173147e-08,5.160615e-09,5.37068e-10,1.0777876e-08,5.260999e-09,0.008191653,9.339124e-07,0.008276681,4.9104262e-08,0.007909313,2.3716641e-08,8.330732e-09,1.4070712e-08,1.732417e-08,3.071435e-08,1.142099e-08,0.00013646552,0.011800391,8.503608e-09,0.089041926,8.9005345e-09,1.8263481e-08,7.0035933e-09,0.016526835,4.275989e-07,5.7621503e-09,0.32640466,1.0850709e-08,7.7526225e-09,1.9162107e-08,1.5635712e-09,6.2882344e-09,8.281596e-09,2.3921923e-10,4.3250643e-09,3.6759573e-09,4.757053e-09,6.4811306e-10,2.4965944e-08,4.0980845e-09,2.0770996e-09,0.026528671,0.016829805,3.5602685e-09,1.4988083e-09,9.446902e-10,0.14434187
16,2.2257256e-10,7.344393e-08,7.732335e-09,3.0772078e-09,0.008302486,0.0006191259,0.026078105,0.000322886,5.005215e-09,1.7418515e-10,3.448173e-08,0.0021069248,1.1223864e-08,1.5645734e-08,2.1367924e-08,9.62938e-09,5.4720752e-09,3.8885045e-08,3.0074492e-08,0.03770902,0.023018043,2.0697447e-08,0.01562301,1.5341307e-08,0.18555105,0.17401683,6.2641064e-08,3.1071885e-08,1.5176177e-08,6.7207133e-09,1.2617299e-08,0.24813773,0.057495043,0.027037157,7.672061e-09,3.9288635e-09,0.026923763,5.9361605e-10,1.8744504e-09,1.2668949e-07,1.3679072e-10,0.017655669,5.6802662e-08,7.078246e-09,2.6506114e-10,3.0619212e-09,1.5869257e-09,3.9531337e-10,3.013093e-08,4.2669637e-08,1.0316022e-09,0.14940245,8.550238e-10,5.535554e-10
17,0.035128616,4.4340256e-09,5.0282356e-09,3.991922e-09,1.696855e-08,0.0008256975,4.2036694e-09,2.4058338e-09,3.233403e-08,2.2352402e-10,1.1227487e-08,9.866427e-08,3.0174745e-09,6.7039645e-09,2.4713236e-09,3.1459486e-09,2.9577851e-09,2.4840325e-08,4.705913e-09,0.033724975,8.0519385e-08,4.2726453e-09,4.9321667e-09,0.017022673,0.17442343,6.5735155e-09,2.3915914e-09,0.08776927,0.21459544,1.8646329e-08,1.0228276e-08,2.8579368e-09,3.12379e-09,1.8187845e-09,3.0335805e-09,2.647338e-09,2.879646e-09,6.335264e-10,0.015999595,0.0027673508,1.5512616e-10,1.33019835e-08,0.047943845,0.0030802903,2.750184e-10,2.3028086e-08,0.20797549,1.4794378e-05,1.1814827e-08,8.269216e-09,1.2889868e-08,7.763658e-10,3.4506314e-10,0.15872817
18,5.4983457e-10,3.3735017e-08,3.8455767e-08,4.753528e-09,5.8000182e-09,0.00022878619,1.5889924e-08,6.4010375e-09,0.09876027,4.441457e-10,0.013300108,8.9567695e-09,8.486249e-09,0.05056217,5.302264e-09,9.1323615e-09,3.7762074e-08,7.378953e-07,7.204026e-09,5.617643e-09,1.2046023e-08,1.9512848e-08,2.3676222e-08,3.9562124e-08,0.13050748,1.34169005e-08,8.711786e-09,1.00538045e-07,0.08413405,8.608461e-09,5.7684866e-09,6.5658003e-09,4.5786925e-09,6.44955e-09,4.691776e-09,2.6385911e-09,1.6287741e-08,0.07367123,0.03779904,7.817203e-08,2.8523872e-10,5.0707016e-09,9.984316e-09,0.07645508,4.994016e-10,0.38070405,1.5960572e-09,9.40128e-10,1.6962266e-08,0.004580189,0.049296293,1.2105813e-09,6.8025185e-10,2.0602926e-09
19,0.31844446,0.046882514,0.032183055,1.9843336e-08,1.5147828e-08,4.0384736e-09,1.2998049e-08,4.135844e-09,5.97126e-09,6.649456e-10,0.05512619,6.7673276e-09,5.214172e-08,1.7447558e-08,4.3956017e-09,8.841085e-09,0.0530937,2.9373913e-08,0.0036285303,3.4803673e-09,5.9852683e-09,2.1684505e-08,1.0423028e-08,0.0075181364,0.07358226,0.02193474,0.034605253,3.5500033e-08,0.2512434,2.1497543e-08,2.0230228e-08,4.1744714e-09,4.6003517e-09,3.759662e-09,6.345331e-09,0.02581465,0.014363433,9.148461e-10,2.537355e-09,1.0905958e-08,2.1562265e-09,0.007523846,0.0042136894,2.2264979e-09,6.2940053e-10,2.6916762e-09,1.2767286e-09,4.8570716e-09,0.029420655,0.017396031,1.8683348e-09,9.78132e-10,5.3171817e-10,0.0030253357
20,3.0245353e-10,0.013953176,8.582466e-09,2.6948836e-09,0.008795511,1.247106e-05,6.6179187e-09,5.825755e-09,2.879332e-08,2.7057856e-10,0.026545897,1.7868395e-07,0.014959878,1.08963455e-07,0.120546386,0.048472047,1.7809948e-07,5.9781414e-08,5.7825357e-08,7.355612e-09,1.0154575e-08,4.597331e-09,6.0282663e-09,1.555499e-08,4.3883865e-09,4.6397823e-09,0.013604486,3.1798173e-09,2.6973543e-09,2.7170676e-08,4.351961e-09,4.133563e-09,3.1756835e-09,1.38056e-08,0.0023955253,5.339523e-09,8.8051e-09,0.011722058,0.031141488,2.0323395e-08,1.5720998e-10,1.2048666e-08,6.4792056e-09,0.022888765,3.0384936e-10,0.09673788,1.0993632e-08,6.5055766e-10,9.792225e-09,0.0020433113,0.21310902,0.30082303,9.5439894e-08,0.072248206
21,0.07834981,2.2242794e-08,8.198266e-07,0.014766385,1.5204424e-09,0.0068827504,2.2692324e-08,2.3002185e-09,2.65371e-09,4.0321652e-10,2.4510927e-09,1.9949802e-09,5.310448e-09,0.013739051,4.4873736e-09,3.8249297e-09,3.834049e-09,5.556508e-09,6.848845e-09,0.09893051,0.045367867,2.9795373e-08,2.0774527e-08,0.0093318755,2.7173013e-09,6.7953914e-09,7.719121e-09,0.059716,5.2090416e-09,0.05032602,0.3340883,4.49282e-09,0.08394431,4.217525e-09,3.4478016e-09,4.121556e-09,3.9633403e-09,5.9756283e-10,1.6458929e-09,2.4555475e-09,2.845662e-10,6.798159e-09,1.5757584e-08,1.455495e-09,3.3661676e-10,2.0745854e-09,1.4894356e-09,2.2428426e-09,0.13004462,0.074511535,7.548665e-10,5.696033e-10,3.2865005e-10,5.0041604e-10
22,1.9287935e-10,0.10261348,6.0688015e-09,3.8791934e-09,8.8018774e-09,5.902556e-09,4.093599e-08,2.9509525e-08,7.0708417e-09,1.555959e-10,3.9033516e-06,2.5195773e-08,4.4267168e-08,5.725337e-09,0.20501134,2.9445994e-08,4.8656434e-09,1.1017544e-08,8.424565e-09,0.051950995,2.6786356e-08,1.0109198e-08,1.3755427e-08,7.848183e-09,6.5927708e-09,4.683658e-06,0.022131214,0.08662843,0.23718677,3.198752e-09,1.310763e-08,0.036989816,0.21122794,8.911163e-08,5.6649645e-09,1.45269645e-08,6.034035e-08,4.5959514e-10,1.2915518e-09,3.1638834e-09,1.1389547e-10,3.399639e-08,0.046250977,1.7793512e-09,2.508953e-10,1.3146197e-09,7.3292084e-10,4.3206028e-10,7.399406e-09,6.5029084e-09,6.4213734e-10,5.1090165e-10,2.6373742e-10,4.151384e-10
23,0.0017431004,0.032930363,1.3504364e-08,1.2180853e-07,2.985585e-08,0.018966138,1.891299e-08,0.006813739,5.5338663e-08,0.016182665,9.031573e-09,8.558818e-09,5.8107554e-09,2.5304732e-07,0.17469338,1.832879e-08,0.012811317,2.6741716e-08,5.63567e-09,0.14541574,0.00535927,3.2461603e-08,1.20999735e-08,0.028691318,4.656426e-09,8.95788e-09,3.9772158e-07,1.3375514e-08,2.694964e-09,0.019557597,0.17728359,0.022393888,0.063102506,8.725317e-09,0.019543124,0.0020250801,8.974855e-09,4.2772016e-10,1.6960242e-09,0.00834833,2.237171e-06,2.3313476e-08,5.205231e-09,2.2773647e-09,4.6836834e-10,3.217864e-09,1.9102506e-09,0.123477474,0.0034805008,0.0085510975,0.01536783,0.06053327,5.186758e-10,0.032725465
24,0.009281905,1.7891352e-07,1.7702753e-08,0.0062609673,8.855692e-09,0.0131287845,1.0395481e-07,0.012490754,3.193221e-08,6.232316e-10,3.4380946e-08,1.0503882e-08,0.0047781365,0.0093741,0.19829232,9.871877e-08,0.0037706117,3.7870077e-08,1.1404082e-08,0.06369297,1.0906082e-07,8.761432e-09,1.0187301e-08,6.433741e-08,3.0373698e-08,0.014358233,1.0766551e-07,0.00050687324,0.052815165,0.00067031814,1.868845e-08,0.19764449,0.011613117,0.07073967,6.469975e-09,0.09667077,2.2673194e-07,3.85664e-10,8.6745405e-10,0.0002237366,1.2296354e-08,2.1675319e-06,0.021241028,2.3118432e-09,0.2046625,1.4974418e-09,8.7587987e-10,3.921967e-07,9.571671e-09,0.007779908,7.3510076e-10,4.3989476e-10,2.4215557e-10,4.1620482e-10
25,1.7165956e-10,0.003746067,4.0582155e-09,3.7488483e-09,1.7037365e-08,0.0024572243,0.029254403,2.2542415e-09,4.6079998e-09,1.916126e-10,0.015864264,0.0016810278,6.8389625e-08,0.0040050694,0.024497045,5.1352846e-09,4.95572e-09,1.4137553e-08,5.125904e-09,0.011008083,0.02413284,5.06723e-09,1.2637705e-08,0.015387106,2.9596763e-09,4.8581117e-09,1.23192265e-08,8.276416e-09,0.0065912087,1.1486544e-08,0.007357607,6.6567436e-09,0.15518281,0.023462793,6.986984e-09,5.2082396e-09,0.036494195,0.17707445,0.17440556,0.0007321438,1.14178084e-10,6.401715e-07,7.0901316e-09,0.09019775,1.4078097e-10,0.17440686,6.0398118e-09,4.6869586e-10,0.005717322,0.0068838317,0.0016217213,7.8620527e-10,0.0078379065,1.0547246e-09
26,3.6717912e-10,5.7772307e-09,8.636692e-09,5.476554e-09,9.6235135e-09,6.2852754e-09,2.0984354e-08,0.3244374,3.7293484e-09,3.4177333e-10,0.0028435457,0.012695482,0.0041794833,4.3817523e-09,3.641017e-09,2.5167209e-08,4.525958e-08,5.118912e-09,6.317071e-09,3.0506948e-09,5.9367578e-09,1.530074e-08,0.03734478,2.8475984e-09,2.8465421e-09,7.039332e-09,0.02493437,4.1928776e-09,3.4172958e-09,0.0008468255,2.501574e-08,1.0538676e-08,1.1328581e-06,0.025958728,0.0042536044,0.32610014,0.16393128,5.658664e-10,1.0270708e-09,1.7870394e-09,2.1898312e-10,0.071931936,1.3748015e-08,2.4806266e-09,2.8030356e-10,1.7822384e-09,1.1316734e-09,5.4184773e-10,0.0005410933,7.819003e-08,8.8511765e-10,7.611188e-10,3.9000334e-10,5.8502275e-10
27,7.0616335e-10,0.0071840407,3.4702357e-08,5.6790466e-09,3.151657e-08,3.192752e-09,8.2519085e-09,1.7364473e-08,0.006845355,5.5764393e-10,1.9434147e-08,8.680263e-08,4.4911108e-08,1.9745777e-07,0.47548723,2.2650437e-07,1.3993645e-08,1.9360078e-08,0.02361621,1.7285712e-08,1.1847823e-08,6.9486212e-09,6.8518946e-09,5.389165e-09,5.7539786e-09,6.3207923e-09,7.7256335e-09,5.4699982e-09,3.7239327e-09,8.181166e-09,1.5620563e-08,7.550032e-09,4.7516027e-09,0.08943713,0.01074147,3.2083431e-09,6.6967467e-09,1.6694736e-09,7.015921e-09,6.483787e-09,3.0011488e-10,4.482471e-09,4.7336557e-09,7.0443544e-09,6.8074335e-10,1.06688995e-08,0.3866879,1.1619291e-09,1.4489922e-08,1.2204005e-08,3.154719e-09,2.0414532e-09,8.3757784e-10,1.4826544e-09
28,4.202065e-10,4.6178688e-09,4.9463833e-09,2.7594278e-09,5.7422556e-09,3.4232606e-08,1.1329637e-07,2.115106e-09,4.2136294e-09,4.4081172e-10,4.923426e-09,9.117161e-09,4.5413007e-09,1.2704538e-08,2.6441216e-09,4.9000204e-09,4.9940105e-09,1.3696532e-08,6.4718226e-09,3.6578647e-09,1.7107713e-08,4.6628685e-08,5.1473144e-08,2.2400796e-08,3.2531864e-09,3.7423518e-09,3.566842e-09,1.2218235e-06,0.04157301,1.5771988e-07,6.9477215e-09,2.3733333e-09,3.6106493e-09,2.7111988e-09,4.845922e-09,3.8421235e-09,6.835436e-09,0.3204504,0.14488883,8.84542e-07,3.0647102e-10,0.11022116,0.028354732,0.05949407,4.3032652e-10,0.044644322,0.24469647,9.056002e-10,0.0056742798,7.949654e-09,6.2709833e-09,1.996867e-09,1.1010474e-09,5.247291e-09
29,1.1369123e-09,5.0298254e-09,6.4875807e-09,7.826093e-09,5.428365e-09,4.466071e-09,6.5200187e-09,7.2179716e-09,4.9747166e-09,4.2653464e-10,0.010665566,0.0056076846,1.383595e-08,1.5148537e-08,7.876679e-09,1.23610615e-08,6.372459e-09,0.0048063784,8.439858e-09,1.6856422e-08,0.019650187,2.8787525e-08,2.8619366e-08,0.011601554,0.12278832,5.7424967e-09,5.117664e-09,7.0406485e-09,7.0209762e-09,1.987465e-08,8.8717655e-09,5.4780718e-09,3.6718524e-09,6.2646e-09,5.793787e-09,2.9671696e-09,6.4766756e-09,0.54694504,0.08534534,0.005961629,3.1267489e-10,5.607403e-09,7.1684627e-09,0.13103688,5.399261e-10,0.037899565,6.9434223e-09,8.5041096e-10,1.717515e-08,0.01769165,2.1300217e-08,1.7157775e-09,1.3050042e-08,2.0538027e-09
