"","cell_ID","Ext_L23","Oligo_2","Astro_THAL_med","Inh_Sst","Inh_6","Inh_Meis2_3","Micro","Ext_L5_2","Ext_Pir","Astro_AMY","Inh_2","Inh_1","Inh_Pvalb","Inh_Lamp5","Ext_L25","Nb_2","Ext_Thal_1","Ext_L56","Ext_Unk_3","Inh_3","Ext_Amy_2","Ext_Thal_2","Ext_L5_1","Unk_1","OPC_1","Astro_AMY_CTX","Ext_Hpc_DG1","Astro_HYPO","Inh_4","Inh_Meis2_1","Ext_Hpc_DG2","Inh_Meis2_2","Ext_Hpc_CA1","Ext_L6B","Astro_CTX","Ext_Amy_1","Astro_WM","Oligo_1","Ext_L6","Astro_THAL_lat","Nb_1","LowQ_2","Inh_Vip","Astro_HPC","Ext_ClauPyr","OPC_2","Inh_5","Ext_Hpc_CA3","Inh_Meis2_4"
"48","exper1_location_47",0.188229481208889,0,0,0,0,0.0477932310422108,0,0.16118159880046,0.0657288590969634,0,0,0,0,0,0.00201371855681281,0,0,0,0,0,0,0.038941923375719,0,0,0,0,0,0,0,0,0.0984337954219497,0,0,0.153919032402742,0,0,0,0,0,0.0555945402243378,0,0.045908119005122,0,0.0551460553421939,0.0558456771164995,0,0.0312639684061002,0,0
"49","exper1_location_48",0,0,0,0.0345657985896281,0.0461416466003138,0.0530453131351441,0,0.023590135940539,0.149639463414606,0,0,0,0,0,0.0711998220458852,0,0,0.0630702048501441,0,0,0,0,0,0,0,0.0547363744078625,0,0,0.0623975236432378,0,0,0,0,0.293536608203068,0,0.0981018195412267,0,0,0,0,0,0,0,0,0.0499752896283447,0,0,0,0
"50","exper1_location_49",0,0,0,0,0,0.0543934123789413,0,0.244426636839094,0,0.0473196977907063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483520996510764,0,0.0368588903595128,0,0,0,0,0,0,0,0.0255554514135565,0.076618648009319,0,0.0313062666981064,0,0
"51","exper1_location_50",0,0,0,0,0.0353244763869823,0,0,0,0,0,0,0,0,0,0.0152253075761953,0.0527370621421004,0.0970110861077999,0,0,0,0.182056981118257,2.08475573479852e-19,0,0,0,0.0577546718555156,0,0,0,0,0.0388673595921534,0,0,0,0,0.107893310287143,0,0,0,0,0,0,0,0,0.286671795579554,0,0,0,0.1264579493543
"52","exper1_location_51",0.0210278163038803,0,0,0,0.058269025309153,0,0,0,0,0.043591542071409,0,0.091960160106577,0,0,0,0,0.0950375654653565,0,0,0,0.0635951467630851,0,0,0,0.0361197120054695,0,0.0036500815514235,0,0,0.0352985957028258,0.0748055298458678,0,0,0,0,0.0504366452769196,0,0,0.039057869251379,0,0,0,0,0,0.343587570432866,0,0,0,0.0435627399137878
"53","exper1_location_52",0,0,0,0,0,0,0,0.10457342408397,0,0,0.0819656757140562,0,0,0,0,0,0.0656414307663682,0,0,0,0,0,0,0,0,0,0.299751978317746,0,0,0,0,0,0.014136183058224,0,0,0.0526179878846481,0.0480799773960013,0,0,0,0,0,0,0,0.158245536885439,0,0.041266725354997,0,0.133721080538549
"54","exper1_location_53",0,0,0,0,0.0158567146682246,0,0,0.0751106315970265,0,0,0.0849578847477219,0,0,0,0.0148542916714719,0.0407333524705419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235074953348484,0.174165184338786,0,0,0,0,0,0.0179528937128777,0,0,0,0,0,0,0.0265580098080782,0.429900221313381,0,0.0964033203370411,0,0
"55","exper1_location_54",0,0,0,0,0.0562761685476749,0,0,0.277595666862382,0,0,0,0,0.151573550105411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451914606909712,0.0874512618262438,0,0,0,0,0.0621956027549786,0.07177752273466,0,0,0,0,0,0,0,0.214723953468682,0,0.0332148130089964,0,0
"56","exper1_location_55",0,0,0,0,0.102694533208381,0,0,0.0945380263583522,0,0,0,0,0.160469763788043,0,0,0,0,0,0,0,-2.71230821184566e-18,0,0.157296708448498,0,0,0.056164636340738,0,0,0,0,0.143015029069402,0,0,0,0,0.0861226354008289,0.0288027257664386,0,0,0,0,0,0,0,0.0871762371458848,0,0.0837197044734338,0,0
"57","exper1_location_56",0,0,0,0,0.0480046061756827,0,0,0.154089427637043,0,0.0324007567416073,0,0,0.242317172607252,0,0,0.0404712238090468,0,0,0,0,0,0,0,0,0,0.0485881865588623,0.0399924808425136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394136145627993,0,0,0,0
"58","exper1_location_57",0,0,0,0,0.0623396121616817,0,0,0.16943754250903,0,0,0,0,0.150096586372483,0,0,0.0372531261437385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171752444444969,0.0633107491992446,0,0,0,0,0.0647414283087844,0,0,0,0,0,0.0344916687870334,2.10170574517641e-21,0.199003984072969,0,0.0475728580000662,0,0
"59","exper1_location_58",0,0,0,0,0.0318919493714317,0,0,0.276825396534499,0,0,0.140745374379691,0,0.0530226314097224,0.0439005470437982,0,0,0,0,0,0,0,0,0,0,0,0.0808577648034143,0,0,0,0,0.198260946712518,0,0,0,0,0,0.0571587099191549,0,0,0,0,0,0,0,0.114805317425837,0,0.0025313623999325,0,0
"60","exper1_location_59",0,0,0,0,0.0750301206806,0,0,0.259888745221844,0,0,0.0265449483449041,0,0.0938001190164977,0,0,0,0,6.93268817102585e-05,0,0,0,0,0,0,0,0.0634172609355624,0.104837107290322,0,0,0,0,0,0,0,0,0,0.0101894461920499,0,0,0,0,0,0,0,0.283966549243936,0,0.0822563761925731,0,0
"61","exper1_location_60",0,0,0,0.0133632495118561,0.0577521788834091,0,0,0.176955066051733,0,0.0627411214920689,0,0,0.0492036397138327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538473918938295,0,0,0.0264793122950032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324381079835998,0.365242963218375,0,0.161976968956294,0,0
"62","exper1_location_61",0,0,0,0,0.0805814827906104,0,0,0.252866382927684,0,0,0,0,0.159101900935108,0,0,0,0,0,3.0693666466342e-19,0,0.00402642900447716,0,0,0,0,0.0330574805074427,0,0,0.0665599781815274,0.0335379239485379,0.0775414070906959,0,0,0,0,0.0966201394484021,0.0327036664417223,0,0.0473448951934659,0,0.00261462626224416,0,0,0,0.113443687268082,0,0,0,0
"63","exper1_location_62",0,0,0,0,0.0435002086559595,0.0459360086384273,0,0.15883976618743,0,0,0,0,0.0547995046285874,0,0,0,0,0.0385515223026171,0.00172549951666725,0,0,0.0439340802776534,0,0,0,0.0699285751466218,0,0,0,0,0.053324751775978,0.11126892488281,0,0.0414794476331472,0,0,0,0,0.131785912615986,0,0,0,0,0,0.151554020275688,0,0.0533717774624265,0,0
"64","exper1_location_63",0,0,0,0,0.0231704425505782,0.0757531944997361,0,0.0822913109414347,0,0,0,0,0,0,0,0,0.187142377725403,0,0,0,0,0.157332462949274,0,0,0,0,0,0,0,0,0.0495548598476285,0,0,0.100774771434292,0,0,0.0406980297134951,0,0.11052851528799,0,0,0,0,0,0.172754035050168,0,0,0,0
"65","exper1_location_64",0,0,0,0,0.0901305893629735,0.112295305375951,0,0.145181250259225,0,0,0,0,0,0,0,0,0.0677198383394723,0.0574270428254808,0.0270829574967971,0,0,0.22586702532148,0,0,0,0,0.0388908125369914,0,0,0,0,0,0,0.0455500792063791,0,0,0,0,0.110017338867728,0,0,0,0,0,0.079837760407522,0,0,0,0
"66","exper1_location_65",0,0,0,0,0.0333937409595406,0,0,0.156951920813903,0,0,0,0,0,0,0,0,0.0804266080447181,0,0,0,0,0.347147307665661,0,0,0,0,0,0,0,0,0.0598794753398956,0,0,0.115872530175411,0,0,0,0,0.146784296717614,0,0,0,0,0,0.0595441202832564,0,0,0,0
"67","exper1_location_66",0,0,0,0,0.0578925318983303,0,0,0.240677607639693,0.113025940714673,0,0,0,0,0,0,0,0,0,0,0,0,0.279636371895342,0,0,0,0.0513157397945781,0,0,0,0,0.0625287926540385,0,0,0,0,0,0,0,0.119885472387235,0,0,0,0,0,0.0750375430161098,0,0,0,0
"68","exper1_location_67",0.101673848783136,0,0,0,0.0454863164431344,0,0,0.144336633396685,0,0,0,0,0,0,0.00871095106342069,0,0.0440194389285564,0,0,0,0,0.223852317407564,0,0,0.0281524283767421,0,0.0232883146566813,0,0,0,0,0,0,0,0,0,0.0486096864799067,0,0.128942783014068,0,0,0,0,0,0.136905979405342,0,0.0660213020447644,0,0
"69","exper1_location_68",0,0,0,0,0.0889467267153547,0,0,0.116009448865951,0,0,0,0,0,0,0,0,0,0,0.0380848092970554,0,0,0.118645886796087,0,0,0,0,0,0.0442328876689196,0,0,0.102908516665499,0,0,0,0,0,0.0284133206917137,0,0.279124475116094,0,0,0,0,0,0.120004478693443,0,0.063629449489882,0,0
"70","exper1_location_69",0,0.0264075736550768,0.0356472467355731,0,0.0883073823795103,0,0,0.127468550829809,0,0,0,0,0,0,0.0503983001276548,0,0,0.093809914611534,0,0,0,0.161487081113676,0.0757742648712332,0,0,0.0360594269914911,0,0,0,0,0.091204684050527,0,0,0.0234932209769662,0,0,0,0,2.80911697799641e-19,0,0,0,0,0,0.137785835181686,0,0.0521565184752616,0,0
"71","exper1_location_70",0,0,0,0,0.0582844846533008,0.059690950768558,0,0.131891986631379,0.0810119291023278,0,0,0,0,0,0,0.0341370346621035,0.0223911572515877,0,0,0,0,0.165137085927854,0,0,0,0,0,0,0,0,0,0,0,0.118738330438653,0,0,0,0,0,0.0621605279800401,0,0.0903717210872119,0,0,0.122276954989284,0,0.0539078365077002,0,0
