"","cell_ID","pancreatic acinar cell","type B pancreatic cell","pancreatic D cell","pancreatic stellate cell","pancreatic ductal cell","pancreatic A cell","pancreatic epsilon cell","pancreatic PP cell","endothelial cell","mast cell"
"71","70",0,0,0,0,0,0.561440231480152,0.438559768519848,0,0,0
"72","71",0,0,0,0,0.6489540026045,0.3510459973955,0,0,0,0
"73","72",0.471443006205783,0,0,0,0.367450258142057,0.16110673565216,0,0,0,0
"74","73",0.306932370200798,0,0.260524589578939,0,0.432543040220263,0,0,0,0,0
"75","74",0,0.134798902492554,0,0,0,0.865201097507446,0,0,0,0
"76","75",0.493402861498398,0,0,0,0.174903653063315,0.331693485438287,0,0,0,0
"77","76",0,0,0,0,0.292621806147939,0.707378193852061,0,0,0,0
"78","77",0.114473964162823,0.139176566085877,0,0.194217043949776,0.448021965435248,0.104110460366277,0,0,0,0
"79","78",0.564726872776042,0,0,0,0,0.435273127223958,0,0,0,0
"80","79",0,0.224206029810135,0,0,0,0.685758075106341,0,0.0900358950835241,0,0
"81","80",0.41540871195297,0,0.58459128804703,0,0,0,0,0,0,0
"82","81",0,0.348446313634153,0.468096156573587,0,0,0.183457529792259,0,0,0,0
"83","82",0,0,0,0,0,1,0,0,0,0
"84","83",0,0,0,0.180803804634263,0,0.819196195365737,0,0,0,0
"85","84",0.266104506748209,0.32641644837461,0,0,0.31198645837149,0.0954925865056912,0,0,0,0
"86","85",0.177248320227792,0.189290982263613,0,0,0.633460697508595,0,0,0,0,0
"87","86",0,0,0,0,0.790635021568507,0.209364978431493,0,0,0,0
"88","87",0,0,0,0,0.573017466441606,0.223691799443824,0,0.203290734114569,0,0
"89","88",0,0.341002047922384,0,0,0,0.658997952077616,0,0,0,0
"90","89",0.439889574572751,0,0,0,0.290201033727557,0.269909391699692,0,0,0,0
"91","90",0,0,0,0,0,0.507080742236755,0,0.492919257763245,0,0
"92","91",0,0,0,0,0,1,0,0,0,0
"93","92",0,0,0,0,0.475653344351402,0.194751382510683,0,0.329595273137915,0,0
"94","93",0,0.24808721867167,0.444613836777975,0,0,0.307298944550355,0,0,0,0
"95","94",0.382738071890541,0,0,0,0.38008298040516,0.237178947704298,0,0,0,0
"96","95",0,0.439434692994863,0,0,0,0.407276129671992,0,0.153289177333145,0,0
"97","96",0,0.482090447201795,0,0,0,0.336296429613899,0,0.181613123184306,0,0
"98","97",0,0.829699583077913,0.170300416922087,0,0,0,0,0,0,0
"99","98",0,0.360229090653961,0,0,0,0,0,0.639770909346039,0,0
"100","99",0.509659214690884,0,0,0,0.201343523290375,0.288997262018741,0,0,0,0
"101","100",0,0,0,0,0.945884244284264,0.0541157557157355,0,0,0,0
"102","101",0,0.760774957932719,0,0,0.239225042067281,0,0,0,0,0
"103","102",0,0,0,0,0,0.931638749816979,0,0.0683612501830206,0,0
"104","103",0,0,0,0,0,0.452533968843263,0,0,0.547466031156737,0
"105","104",0.0474617145427328,0,0,0,0.590616919231057,0.272957214658424,0,0.088964151567786,0,0
"106","105",0.388867405354716,0,0,0,0.414087799092873,0.197044795552411,0,0,0,0
"107","106",0.324772543653185,0.282369360989341,0,0,0.164062847573608,0.228795247783866,0,0,0,0
"108","107",0,0,0,0,0.209478487134222,0.790521512865778,0,0,0,0
"109","108",0,0,0.453087919590475,0,0.351841039822659,0.195071040586865,0,0,0,0
"110","109",0.263017676865675,0.132054872648653,0.204723577166779,0,0,0.400203873318893,0,0,0,0
"111","110",0,0.0553993977769483,0,0.445640402992023,0,0,0,0.498960199231028,0,0
"112","111",0,0,0.243603547989197,0,0,0.555649700509689,0,0.200746751501114,0,0
"113","112",0.462257278349433,0,0,0.210291964803899,0,0.327450756846668,0,0,0,0
"114","113",0,0,0,0,0.300840032644821,0.220348962363776,0.478811004991403,0,0,0
"115","114",0.146752613773897,0.195445954144219,0,0,0.311480560207087,0.190545026890628,0.155775844984169,0,0,0
"116","115",0,0,0,0,0.235051988746292,0.764948011253708,0,0,0,0
"117","116",0.462511326001296,0,0,0,0,0.537488673998704,0,0,0,0
"118","117",0,0,0,0,0.459519839569847,0.540480160430153,0,0,0,0
"119","118",0,0.708980603269657,0,0,0,0.291019396730343,0,0,0,0
"120","119",0,0,0,0,0.724936820175398,0.275063179824602,0,0,0,0
"121","120",0.510821829005249,0,0,0,0.366229082001462,0.12294908899329,0,0,0,0
"122","121",0.352860195004544,0,0,0,0,0.647139804995456,0,0,0,0
"123","122",0,0.197849637870458,0,0,0,0.802150362129542,0,0,0,0
"124","123",0.109627241675287,0.129986667470595,0.143425336601044,0,0.465977473599651,0,0,0,0.150983280653423,0
"125","124",0.248902294258537,0,0,0,0.545267588418375,0.205830117323088,0,0,0,0
"126","125",0.594686750771863,0.405313249228137,0,0,0,0,0,0,0,0
"127","126",0,0.481304096643018,0,0,0,0.518695903356982,0,0,0,0
"128","127",0,0,0,0,0,0.444398579528858,0.270901546570154,0.284699873900988,0,0
"129","128",0.466784232314128,0.306604658110266,0,0,0,0.226611109575606,0,0,0,0
"130","129",0,0,0,0.232906734247929,0.556824218017,0,0,0.210269047735072,0,0
"131","130",0.498990501179558,0,0,0,0.501009498820442,0,0,0,0,0
"132","131",0,0,0,0,0.632507351692441,0.18904768139527,0,0.178444966912288,0,0
"133","132",0,0.651369955873396,0,0,0,0.348630044126604,0,0,0,0
"134","133",0,0,0.213547053726019,0,0.147699863933849,0.320651046533071,0,0.31810203580706,0,0
"135","134",0,0,0,0,0.634997594036663,0.365002405963337,0,0,0,0
"136","135",0,0,0,0,0.45294403171361,0.54705596828639,0,0,0,0
"137","136",0.421436094763908,0,0,0,0.393172591541038,0.185391313695054,0,0,0,0
"138","137",0,0.309620847419073,0,0,0,0.690379152580927,0,0,0,0
"139","138",0,0.610364495909175,0,0,0,0,0,0.389635504090825,0,0
"140","139",0.448648386897343,0,0.248095992551006,0,0.237078025467133,0.0661775950845169,0,0,0,0
"141","140",0,0,0.33148738497219,0,0,0.66851261502781,0,0,0,0
"142","141",0.513967589276193,0,0,0,0.156932898859904,0.329099511863903,0,0,0,0
"143","142",0,0,0,0,0,1,0,0,0,0
"144","143",0,0.432394741813347,0,0,0.224686299239311,0.342918958947342,0,0,0,0
"145","144",0,1,0,0,0,0,0,0,0,0
"146","145",0,0,0,0,0.505860289403865,0.494139710596135,0,0,0,0
"147","146",0,0,0,0,0.22825636091037,0.77174363908963,0,0,0,0
"148","147",0,0,0,0,0,0.323503628579292,0,0.676496371420708,0,0
"149","148",0,1,0,0,0,0,0,0,0,0
"150","149",0.248875781588502,0.230058136771255,0,0,0.384654873221063,0,0,0.13641120841918,0,0
"151","150",0,0,1,0,0,0,0,0,0,0
"152","151",0.418681264210833,0,0,0,0.266117012037821,0.315201723751346,0,0,0,0
"153","152",0,0,0.371058710108301,0,0,0.628941289891699,0,0,0,0
"154","153",0,0,0.605761037747674,0,0,0.294587335277075,0,0.0996516269752512,0,0
"155","154",0,0,0,0,1,0,0,0,0,0
"156","155",0,0,0.286642098483591,0,0,0.713357901516409,0,0,0,0
"157","156",0,0,0,0,0.313583678187955,0.686416321812045,0,0,0,0
"158","157",0,0,0,0.186163243782681,0,0.813836756217319,0,0,0,0
"159","158",0.348769592739619,0.380196953905205,0,0,0.271033453355175,0,0,0,0,0
"160","159",0,0,0,0,0.666251578782203,0.333748421217797,0,0,0,0
"161","160",0,0,0,0,0,1,0,0,0,0
"162","161",0.16163449313342,0.217553518938154,0,0,0,0.620811987928426,0,0,0,0
"163","162",0,0,0,0,0.151353697735801,0.398373211985723,0,0.450273090278476,0,0
"164","163",0.24314536901233,0,0,0,0.75685463098767,0,0,0,0,0
"165","164",0.233580381127989,0,0,0,0.145210773298581,0.44971583685464,0,0.17149300871879,0,0
"166","165",0.303886121241657,0.401325126907421,0,0,0.294788751850923,0,0,0,0,0
"167","166",0,0,0,0.201629899622302,0.0497922143146884,0.748577886063009,0,0,0,0
"168","167",0.342307843591289,0.137397311323924,0,0,0.22151270505696,0.298782140027827,0,0,0,0
"169","168",0,0.414353152002367,0,0,0.242404631556454,0.18210657063308,0,0.161135645808099,0,0
"170","169",0,0.110731036009062,0.744204038592499,0,0,0.145064925398439,0,0,0,0
"171","170",0,0.296640579645591,0,0,0,0.703359420354409,0,0,0,0
"172","171",0,0.388690024082386,0,0,0,0.310844951507815,0,0.300465024409798,0,0
"173","172",0,0,0,0,0.159966945872568,0.840033054127432,0,0,0,0
"174","173",0,0.083390877381514,0,0.291856534105961,0,0.624752588512525,0,0,0,0
"175","174",0,0,0,0,0,0.788458195827137,0,0.211541804172863,0,0
"176","175",0,0,0,0,0.167498558232971,0.832501441767029,0,0,0,0
"177","176",0,0.461934143353098,0,0,0.262690488041469,0.275375368605433,0,0,0,0
"178","177",0,0.514774507385089,0,0,0,0,0,0.485225492614911,0,0
"179","178",0,0.364421074109847,0,0,0.296635724464171,0.338943201425981,0,0,0,0
"180","179",0.622759622023931,0,0,0,0.133894206865405,0.243346171110664,0,0,0,0
"181","180",0,0.506719413738881,0,0,0,0.493280586261119,0,0,0,0
"182","181",0,0.405556539159812,0,0,0,0.594443460840188,0,0,0,0
"183","182",0,0,0,0,0.774370097484515,0,0,0.225629902515485,0,0
"184","183",0.347519921168286,0,0,0,0,0.652480078831714,0,0,0,0
"185","184",0,0,0,0,0,0.517728447838021,0,0,0.482271552161979,0
"186","185",0,0.306398289406012,0,0,0.693601710593988,0,0,0,0,0
"187","186",0,0.127384672847939,0,0,0,0.45964580763916,0,0.412969519512901,0,0
"188","187",0,0,0,0,0,0.562267370103686,0,0.437732629896315,0,0
"189","188",0.4530842558644,0,0,0.192029332927805,0.19505177402076,0.159834637187036,0,0,0,0
"190","189",0,0,0,0,0.34357829763239,0.65642170236761,0,0,0,0
"191","190",0,0.767632046125267,0,0,0,0.0993673452483841,0,0.133000608626349,0,0
"192","191",0.685328841262232,0,0.314671158737768,0,0,0,0,0,0,0
"193","192",0.232286558306049,0.189958347397563,0,0,0.577755094296388,0,0,0,0,0
"194","193",0.381446800847599,0,0,0,0.498171602407024,0.120381596745377,0,0,0,0
"195","194",0,0,0,0,0.248976520722683,0.152500377233654,0,0.598523102043663,0,0
"196","195",0,0,0,0,0.306384251955482,0.693615748044518,0,0,0,0
"197","196",0,0.287266219720128,0,0,0.357065847541335,0.355667932738537,0,0,0,0
"198","197",0.474400726281996,0.525599273718004,0,0,0,0,0,0,0,0
"199","198",0,0.192496215939236,0,0,0.617234384318534,0.190269399742231,0,0,0,0
"200","199",0,0.271170211280541,0,0,0,0,0,0.728829788719459,0,0
"201","200",0,0,0,0,0,0.63953964324346,0,0.36046035675654,0,0
"202","201",0.747614723359759,0,0,0,0,0.252385276640241,0,0,0,0
"203","202",0.658392310689005,0,0,0,0.341607689310995,0,0,0,0,0
"204","203",0,0.201884391926062,0,0,0.67685251333151,0.121263094742428,0,0,0,0
"205","204",0,0.351838077720852,0.648161922279148,0,0,0,0,0,0,0
"206","205",0,0,0.356411504836378,0,0,0.643588495163622,0,0,0,0
"207","206",0.423300065531802,0,0.2743058231096,0,0,0.302394111358598,0,0,0,0
"208","207",0,0,0,0,0,1,0,0,0,0
"209","208",0.483466487558285,0.0766894800938649,0,0,0,0.124021507193257,0,0.315822525154594,0,0
"210","209",0,0.572924163056331,0.26536760885759,0,0,0,0,0.161708228086079,0,0
"211","210",0,0.0750283965223435,0,0,0.310755616464853,0.192164758993346,0,0.422051228019457,0,0
"212","211",0.097792194199726,0.396448065868804,0.309357662296989,0,0,0,0,0.196402077634482,0,0
"213","212",0,0,0,0,0.599221772643209,0.400778227356792,0,0,0,0
"214","213",0.261010016858429,0.307982651846585,0,0,0.136429093826749,0,0,0.294578237468237,0,0
"215","214",0.236640020863432,0.346873411248367,0,0,0,0.416486567888201,0,0,0,0
"216","215",0,0,0,0,0.305336852454896,0.205192856758484,0,0.48947029078662,0,0
"217","216",0,0,0,0,0,0.873823594848085,0,0.126176405151915,0,0
"218","217",0,0.328624049791418,0,0,0,0.671375950208582,0,0,0,0
"219","218",0,0,0,0.12164811154962,0.115350570790562,0,0,0.763001317659817,0,0
"220","219",0,0,0,0,0.695455076104178,0.304544923895822,0,0,0,0
"221","220",0,0.383444179173828,0,0,0,0.228140679644363,0.388415141181809,0,0,0
"222","221",0,0,0,0,0.108587996808037,0.38438621115585,0,0.507025792036113,0,0
"223","222",0.399637431596784,0,0,0,0.287030437261995,0,0,0,0.313332131141222,0
"224","223",0.116314212904846,0.39135555429246,0,0,0,0.180224562429694,0,0.312105670372999,0,0
"225","224",0,0.253690139225723,0,0,0,0,0,0,0.481721819976719,0.264588040797558
"226","225",0,0,0,0,0.649495794828788,0.350504205171212,0,0,0,0
"227","226",0,0,0,0,0.667711567431569,0,0,0.332288432568431,0,0
"228","227",0,0,0.55639866210325,0,0,0.44360133789675,0,0,0,0
"229","228",0,0,0.541923158496736,0,0.458076841503264,0,0,0,0,0
"230","229",0.0917868312455421,0,0,0,0.222574536687182,0.632811851254535,0,0.0528267808127409,0,0
"231","230",0,0,0,0,0.332739814921553,0.667260185078447,0,0,0,0
"232","231",0.375983390881351,0,0,0,0.382461643384738,0.241554965733912,0,0,0,0
"233","232",0,0.259068419335181,0,0,0,0.740931580664819,0,0,0,0
"234","233",0,0.170280849392848,0,0,0.451512792385115,0.378206358222037,0,0,0,0
"235","234",0,0,0,0,0,1,0,0,0,0
"236","235",0,0.320993837005758,0,0,0.151972099667222,0.527034063327019,0,0,0,0
"237","236",0.438175621702834,0,0,0,0.241052497283528,0.320771881013638,0,0,0,0
"238","237",0,0,0,0,0.333835090147913,0.666164909852088,0,0,0,0
"239","238",0.280559338636319,0.230303434381734,0,0,0,0.489137226981947,0,0,0,0
"240","239",0,0.678082859859182,0,0,0,0.321917140140817,0,0,0,0
"241","240",0,0,0,0,0,1,0,0,0,0
"242","241",0.728242150033251,0.271757849966749,0,0,0,0,0,0,0,0
"243","242",0.372978576492732,0,0,0.152815417435589,0.122375107867621,0.351830898204058,0,0,0,0
"244","243",0,0.235229201971132,0,0,0,0.227409936737793,0,0.537360861291076,0,0
"245","244",0,0.188306658493257,0,0,0.389434162048761,0.422259179457981,0,0,0,0
"246","245",0,0,0,0,0.390119775644517,0.609880224355483,0,0,0,0
"247","246",0,0.500222513036685,0,0,0,0.499777486963316,0,0,0,0
"248","247",0,0,0,0,0,1,0,0,0,0
"249","248",0.785633290943162,0,0,0,0.119840718614067,0.0945259904427706,0,0,0,0
"250","249",0.217465936652229,0,0,0,0,0.782534063347771,0,0,0,0
"251","250",0,0,0,0,0.44283250043909,0.423204908111102,0,0.133962591449808,0,0
"252","251",0,0.409486839205856,0,0,0,0.590513160794144,0,0,0,0
"253","252",0,0.645146249813507,0,0,0.138279410687116,0.216574339499377,0,0,0,0
"254","253",0,0.485464522802689,0,0,0.198766194557901,0.31576928263941,0,0,0,0
"255","254",0.186135769464183,0,0,0,0,0.813864230535817,0,0,0,0
"256","255",0,0.452023278126512,0,0,0,0.547976721873488,0,0,0,0
"257","256",0,0.373212957545779,0,0,0.163328911192664,0,0,0.463458131261557,0,0
"258","257",0,0,0,0,0.251660443182791,0.423181605219448,0,0.325157951597761,0,0
"259","258",0.104431138108566,0.175288009505265,0,0,0.327302105835748,0.106950520022128,0,0.286028226528292,0,0
"260","259",0,0.460775182527049,0,0,0,0.539224817472952,0,0,0,0
"261","260",0,0.233159336131036,0,0,0.360401649823406,0.406439014045558,0,0,0,0
"262","261",0,0.425320339960103,0.194180488366019,0,0.211901826900136,0,0,0.168597344773741,0,0
"263","262",0.31880612564447,0.167052758917073,0,0,0,0,0,0.514141115438457,0,0
"264","263",0,0,0,0,0,0.67844532051918,0,0.32155467948082,0,0
"265","264",0,0,0,0,0,0,0,1,0,0
"266","265",0,0.472058825632189,0,0,0,0.527941174367811,0,0,0,0
"267","266",0,0.527981618234335,0,0,0,0.472018381765665,0,0,0,0
"268","267",0.565388310520517,0,0,0,0.239596056737364,0.195015632742119,0,0,0,0
"269","268",0,0,0,0,0.577183544435711,0.422816455564289,0,0,0,0
"270","269",0,0,0,0,0,0.414358037156356,0,0.585641962843644,0,0
"271","270",0.412938099553061,0,0,0,0,0,0,0.587061900446939,0,0
"272","271",0.218660555205038,0,0,0,0.338990547082898,0.442348897712064,0,0,0,0
"273","272",0.37630149289048,0,0.283341390292433,0,0.340357116817087,0,0,0,0,0
"274","273",0,0,0.0970349393141412,0,0.392824096522829,0.51014096416303,0,0,0,0
"275","274",0.111134596036211,0.315899890195256,0,0,0.572965513768534,0,0,0,0,0
"276","275",0,0,0,0.271786225723672,0.271280806337627,0.456932967938701,0,0,0,0
"277","276",0,0,0.427803383304693,0,0.227336380346847,0.34486023634846,0,0,0,0
"278","277",0,0,0,0,0,0.836117707072653,0,0.163882292927347,0,0
"279","278",0,0.4201548564426,0,0,0.370916489837175,0.208928653720224,0,0,0,0
"280","279",0,0,0.199793455148585,0,0.152210082519093,0,0,0.647996462332322,0,0
"281","280",0,0,0.847155599200753,0,0,0,0.152844400799247,0,0,0
"282","281",0,0,0,0,0,0.628218624721688,0,0,0.371781375278312,0
"283","282",0,0,0,0,0,1,0,0,0,0
"284","283",0.325766780981699,0,0.190278442926871,0,0.48395477609143,0,0,0,0,0
"285","284",0,0,0,0,0,0.848261559944146,0,0.151738440055854,0,0
"286","285",0,0.524985382185803,0,0,0,0.475014617814197,0,0,0,0
"287","286",0,0.159720023117236,0,0,0.23050592501844,0.609774051864324,0,0,0,0
"288","287",0,0.386587550117982,0,0,0,0.613412449882018,0,0,0,0
"289","288",0,0,0.177516762916046,0,0.173388032616591,0.649095204467363,0,0,0,0
"290","289",0.557306173462198,0,0,0,0.193960780068811,0.248733046468991,0,0,0,0
"291","290",0,0,0,0,0.366330508918402,0.572252556610554,0.0614169344710437,0,0,0
"292","291",0,0,0.274408577646528,0,0,0.551987915354127,0,0.173603506999345,0,0
"293","292",0,0.283913377032858,0,0,0,0.716086622967143,0,0,0,0
"294","293",0,0.155463184659426,0,0,0.39150467950309,0.142182313255397,0,0.310849822582086,0,0
"295","294",0,0,0,0,0.588447235537717,0.411552764462283,0,0,0,0
"296","295",0,0.451570346089475,0,0,0,0.262619712204507,0,0.285809941706019,0,0
"297","296",0.292851617432382,0.188679404691545,0,0,0.122827412988138,0.237400667786224,0,0.15824089710171,0,0
"298","297",0,0.453251503771346,0,0,0.20449736871434,0.342251127514314,0,0,0,0
"299","298",0.673693800066017,0,0,0,0.141395438041597,0.184910761892386,0,0,0,0
"300","299",0.222544475329669,0.404845366348528,0,0,0.164030146686866,0.208580011634937,0,0,0,0
"301","300",0,0,0,0,0,1,0,0,0,0
"302","301",0,0.418124212825843,0,0,0,0.581875787174157,0,0,0,0
"303","302",0,0.646970049752916,0,0,0.353029950247084,0,0,0,0,0
"304","303",0.40936624074865,0.233679391541898,0,0,0.266964715653148,0.0899896520563044,0,0,0,0
"305","304",0.484175992305511,0.0755403095386927,0,0,0,0,0,0.440283698155796,0,0
"306","305",0,0,0,0.182244624281861,0.178341898016882,0.639413477701256,0,0,0,0
"307","306",0.218067969409208,0,0,0,0.781932030590792,0,0,0,0,0
"308","307",0,0.440658534684195,0,0,0,0.559341465315805,0,0,0,0
"309","308",0,0,0.422962883962227,0,0,0.577037116037773,0,0,0,0
"310","309",0,0,0,0,0.23779242553292,0.107505880435233,0,0.654701694031847,0,0
"311","310",0.364422105251096,0.132114910552751,0.23023720668643,0,0,0.273225777509722,0,0,0,0
"312","311",0,0.237280830847989,0,0,0,0.386504314959758,0.376214854192253,0,0,0
"313","312",0.242956372258945,0.10171668754783,0,0,0.370010758155243,0.285316182037982,0,0,0,0
"314","313",0,0,0,0,0,1,0,0,0,0
"315","314",0,0,0.357179329920067,0,0,0.425124999232769,0,0.217695670847164,0,0
"316","315",0,0,0,0,0.40263940881118,0.59736059118882,0,0,0,0
"317","316",0,0,0,0,0.843696536094207,0.156303463905793,0,0,0,0
"318","317",0,1,0,0,0,0,0,0,0,0
"319","318",0,0,0,0,0.564777651591326,0,0,0.435222348408674,0,0
"320","319",0.120876718719787,0,0,0,0.599147704246672,0.279975577033541,0,0,0,0
"321","320",0.640884804360556,0,0,0,0.359115195639444,0,0,0,0,0
"322","321",0,0,0,0,0,0.543507484666147,0,0.456492515333853,0,0
"323","322",0,0.407366061207703,0,0,0,0.592633938792297,0,0,0,0
"324","323",0.404229522760577,0.385158385886772,0,0,0,0,0,0.210612091352651,0,0
"325","324",0,0,0.331082569167371,0,0,0.668917430832629,0,0,0,0
"326","325",0.265793228574764,0.200372686430781,0.182739792160309,0,0,0.351094292834145,0,0,0,0
"327","326",0,0.498141721553757,0.501858278446243,0,0,0,0,0,0,0
"328","327",0,0,0,0,0.436081414180519,0.563918585819481,0,0,0,0
"329","328",0,0,0,0,0.100863925419742,0.899136074580258,0,0,0,0
"330","329",0.131451501118143,0,0,0,0.745347503657214,0.123200995224643,0,0,0,0
"331","330",0.315367721419975,0,0,0,0.584468876198584,0.100163402381441,0,0,0,0
"332","331",0,0,0.135382007900552,0,0,0.864617992099448,0,0,0,0
"333","332",0.676881604656168,0,0,0,0.323118395343832,0,0,0,0,0
"334","333",0,0,0.904457054495942,0,0,0.0955429455040577,0,0,0,0
"335","334",0,0.214272558519839,0.575934803284228,0,0,0.209792638195933,0,0,0,0
"336","335",0,0.157063569010542,0,0.297193320287205,0.30873526864987,0.237007842052382,0,0,0,0
"337","336",0.344696912369993,0,0,0.440961409650769,0,0.214341677979238,0,0,0,0
"338","337",0.543480093421788,0,0,0,0.279078267151424,0.177441639426788,0,0,0,0
"339","338",0,0,0,0,0,0.517339244940206,0,0,0.482660755059794,0
"340","339",0,0,0,0.29750898707521,0.212761302280523,0.489729710644267,0,0,0,0
"341","340",0.104159497014377,0,0,0,0.51112946394014,0.384711039045482,0,0,0,0
"342","341",0,0,0,0,0.173205343290787,0.826794656709213,0,0,0,0
"343","342",0,0.390983158866338,0.347743756742839,0,0,0,0,0.261273084390823,0,0
