"","cell_ID","Ext_L23","Oligo_2","Astro_THAL_med","Inh_Sst","Inh_6","Inh_Meis2_3","Micro","Ext_L5_2","Ext_Pir","Astro_AMY","Inh_2","Inh_1","Inh_Pvalb","Inh_Lamp5","Ext_L25","Nb_2","Ext_Thal_1","Ext_L56","Ext_Unk_3","Inh_3","Ext_Amy_2","Ext_Thal_2","Ext_L5_1","Unk_1","OPC_1","Astro_AMY_CTX","Ext_Hpc_DG1","Astro_HYPO","Inh_4","Inh_Meis2_1","Ext_Hpc_DG2","Inh_Meis2_2","Ext_Hpc_CA1","Ext_L6B","Astro_CTX","Ext_Amy_1","Astro_WM","Oligo_1","Ext_L6","Astro_THAL_lat","Nb_1","LowQ_2","Inh_Vip","Astro_HPC","Ext_ClauPyr","OPC_2","Inh_5","Ext_Hpc_CA3","Inh_Meis2_4"
"17","exper0_location_16",0.0413876175119693,0,0,0,0.0638782598714493,0.1545555004477,0,0,0,0,0,0,0,0,0,0,0.148074243583872,0,0,0,0,0.139286290114772,0,0,0,0.0615771501483166,0,0,0,0,0,0.0131142340964784,0,0.117806495486597,0,0,0,0,0.0632963442005153,0,0,0,0,0,0.19702386453833,0,0,0,0
"18","exper0_location_17",0,0,0,0,0.032386015381118,0.0171914588367055,0,0.147977127458923,0,0,0,0.0452407738301643,0,0,0,0.0257737624568056,0,0,0,0,0,0.165690027035751,0,0,0,0,0,0,0,0,0.07228119257567,0,0,0.140508537047072,0,0,0,0,0.265610971455266,0,0,0,0,0,0.0873401339225247,0,0,0,0
"19","exper0_location_18",0,0,0,0,0.0618632680181693,0.00195786634020931,0,0.0728561177029615,0,0,0,0,0,0,0,0.0389355198883427,0.0486656303330149,0,0,0,0.00448556849379238,0.17871306469877,0,0,0,0,0,0,0,0,0.121364647216475,0.0670696242665139,0,0.165125334095814,0,0,0.0705188298091291,0,0.0762445209716331,0,0,0,0,0,0.0922000081651748,0,0,0,0
"20","exper0_location_19",0,0,0,0,0,0.0221487979718437,0,0.0806426507434414,0,0,0,0,0,0,0,0,-9.76926776329072e-19,0,0,0,0,0.301490541823473,0.0103405091762214,0,0,0.03659853400972,0.0521684286722746,0,6.58816832524795e-05,0,0,0,0.00591325790098618,0.0928023629957299,0,0,0.0293049635546253,0,0,0,0,0,0,0,0.31482200183422,0,0,0.0537020696342117,0
"21","exper0_location_20",0.0944408580386028,0,0,0,0,0.0711816119003905,0,0.10718802637644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275829663762887,0,0,0,0.0319108969414738,0,0,0,0,0,0,0.062416431987498,0.159746958441889,0,0,0,0,0.0248836671063907,0,0,0,0,0,0.0909394062715478,0,0.0814624791728797,0,0
"22","exper0_location_21",0,0,0,0,0,0.120948325586761,0,0.073061774273874,0,0,0,0,0,0,0,0.0415647575663312,0,0,0,0,0,0.0992163032158523,0,0,0,0.0964481623745435,0.0348288915529013,0,0,0,0,0,0.101494390912319,0.154927511441981,0,0,0,0,0.130434223111626,0,0,0,0,0,0.14707565996381,0,0,0,0
"23","exper0_location_22",0,0,0,0,0.0187445869034658,0.0550435729663238,0,0,0.0643816779519961,0,0,0.0733978711879762,0,0,0,0.0424707307769989,-9.04352847953335e-20,0,0,0,0,0.0810418453755249,0,0,0,0,0,0,0,0,0,0,0.0762395161653911,0.399185025073174,0,0,0,0,0,0,0,0,0,0,0.18949517359915,0,0,0,0
"24","exper0_location_23",0,0,0,0,0.032303641147579,0,0,0.0853878049463437,0.0703920636501143,0.0419327272121846,0,0,0,0,0,0,0,0,0.0628605643519044,0,0.236722010755756,0,0,0,0,0,0,0,0,0.0348305401832545,0,0,0,0.146089205958249,0,0.0576788669569099,0,0.0406138232105943,0,0,0,0,0.102115221033842,0,0.0890735305932677,0,0,0,0
"25","exper0_location_24",0.0608037146204866,0,0,0,0,0,0,0.182512514542046,0.305180524132103,0,0,0,0,0,0,0,0,0,0.0663161824078009,0,0.0299013186833159,0,0,0,0,0,0,0,0,0,0.0260360193666222,0,0,0,0,0.0123354598208349,0,0.149060813562589,0,0,0,0,0.148386507782633,0,0.0194669450815683,0,0,0,0
"26","exper0_location_25",0,0,0,0,0,0,0,0.0148686178328705,0.219823751088368,0,0,0.0501279818084285,0,0,0.0515123445784871,0,0.0580877936386725,0,0.0976273382488175,0,0,0.014435689517768,0.0605416176952069,0,0,0.0406155746958911,0,0,0,0,0,0,0,0.114562016460555,0,0,0,0.0759640352287375,0,0,0,0,0.0990923348435741,0,0.0759255608665624,0.0268153434960608,0,0,0
"27","exper0_location_26",0,0,0,0,0,0.0134065711939732,0,0.210028723119133,0.198376473874715,0,0,0.0295922571207715,0,0,0.0640337856350383,0,0,0,0.0387936780040168,0,0.0812460285384343,0,0,0,0,0.0785902560923225,0,0,0,0.0482054080887318,0,0,0,0.121087378758478,0,0,0,0.0394772691355364,0,0,0,0,0.0426497928775218,0,0.0345123775613279,0,0,0,0
"28","exper0_location_27",0,0,0,0,0.0491087631202693,0,0,0.137726034674054,0.253916847037678,0,0,0,0,0,0,0,0,0,0.0388958978787393,0,0.135041637354509,0,0,0,0,0,0,0,0,0,0,0.0413292015623902,0,0.153231557650112,0,0.0155283705832856,0,0.0426399761183616,0,0,0,0,0.0624664837494941,0,0.0265372153160541,0.0435780149550526,0,0,0
"29","exper0_location_28",0,0,0,0,0.0196207710137067,0,0,0.00354475687049936,0,0,0,0,0.0783256152713137,0,0,0.0440115670547772,0,0,0,0,0.417029494274273,0,0,0,0,0,0,0,0,0.0248056711110944,0,0.0312385817278354,0,0.194570816983672,0,0,0,0,0,0,0.0376416131476052,0,0,0,0.107880490185065,0.0413306223601576,0,0,0
"30","exper0_location_29",0.0802915727253288,0,0,0,0.0554210491044618,0,0,0.376654639883058,0,0,0,0,0,0,0.00148150213125539,0.09808376882802,0,0,0,0,0.134262953681282,0,0,0,0,0.0456917615914178,0,0,0,0,0,0.0863966481440051,0,0.0430341146622677,0,0.0635072807287972,0,0,0,0,0,0,0,0,0,0,0.0151747085201067,0,0
"31","exper0_location_30",0,0,0,0,0.0727106757079958,0.0501410067434985,0,0.365706599173851,0,0.00637308459450363,0,0,0.0535152914022272,0,0,0.0284175537076784,0,0.0830037871689223,0,0,0,0,0,0,0,0.12772669692068,0,0,0,0,0,0.0350438036350219,0,0,0,0,0,0,0.0719114167847692,0,0,0,0,0,0,0,0.105450084160852,0,0
"32","exper0_location_31",0,0.0605977748180661,0,0,0.116978034597929,0,0,0.403237466248084,0,0,0,0,0,0,0,0.0584005934801018,0,0,0,0,0,0,0,0,0,0.100483430710859,0,0,0,0,0,0.0733742314494528,0,0,0,0,0.0371773448872143,0,0.0364190839984257,0,0,0,0,0,0.113332039809867,0,0,0,0
"33","exper0_location_32",0,0.0452065988858182,0,0,0.127886532930229,0,0,0.282950741890591,0,0,0,0,0,0,0,0.0970168654372512,0,0,0,0,-1.11406077864248e-18,0,0,0,0,0.081348173077973,0,0,0,0,0,0.0793934351243161,0.108811164460808,0,0,0.0726564434735992,0,0,0,0,0,0,0,0.0506826048069245,0.0540474399124892,0,0,0,0
"34","exper0_location_33",0,0,0,0,0.0407236159750934,0,0,0.278143789364109,0,0,0,0,0,0,0,0.0536871673586842,0,0,0,0,0,0,0,0,0,0.168844932070259,0,0,0,0,0,0.0558649549183741,0.40273554031348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","exper0_location_34",0,0,0,0,0.0731028333128296,0,0,0.0985317220321856,0,0,0,0,0,0.0512726705050732,0,0.0418439457808717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510244668813371,0,0.125178462897427,0,0,0,0.0883910772224549,0,0,0,0,0.0114346194357868,0,0,0,0,0
"36","exper0_location_35",0,0,0,0,0.0368333490088564,0,0,0.140686017307392,0,0,0,0,0,0.0262114338084856,0,0.0305920332001733,0,0,0,0,0,0,0,0,0,0.198387969407012,0,0,0,0,0,0,0.266924352296321,0,0.0957886067197907,0,0,0,0.176785281617383,0,0,0,0,0,0,0,0.0277909566345862,0,0
"37","exper0_location_36",0,0,0,0,0.0364621581641177,0,0,0.129104582515055,0,0,0,0,0,0.0456602488561013,0,0.0208827276806853,0,0.0330821937366294,0,0,0,0,0,0,0,0.105578789917537,0,0,0,0,0,0,0.572308238935529,0,0,0,0.0569210601943456,0,0,0,0,0,0,0,0,0,0,0,0
"38","exper0_location_37",0,0,0,0,0.0626028940862174,0,0,0.16649147239016,0,0,0,0,0,0.0425229168189387,0,0.0693438586011877,0,0,0,0,0,0,0,0,0,0.151028969053021,0,0,0,0,0,0,0.359353934806168,0,0,0,0.0607165583493214,0,0,0,0,0,0,0,0,0,0.0300204991749788,0.0579188967200065,0
"39","exper0_location_38",0,0,0,0,0.0825340214440184,0,0,0.0982124787902335,0,0,0,0,0,0.0790416739752234,0,0.0688256535328254,0,0,0,0,0,0,0,0,0,0.220564358890819,0,0,0,0.0218782746797835,0,0,0.244750987780177,0,0.0592651819095283,0,0,0,0.0380741753585939,0,0,0,0,0,0,0,0.040736488483695,0.0461167051551026,0
"40","exper0_location_39",0,0,0.0616824832269703,0.0523933590433796,0.0297890737296516,0,0,0.0435359095457026,0,0,0,0,0,0,0,0.0739294193530182,0.0555342566898419,0.0620951135855051,0,0,0.10047331731059,0,0,0,0,0.0469835807571393,0,0.00758162104942412,0.0545277600012563,0,0,0,0.045126486554869,0.0454404265399818,0,0.0626659056384649,0,0,0.0645796625302227,0,0,0,0,0,0.161926807899706,0,0,0,0.0317348165442758
"41","exper0_location_40",0,0,0.125647948850583,0.0764015029929402,0.0232587444755454,0,0,0,0,0,0,0.100504700528638,0,0,0,0.0853464360953591,0,0,0.0599002091203881,0,0,0,0,0,0.0554286594581892,0.0561368750261804,0,0,0,0.0578180837280826,0,0,0,0,0,0,0,0,0,0.00454066410453126,0,0,0,0,0.169757159811999,0,0.0547584956529607,0.0525635932583746,0.0779369268962284
"42","exper0_location_41",0,0,0.116244220629684,0,0.0547791203058905,0,0,0,0,0,0,0.0757350321713336,0,0,0,0,0,0,0.0303794471334959,0,0,0,0,0.0700686667029201,0.026032027049433,0.0682240752655131,0,-3.92829761367011e-19,0.0893146076732201,0.0622920337332772,0,0,0,0,0,0,0,0,0,0.00339016133782252,0,0,0,0,0.250918253273502,0,0.0626941700383217,0.0899281846855863,0
"43","exper0_location_42",0.0374097003589586,0,0,0.0387920749997252,0.0332682711227037,0,0,0.0994929924153701,0,0,0.0431700868371711,0.057872302643581,0,0,0.0457281238199982,0.039963595460728,0.0475189919608458,0,0.0471376018881124,0,0.0734526857690124,2.09132956763102e-19,0,0,0,0,0,0,0,0.0269575022317244,0,0,0,0,0.0635468996643684,0.0938231056684343,0,0,0.0291689528555866,0.0588442346945062,0,0,0,0,0.0981823852002793,0,0,0,0.0656704924088942
"44","exper0_location_43",0.00779375291809447,0,0.0523209850899071,0,0.0349453847461349,0,0,0.0537648286749913,0.151044366174716,0,0,0.129217859322697,0,0,0,0.0544105362349462,0,0.0384379953661742,0,0,0,0.0484477583585175,0,0,0,0,0.0484833298891046,0,0,0,0,0,0,0.0927282847467389,0,0.0159206848939225,0,0,0.036076236206296,0,0,0.0713225308434686,0,0.0480942302074396,0.0959779556287331,0,0,0,0.0210132806981179
"45","exper0_location_44",0.0566798560928205,0,0,0,0.0327606360149688,0,0,0.0339378399607354,0.20246592846361,0,0,0,0,0,0.0758838487869562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337888878788477,0,0.0857210472272804,0,0,0,0.0632481286523539,0,0.0400772995315559,0,0,0.0713365364812417,0,0,0,0
"46","exper0_location_45",0.163625019710016,0,0,0,0.0259386129613264,0,0,0.0443216303672537,0.0717991508283126,0,0,0,0,0,0,0.0219045636387032,0.0343244429907512,0,0.0313292265659752,0,0,0,0,0,0,0,0,0,0,0.0352721846997711,0,0,0,0.315253336115218,0,0.0795450270640484,0,0,0,0,0,0.051340085478692,0,0,0.0411820869965595,0,0.0296877692181802,0,0.054476863365192
"47","exper0_location_46",0.180704955008925,0,0,0,0,0,0,0.0727788554736022,0.092827272711543,0,0,0.113487376966529,0,0,0,0,0,0,0,0,0.0919538585989376,0,0,0,0,0,0,0.0487448764092235,0,0,0,0,0,0.201322859085784,0,0.0453284560549543,0,0,0,0.0219638621193565,0,0.0367092667950178,0,0,0.0335759235700977,0,0.06060243720603,0,0
"48","exper0_location_47",0.110780706789552,0,0,0,0,0,0,0.027925108306724,0.124695585832285,0,0,0.123704191805351,0,0,0.0363536324494137,0,0.0255592301229934,0,0,0,0,0,0,0,0,0,0.0637168813891009,0,0,0,0,0,0,0.181185659674246,0,0,0,0,0,0.148960816691415,0,0.0959282250065285,0,0,0,0,0,0,0.0611899619323908
"49","exper0_location_48",0.222939699348513,0,0,0,0,0,0,0.000218248323882706,0.178304927949773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457636621885437,0,0,0,0,0,0,0.333275078121463,0,0,0.0265650805924461,0,0,0.0685702559415887,0,0.08057880342669,0,0,0.0437842441071004,0,0,0,0
"50","exper0_location_49",0.179360484583073,0,0,0,0,0,0,0,0.373220851169638,0,0,0,0,0,0,0,0,0.0216059219220744,0,0,0,0,0,0,0,0,0,0.04593719687637,0,0,0,0.0367084427718922,0,0.235312618893616,0,0,0,0,0,0,0,0.0291961275815802,0,0,0.063443711175366,0,0.0152146450263903,0,0
"51","exper0_location_50",0,0,0,0,0.0293762052990874,0.0609538375534032,0,0.0936621006059629,0,0,0,0,0,0,0.0971857353820111,0.0333403542158065,0.145639036117583,0,0.0635768567284839,0,0,0,0,0,0,0.0291538236257727,0,0,0,0.0457163489028224,0,0,0.0245796143530221,0,0,0,0.0340197008354191,0,0,0.115694117990773,0,0,0,4.65470018938524e-20,0.066102278228198,0,0,0.160999990161656,0
"52","exper0_location_51",0,0,0,0,0.0226025708201376,0.055026454120816,0,0,0,0,0,0,0,0,0.120671433190064,0.0327988267120971,0,0,0.117609553032195,0,0,0,0,0,0,0,0,0,0,0.0619459715500888,0,0,0,0.145140604518407,0,0,0,0,0.0356085331092083,0.126004563872185,0,0,0,0,0.0500864798543649,0,0.0380964789785632,0.194408530241873,0
"53","exper0_location_52",0,0,0.162517024392818,0,0.0941760950783494,0.174813798672294,0,0.0242188707381856,0,0,0,0,0,0,0.0191942901123315,0,0,0,0.0468577230788375,0,0,0,0,0,0,0,0,0,0,0.032302732323918,0,0,0,0.0513297826207741,0,0.0443784655172611,0,0,0.061374005272582,0.0140098621626649,0,0,0,0,0.184374524145318,0,0,0.0904528258846661,0
"54","exper0_location_53",0,0,0,0,0.101910543651672,0.175508172408559,0,0.132184993353381,0,0,0,0,0,0,0.0696896026183696,0.0314148961125757,0,0.054371471936525,0.0364040713126936,0,0,0.0752708226557598,0,0,0,0,0,0,0,0.039509375823881,0,0,0,0.12806132130565,0,0,0,0,0.021693145735059,0.0685984338815902,0,0,0,0,0.0389666673502725,0,0,0.026416481854011,0
"55","exper0_location_54",0,0,0,0,0.226732064395958,0,0,0.0457940430937556,0,0,0,0,0,0,0,0.0380139979952822,0.0970293271434922,0,0,0,0,0.0913450172253762,0.0843615290489603,0,0,0.0609954214316885,0.0860546349266073,0,0,0,0,0,0.0514486781180032,0,0,0,0,0,0.0288127452442164,0,0,0,0,0,0.115530454718899,0,0,0.0104073043867528,0.063474782271008
"56","exper0_location_55",0.00834751395990089,0,0,0,0.0580783632500113,0,0,0.170642703059295,0,0,0,0.0469579004594887,0,0,0,0,0.0436531312107009,0,0.0288874903068245,0,0,0.0546512697509008,0,0,0.0229479353245185,0,0.0480379644166566,0.0228132575137001,0,0,0,0,0,0.0626429643246026,0,0,0.0513247687966713,0,0,0,0,0,0,0,0.234857691159608,0,0.0180240989535032,0,0.128132947513618
"57","exper0_location_56",0,0,0,0,0.13787159939436,0,0,0.0749809972950933,0,0.0423051222339267,0,-1.56949756696798e-19,0,0,0,0,0,0,0,0,0,0.207201267709401,0,0,0,0,0.113893281809568,0,0,0,0,0,0,0,0,0,0,0,0.0856177358160202,0,0,0,0,0,0.247531210343021,0,0,0,0.0905987853986081
"58","exper0_location_57",0.0729942820645595,0,0,0,0.0536754639401713,0,0,0.0980962299512888,0,0,0,0,0,0,0,0,0.0861805330405498,0.0737307779749765,0,0,0,0.352448281285768,0,0,0,0.0397095947334991,0,0,0,0,0.0402309298628293,0,0,0,0,0,0,0,0.0353165404033315,0,0,0,0,0,0.0954751279172166,0,0.0521422388258093,0,0
"59","exper0_location_58",0,0,0.104042175937204,0,0.0890607256750365,0,0,0.149808228993525,0,0,0.0721915190664412,0,0,0,0.117624467158138,0,0,0,0.0719627773141789,0,0,0.155000684990535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478090576866713,0,0,0,0,0,0.106993947145452,0,0,0.0855064160328185,0
"60","exper0_location_59",0,0,0.055375446732509,0,0.0257144389498105,0.0436826914569924,0,0.0704915433001475,0,0,0.0940549148705681,0.00232394478535294,0,0,0.0637321849468362,0,0.0861508544492695,0,0,0,0,0.0811998279294528,0,0,0,0,0,0,0,0.107669766480744,0,0,0,0,0.0473688196607641,0,0,0,0.00343877281009677,0,0,0.0335381236454379,0,0,0.197117063138161,0,0.00923324140638998,0.0789083654374676,0
"61","exper0_location_60",0,0,0,0,0.0507900554975955,0.042432229772892,0,0,0,0,0,0,0,0,0,0.0250748742189306,0,0,0.0337260902513885,0,0,0.0898906088094056,0,0,0,0.0560940154278923,0,0,0.0357096530800976,0.0344160800026995,0,0,0.0259994869465552,0.0720843645675629,0.000888005271243389,0.010461524391324,0,0,0.108938914738003,0.0540639542726134,0,0,0,0,0.322085440906752,0,0.0373447018450442,0,0
"62","exper0_location_61",0,0,0,0,0.0547684532062723,0.0528028053753341,0,0.0421558327378032,0,0,0,0.0937563320227853,0,0,0,0,0.0857173902163928,0,0.106926287048154,0,0.0415905583977047,0,0,0,0,0.0666782829980537,0,0,0,0.0262880057787252,0,0,0.0769449369829608,0,0,0,0,0,0.080732827609349,0.0651317122583157,0,0,0,0.00159839624121486,0.204908179126934,0,0,0,0
"63","exper0_location_62",0,0,0,0,0.0703689899844234,0.0557882613280427,0,0.100492520810126,0.0555545479057126,0,0,0,0,0,0,0,0,0,0,0,0,0.0468876095623774,0,0,0,0.0299245551468209,0,0,0,0,0,0,0.0825905194052649,0.257272609725656,0,0,0,0,0,0,0,0,0,0,0.301120386131577,0,0,0,0
"64","exper0_location_63",0,0,0,0,0.0473708624784915,0.145703189087831,0,0.0818042136221598,0.0473253389694576,0.0802629902011492,0,0,0,0,0,0,0,0,0,0,0,0.113341457635659,0,0,0,0.00131980074047637,0,0,0,0,0,0,0.0560696548360043,0.187136110784575,0,0.0074468923636194,0,0,0.114369698617405,0,0,0,0,0,0.117849790663172,0,0,0,0
"65","exper0_location_64",0,0,0,0,0.0461233623387902,0.0158682226990853,0,0.0321226094981645,0,0.0603522794490356,0,0,0,0,0,0.0339712540735525,0.082523393978604,0,0,0,0,0,0,0,0,0,0,0,0,0.0295286250011271,0,0,0.073075555920284,0.2207106630968,0,0.0637227188258065,0.0183301040922536,0,0.123293337915381,0,0,0,0,0,0.200377873111116,0,0,0,0
"66","exper0_location_65",0,0,0,0,0.0390768100363822,0.0495186926124008,0,0,0.0450143444869592,0,0,0,0,0,0,0.0429354759399699,0,0.0144637056649647,0,0,0,0.276756487364329,0.0706776783018181,0,0,0.066807608161811,0,0,0,0,0,0,0.122958228660065,0.0525098172058272,0,0,0,0,0,0,0,0,0,0,0.219281151565473,0,0,0,0
"67","exper0_location_66",0,0,0,0,0.0304833096751851,0.117313019387978,0,0.0523787974375057,0.0119147747968917,0,0,0,0,0,0,0.0387231833517465,0,0,0,0,0,0.20191154261257,0,0,0,0.0224164237390881,0.0452490189430964,0,0.0422847425511086,0,0,0,0.066371784636079,0.165157600912328,0,0,0,0,0.0660663197926623,0,0,0,0,0,0.098812863997976,0,0.0409166181657853,0,0
"68","exper0_location_67",0,0,0,0,0.0340373107096184,0.0763304386158351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241179684256277,0,0,0,0.0526203322765159,0.0487916084502054,0,0.0680646924854282,0,0,0,0.0715820493070854,0.137012718188267,0,0,0,0,0.03873572902403,0,0,0,0,0,0.231645436686738,0,0,0,0
"69","exper0_location_68",0,0,0,0,0,0.0634386577837124,0,0.0757195951990942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154507598335186,-1.11950337785702e-19,0,0,0.0710236660244773,0,0,0.0551588265502575,0,0.0580391440284714,0,0.0779630733008438,0.0558625032166145,0,0,0,0,0.152633842923263,0,0,0,0,0,0.235653092638079,0,0,0,0
"70","exper0_location_69",0,0,0,0,0.0434175674425971,0,0,0.180382567690979,0,0,0,0.101267169196464,0.0116322812444815,0,0,0.0340030900721999,0.0591264085674723,0,0,0,0,0.0636533928757472,0,0,0,0.0842591936819834,0,0,0,0,0.176842600811522,0,0.0378340136887098,0,0,0,0,0,0.0339428712723877,0,0,0.0237101397828491,0,0,0.149928703672607,0,0,0,0
